# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_forward         -                3     900       3     900       1     900    1491    +           0 1141.7  18.0  -
Moraxellaceae_Moraxella                          -          A1d2_forward         -                1     886       9     900       9     900    1446    +    6.2e-304 1009.3  18.1  -
Burkholderiales_Piscinibacter                    -          A1d2_forward         -               10     902       2     899       1     900    1470    +    1.7e-227  756.1  18.2  -
Francisellaceae_Francisella                      -          A1d2_forward         -               22     914       2     899       1     900    1520    +    3.1e-227  755.2  18.2  -
Oxalobacteraceae_Telluria                        -          A1d2_forward         -               31     923       4     899       1     900    1469    +    3.1e-227  755.1  18.5  -
Burkholderiales_Leptothrix                       -          A1d2_forward         -               23     913       2     899       1     900    1521    +    3.1e-227  755.1  17.5  -
Enterobacteriaceae_Kluyvera                      -          A1d2_forward         -                1     890      13     900      13     900    1455    +    3.2e-227  755.1  17.8  -
Yersiniaceae_Rouxiella                           -          A1d2_forward         -               31     933       2     900       1     900    1551    +    4.1e-227  754.6  17.9  -
Rhodocyclaceae_Propionivibrio                    -          A1d2_forward         -               10     908       2     899       1     900    1496    +    4.4e-227  754.8  18.3  -
Acetobacteraceae_Acetobacter                     -          A1d2_forward         -                3     849       3     900       1     900    1433    +    5.8e-227  754.4  18.1  -
Rhodanobacteraceae_Frateuria                     -          A1d2_forward         -               22     926       2     900       1     900    1542    +      8e-227  753.7  18.1  -
Oxalobacteraceae_Massilia                        -          A1d2_forward         -                2     887      11     899      10     900    1438    +    9.4e-227  753.6  18.5  -
Pasteurellaceae_Haemophilus                      -          A1d2_forward         -                3     902       3     900       1     900    1450    +    9.8e-227  753.4  18.1  -
Nevskiaceae_Hydrocarboniphaga                    -          A1d2_forward         -               22     907       2     900       1     900    1487    +    1.1e-226  753.6  17.7  -
Rhodanobacteraceae_Fulvimonas                    -          A1d2_forward         -                7     910       2     900       1     900    1484    +    1.7e-226  752.6  18.0  -
Enterobacteriaceae_Kosakonia                     -          A1d2_forward         -                2     882      22     900      21     900    1422    +    2.5e-226  751.8  17.5  -
Morganellaceae_Providencia                       -          A1d2_forward         -               10     910       2     900       1     900    1489    +    2.7e-226  751.9  17.9  -
Enterobacteriaceae_Shigella                      -          A1d2_forward         -               10     912       2     900       1     900    1488    +    2.8e-226  752.0  18.0  -
Enterobacteriaceae_Cronobacter                   -          A1d2_forward         -                1     881      24     900      24     900    1422    +    2.9e-226  751.9  17.7  -
Rhodanobacteraceae_Dyella                        -          A1d2_forward         -                4     906       3     900       1     900    1453    +    5.4e-226  751.0  18.1  -
Rhodocyclaceae_Thauera                           -          A1d2_forward         -                2     898       5     899       4     900    1487    +    6.2e-226  750.8  18.2  -
Oxalobacteraceae_Collimonas                      -          A1d2_forward         -                2     896       2     899       1     900    1453    +    8.2e-226  750.5  18.5  -
Aeromonadaceae_Tolumonas                         -          A1d2_forward         -               12     915       2     900       1     900    1514    +    8.8e-226  750.3  18.0  -
Rhodanobacteraceae_Rhodanobacter                 -          A1d2_forward         -                8     911       3     900       1     900    1481    +    1.6e-225  749.5  18.0  -
Acidithiobacillaceae_Acidithiobacillus           -          A1d2_forward         -                2     895       3     900       2     900    1457    +    1.8e-225  749.2  18.3  -
Neisseriaceae_Uruburuella                        -          A1d2_forward         -                3     903       3     899       1     900    1477    +    3.9e-225  748.3  18.0  -
Eubacteriaceae_Eubacterium                       -          A1d2_forward         -               24     913       4     900       2     900    1476    +    4.5e-225  748.0  18.7  -
Alcaligenaceae_Candidimonas                      -          A1d2_forward         -                1     870      27     899      27     900    1411    +    6.3e-225  747.6  17.7  -
Succinivibrionaceae_Anaerobiospirillum           -          A1d2_forward         -               13     884       3     900       1     900    1494    +    9.7e-225  746.8  18.6  -
Alcaligenaceae_Achromobacter                     -          A1d2_forward         -                2     896       2     899       1     900    1483    +    1.4e-224  746.3  18.2  -
Alcaligenaceae_Taylorella                        -          A1d2_forward         -               22     929       2     899       1     900    1521    +    1.7e-224  746.2  18.1  -
Chromobacteriaceae_Deefgea                       -          A1d2_forward         -                4     903       3     900       1     900    1511    +    2.6e-224  745.5  18.2  -
Burkholderiales_Inhella                          -          A1d2_forward         -               11     902       3     899       1     900    1472    +    2.6e-224  745.5  18.0  -
Morganellaceae_Proteus                           -          A1d2_forward         -               12     914       2     900       1     900    1494    +    3.6e-224  744.9  17.9  -
Methylophilaceae_Methylotenera                   -          A1d2_forward         -               22     919       2     900       1     900    1526    +      4e-224  744.8  18.3  -
Alcaligenaceae_Azohydromonas                     -          A1d2_forward         -                2     892       6     899       5     900    1464    +    4.4e-224  744.7  17.8  -
Pectobacteriaceae_Brenneria                      -          A1d2_forward         -                2     882      24     900      23     900    1457    +    5.9e-224  744.2  17.7  -
Rhodocyclaceae_Azospira                          -          A1d2_forward         -                2     890      12     899      11     900    1484    +      7e-224  744.0  18.5  -
Vibrionaceae_Grimontia                           -          A1d2_forward         -                3     914       3     900       1     900    1493    +    1.1e-223  743.2  18.0  -
Pectobacteriaceae_Sodalis                        -          A1d2_forward         -                1     900       5     900       5     900    1511    +    1.6e-223  742.7  18.0  -
Enterobacteriaceae_Pseudocitrobacter             -          A1d2_forward         -                2     901       5     900       4     900    1459    +    1.7e-223  742.8  18.2  -
