# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     928      18     917       8     918    1491    +           0 1137.8  17.8  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_E06_040_2018_2 -               19     913      18     916       8     918    1446    +    2.5e-304 1010.7  18.0  -
Oxalobacteraceae_Noviherbaspirillum              -          LKAP-TSAKG2_E06_040_2018_2 -               26     928      14     916       9     918    1464    +    1.9e-229  762.7  17.8  -
Lysobacteraceae_Oleiagrimonas                    -          LKAP-TSAKG2_E06_040_2018_2 -               27     934      18     916       9     918    1469    +      3e-229  761.8  17.8  -
Enterobacteriaceae_Citrobacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               42     946      18     916       9     918    1517    +      3e-229  761.8  17.8  -
Enterobacteriaceae_Buttiauxella                  -          LKAP-TSAKG2_E06_040_2018_2 -               33     935      18     916       9     918    1503    +      3e-229  761.8  17.9  -
Alcaligenaceae_Kerstersia                        -          LKAP-TSAKG2_E06_040_2018_2 -               16     917      18     916       9     918    1414    +    3.2e-229  762.0  17.4  -
Enterobacteriaceae_Escherichia                   -          LKAP-TSAKG2_E06_040_2018_2 -               27     931      18     916       9     918    1480    +    3.4e-229  761.7  17.8  -
Alcaligenaceae_Candidimonas                      -          LKAP-TSAKG2_E06_040_2018_2 -                2     898      19     916      18     918    1411    +    3.9e-229  761.5  18.1  -
Alteromonadaceae_Alteromonas                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     923      18     916       9     918    1464    +    4.1e-229  761.2  18.1  -
Neisseriaceae_Alysiella                          -          LKAP-TSAKG2_E06_040_2018_2 -               51     953      18     916      10     918    1524    +    4.8e-229  761.2  18.1  -
Gammaproteobacteria_Plasticicumulans             -          LKAP-TSAKG2_E06_040_2018_2 -               36     932      18     916       9     918    1491    +    6.4e-229  760.7  18.0  -
Enterobacteriaceae_Klebsiella                    -          LKAP-TSAKG2_E06_040_2018_2 -               39     941      18     916       9     918    1436    +    6.6e-229  760.7  17.8  -
Burkholderiaceae_Chitinimonas                    -          LKAP-TSAKG2_E06_040_2018_2 -               43     938      18     916       9     918    1494    +    8.5e-229  760.4  18.1  -
Aeromonadaceae_Pseudaeromonas                    -          LKAP-TSAKG2_E06_040_2018_2 -               10     914      18     916      11     918    1491    +    8.7e-229  760.1  17.7  -
Pectobacteriaceae_Brenneria                      -          LKAP-TSAKG2_E06_040_2018_2 -                6     909      19     916      15     918    1457    +    9.4e-229  760.1  17.9  -
Rhodocyclaceae_Azoarcus                          -          LKAP-TSAKG2_E06_040_2018_2 -               27     926      18     916       9     918    1471    +      1e-228  760.1  17.7  -
Enterobacteriaceae_Lelliottia                    -          LKAP-TSAKG2_E06_040_2018_2 -               22     924      18     916       9     918    1449    +      1e-228  760.0  17.8  -
Thermithiobacillaceae_Thermithiobacillus         -          LKAP-TSAKG2_E06_040_2018_2 -               13     910      19     916      12     918    1419    +      2e-228  759.1  17.9  -
Enterobacteriaceae_Kluyvera                      -          LKAP-TSAKG2_E06_040_2018_2 -               15     917      18     916       9     918    1455    +    2.1e-228  759.0  17.8  -
Comamonadaceae_Schlegelella                      -          LKAP-TSAKG2_E06_040_2018_2 -               45     943      18     916       6     918    1517    +    2.3e-228  758.9  17.7  -
Burkholderiales_Ideonella                        -          LKAP-TSAKG2_E06_040_2018_2 -               23     922      15     916       8     918    1493    +    2.6e-228  758.8  17.4  -
Enterobacteriaceae_Salmonella                    -          LKAP-TSAKG2_E06_040_2018_2 -               23     927      18     916       8     918    1457    +    3.4e-228  758.4  17.8  -
Nevskiaceae_Solimonas                            -          LKAP-TSAKG2_E06_040_2018_2 -               36     925      18     916      10     918    1476    +    5.1e-228  758.0  18.1  -
Oxalobacteraceae_Massilia                        -          LKAP-TSAKG2_E06_040_2018_2 -               17     915      17     916       7     918    1438    +    6.5e-228  757.5  18.2  -
Sulfuricellaceae_Sulfuriferula                   -          LKAP-TSAKG2_E06_040_2018_2 -               27     928      18     916      10     918    1461    +    6.9e-228  757.3  18.3  -
Alcaligenaceae_Derxia                            -          LKAP-TSAKG2_E06_040_2018_2 -               44     941      18     916       6     918    1481    +      1e-227  756.9  18.2  -
Oxalobacteraceae_Oxalobacter                     -          LKAP-TSAKG2_E06_040_2018_2 -               42     941      18     916      10     918    1524    +    1.2e-227  756.8  17.9  -
Neisseriaceae_Kingella                           -          LKAP-TSAKG2_E06_040_2018_2 -               53     953      18     916      10     918    1474    +    1.2e-227  756.5  17.9  -
Enterobacteriaceae_Raoultella                    -          LKAP-TSAKG2_E06_040_2018_2 -               25     927      18     916       9     918    1452    +    1.3e-227  756.5  17.8  -
Burkholderiaceae_Cupriavidus                     -          LKAP-TSAKG2_E06_040_2018_2 -               26     928      14     916       7     918    1488    +    1.3e-227  756.5  17.5  -
Enterobacteriaceae_Siccibacter                   -          LKAP-TSAKG2_E06_040_2018_2 -               54     958      18     916       6     918    1451    +    2.3e-227  755.7  17.7  -
Oxalobacteraceae_Herbaspirillum                  -          LKAP-TSAKG2_E06_040_2018_2 -               22     926      14     916       9     918    1485    +    3.2e-227  755.3  18.1  -
Erwiniaceae_Tatumella                            -          LKAP-TSAKG2_E06_040_2018_2 -               27     931      18     916       8     918    1490    +    8.8e-227  753.7  17.8  -
Hafniaceae_Hafnia                                -          LKAP-TSAKG2_E06_040_2018_2 -               26     931      17     916       8     918    1463    +    9.8e-227  753.4  17.9  -
Pectobacteriaceae_Dickeya                        -          LKAP-TSAKG2_E06_040_2018_2 -               24     928      18     916       8     918    1421    +    1.2e-226  753.2  17.8  -
Alcaligenaceae_Bordetella                        -          LKAP-TSAKG2_E06_040_2018_2 -               47     944      18     916       8     918    1476    +    1.5e-226  752.9  17.7  -
Chromobacteriaceae_Vogesella                     -          LKAP-TSAKG2_E06_040_2018_2 -                1     897      20     916      20     918    1424    +    2.5e-226  752.1  18.2  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-TSAKG2_E06_040_2018_2 -               27     926      18     916       9     918    1480    +    2.5e-226  752.2  18.0  -
Burkholderiales_Aquabacterium                    -          LKAP-TSAKG2_E06_040_2018_2 -               25     920      18     916       8     918    1451    +    4.1e-226  751.5  18.2  -
Alcaligenaceae_Pigmentiphaga                     -          LKAP-TSAKG2_E06_040_2018_2 -               22     924      14     916      10     918    1481    +    4.1e-226  751.4  17.8  -
Methylophilaceae_Methylovorus                    -          LKAP-TSAKG2_E06_040_2018_2 -                5     914      14     916      11     918    1441    +    5.7e-226  751.1  17.9  -
Francisellaceae_Francisella                      -          LKAP-TSAKG2_E06_040_2018_2 -               47     942      18     916       8     918    1520    +    9.3e-226  750.3  18.0  -
Rhodocyclaceae_Azospira                          -          LKAP-TSAKG2_E06_040_2018_2 -               10     918      12     916       7     918    1484    +    1.4e-225  749.7  18.1  -
Erwiniaceae_Pantoea                              -          LKAP-TSAKG2_E06_040_2018_2 -                4     869      56     917      53     918    1416    +    2.2e-225  749.0  18.2  -
Aeromonadaceae_Tolumonas                         -          LKAP-TSAKG2_E06_040_2018_2 -               37     942      18     916       8     918    1514    +    2.2e-225  749.0  17.9  -
Vibrionaceae_Salinivibrio                        -          LKAP-TSAKG2_E06_040_2018_2 -               46     963      18     916       9     918    1502    +    2.7e-225  748.2  18.1  -
Burkholderiales_Rubrivivax                       -          LKAP-TSAKG2_E06_040_2018_2 -               42     943      14     916       9     918    1496    +    3.3e-225  748.5  18.0  -
Pasteurellaceae_Actinobacillus                   -          LKAP-TSAKG2_E06_040_2018_2 -               27     931      18     916       9     918    1364    +    4.4e-225  748.2  17.8  -
Yersiniaceae_Yersinia                            -          LKAP-TSAKG2_E06_040_2018_2 -               27     931      18     916       9     918    1461    +    4.4e-225  748.0  17.7  -
Chromobacteriaceae_Paludibacterium               -          LKAP-TSAKG2_E06_040_2018_2 -                1     896      22     916      22     918    1405    +      6e-225  747.7  18.3  -
Pasteurellaceae_Haemophilus                      -          LKAP-TSAKG2_E06_040_2018_2 -               27     929      18     916       9     918    1450    +    9.4e-225  746.9  17.9  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-TSAKG2_E06_040_2018_2 -               27     933      18     916       9     918    1484    +    9.5e-225  746.9  17.9  -
Enterobacteriaceae_Pluralibacter                 -          LKAP-TSAKG2_E06_040_2018_2 -               47     954      18     916      10     918    1532    +    1.5e-224  746.2  17.7  -
Chromobacteriaceae_Microvirgula                  -          LKAP-TSAKG2_E06_040_2018_2 -               47     946      18     916      10     918    1508    +    1.5e-224  746.4  17.6  -
Yersiniaceae_Rouxiella                           -          LKAP-TSAKG2_E06_040_2018_2 -               56     960      18     916       9     918    1551    +    2.9e-224  745.2  17.7  -
Burkholderiales_Piscinibacter                    -          LKAP-TSAKG2_E06_040_2018_2 -               30     930      14     916       9     918    1470    +    3.5e-224  745.2  18.0  -
Rhodocyclaceae_Propionivibrio                    -          LKAP-TSAKG2_E06_040_2018_2 -               30     936      14     916      10     918    1496    +    3.7e-224  745.1  18.0  -
Enterobacteriaceae_Trabulsiella                  -          LKAP-TSAKG2_E06_040_2018_2 -               16     925      15     917       6     918    1471    +    4.1e-224  745.0  17.7  -
Alcaligenaceae_Achromobacter                     -          LKAP-TSAKG2_E06_040_2018_2 -               21     924      13     916       8     918    1483    +    4.6e-224  744.6  18.0  -
Rhodanobacteraceae_Dyella                        -          LKAP-TSAKG2_E06_040_2018_2 -               28     933      18     916       7     918    1453    +    5.7e-224  744.4  17.9  -
Rhodocyclaceae_Thauera                           -          LKAP-TSAKG2_E06_040_2018_2 -               24     926      18     916       9     918    1487    +    7.2e-224  744.0  17.8  -
Oxalobacteraceae_Telluria                        -          LKAP-TSAKG2_E06_040_2018_2 -               54     951      18     916      10     918    1469    +    8.1e-224  743.8  18.3  -
Nevskiaceae_Hydrocarboniphaga                    -          LKAP-TSAKG2_E06_040_2018_2 -               48     934      19     916      11     918    1487    +    1.1e-223  743.7  17.4  -
Acetobacteraceae_Acetobacter                     -          LKAP-TSAKG2_E06_040_2018_2 -               27     876      18     916       9     918    1433    +    1.4e-223  743.2  18.0  -
Rhodanobacteraceae_Frateuria                     -          LKAP-TSAKG2_E06_040_2018_2 -               48     953      18     916      10     918    1542    +    1.7e-223  742.7  17.8  -
Burkholderiales_Leptothrix                       -          LKAP-TSAKG2_E06_040_2018_2 -               44     941      15     916      10     918    1521    +      2e-223  742.5  17.3  -
Alcaligenaceae_Taylorella                        -          LKAP-TSAKG2_E06_040_2018_2 -               42     957      14     916      10     918    1521    +      3e-223  742.2  17.8  -
Acidithiobacillaceae_Acidithiobacillus           -          LKAP-TSAKG2_E06_040_2018_2 -               26     922      18     916      10     918    1457    +    3.8e-223  741.5  18.0  -
Chromobacteriaceae_Deefgea                       -          LKAP-TSAKG2_E06_040_2018_2 -               28     930      18     916       6     918    1511    +    4.2e-223  741.5  18.1  -
Morganellaceae_Providencia                       -          LKAP-TSAKG2_E06_040_2018_2 -               35     937      18     916       9     918    1489    +    4.5e-223  741.3  17.7  -
