# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_G09_067_2018_2 -               37     829      18     810       6     810    1526    +    6.8e-302 1002.5  25.6  -
Clostridiaceae_Youngiibacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               44     789      19     808       6     810    1466    +    2.4e-179  596.3  22.4  -
Paenibacillaceae_Oxalophagus                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     795      17     809       4     810    1497    +    5.3e-179  595.1  24.1  -
Bacillaceae_Vulcanibacillus                      -          LKAP-TSAKG2_G09_067_2018_2 -               33     818      17     809       4     810    1526    +    1.3e-178  593.7  24.2  -
Bacillaceae_Saccharococcus                       -          LKAP-TSAKG2_G09_067_2018_2 -               43     820      17     809       4     810    1538    +    1.5e-178  593.5  23.3  -
Natranaerobiaceae_Natranaerobius                 -          LKAP-TSAKG2_G09_067_2018_2 -               59     765      76     808      56     810    1424    +    3.6e-178  592.3  21.6  -
Clostridiaceae_Tindallia                         -          LKAP-TSAKG2_G09_067_2018_2 -               25     788      19     810       6     810    1474    +    4.8e-178  591.8  26.0  -
Geobacteraceae_Geoalkalibacter                   -          LKAP-TSAKG2_G09_067_2018_2 -               45     833      19     809       6     810    1556    +    1.1e-177  590.6  24.0  -
Heliobacteriaceae_Heliobacterium                 -          LKAP-TSAKG2_G09_067_2018_2 -               42     793      19     810       6     810    1500    +    1.3e-177  590.5  24.1  -
Clostridiales_Carboxydocella                     -          LKAP-TSAKG2_G09_067_2018_2 -               16     805      19     809       7     810    1458    +    1.6e-177  590.1  23.8  -
Carnobacteriaceae_Desemzia                       -          LKAP-TSAKG2_G09_067_2018_2 -               29     812      17     809       4     810    1505    +    1.9e-177  589.7  24.4  -
Peptococcaceae_Peptococcus                       -          LKAP-TSAKG2_G09_067_2018_2 -               24     820      18     809       4     810    1488    +    2.5e-177  589.4  25.3  -
Carnobacteriaceae_Isobaculum                     -          LKAP-TSAKG2_G09_067_2018_2 -               23     816      17     809       4     810    1515    +    2.9e-177  589.0  24.8  -
Symbiobacteriaceae_Symbiobacterium               -          LKAP-TSAKG2_G09_067_2018_2 -               13     803      14     810       4     810    1468    +      3e-177  589.7  24.5  -
Clostridiales_Natranaerovirga                    -          LKAP-TSAKG2_G09_067_2018_2 -               46     812      19     810       6     810    1504    +    3.6e-177  588.9  25.3  -
Bacillaceae_Aureibacillus                        -          LKAP-TSAKG2_G09_067_2018_2 -               43     830      17     809       4     810    1517    +    4.7e-177  588.7  23.1  -
Enterococcaceae_Catellicoccus                    -          LKAP-TSAKG2_G09_067_2018_2 -                4     794      19     810      16     810    1480    +    1.8e-176  586.4  24.2  -
Microbacteriaceae_Agromyces                      -          LKAP-TSAKG2_G09_067_2018_2 -               17     779      13     807       3     810    1477    +    1.8e-176  586.6  24.3  -
Bacillaceae_Aeribacillus                         -          LKAP-TSAKG2_G09_067_2018_2 -               28     810      17     809       4     810    1516    +    1.9e-176  586.6  23.5  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-TSAKG2_G09_067_2018_2 -               42     829      19     807       7     810    1522    +    2.2e-176  586.2  24.1  -
Carnobacteriaceae_Pisciglobus                    -          LKAP-TSAKG2_G09_067_2018_2 -               40     784      67     809      46     810    1501    +    2.4e-176  586.1  23.0  -
Thermoanaerobacteraceae_Thermanaeromonas         -          LKAP-TSAKG2_G09_067_2018_2 -               38     805      19     809       6     810    1506    +    3.1e-176  585.9  24.5  -
Peptococcaceae_Desulfitispora                    -          LKAP-TSAKG2_G09_067_2018_2 -               13     783      49     809      39     810    1479    +    3.6e-176  585.7  24.0  -
Carnobacteriaceae_Lacticigenium                  -          LKAP-TSAKG2_G09_067_2018_2 -               26     808      17     809       4     810    1446    +    4.2e-176  585.4  24.9  -
Sporomusaceae_Pelosinus                          -          LKAP-TSAKG2_G09_067_2018_2 -               42     824      18     809       5     810    1550    +    5.9e-176  584.3  23.0  -
Erysipelotrichaceae_Holdemania                   -          LKAP-TSAKG2_G09_067_2018_2 -               43     820      17     808       4     809    1518    +    8.2e-176  584.4  23.3  -
Clostridiales_Fusibacter                         -          LKAP-TSAKG2_G09_067_2018_2 -               37     799      19     807       6     810    1518    +    8.7e-176  584.4  25.3  -
Spirochaetaceae_Treponema                        -          LKAP-TSAKG2_G09_067_2018_2 -               26     796      20     806       7     809    1477    +    1.3e-175  584.1  23.0  -
Heliobacteriaceae_Heliorestis                    -          LKAP-TSAKG2_G09_067_2018_2 -               45     798      19     810       6     810    1517    +    1.8e-175  583.5  23.2  -
Clostridiales_Acetoanaerobium                    -          LKAP-TSAKG2_G09_067_2018_2 -                2     738      28     809      27     810    1343    +    2.4e-175  582.8  23.1  -
Clostridiaceae_Anaerosalibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               45     806      19     810       6     810    1519    +    2.4e-175  582.8  25.1  -
Lachnospiraceae_Anaerocolumna                    -          LKAP-TSAKG2_G09_067_2018_2 -               34     792      19     807       5     810    1478    +    4.9e-175  581.9  25.7  -
Lachnospiraceae_Butyrivibrio                     -          LKAP-TSAKG2_G09_067_2018_2 -               44     818      19     807       5     810    1518    +    5.9e-175  581.6  25.9  -
Leuconostocaceae_Oenococcus                      -          LKAP-TSAKG2_G09_067_2018_2 -               26     825      18     810       6     810    1496    +    6.2e-175  581.8  25.0  -
Sporomusaceae_Propionispora                      -          LKAP-TSAKG2_G09_067_2018_2 -               44     827      19     809       6     810    1548    +    7.1e-175  581.4  23.6  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-TSAKG2_G09_067_2018_2 -               25     768      76     808      56     810    1439    +    2.2e-174  579.9  22.3  -
Thermoactinomycetaceae_Marinithermofilum         -          LKAP-TSAKG2_G09_067_2018_2 -               42     837      17     809       4     810    1523    +    2.3e-174  579.8  25.7  -
Clostridiales_Blautia                            -          LKAP-TSAKG2_G09_067_2018_2 -               22     782      18     807       5     810    1453    +    3.4e-174  579.1  25.4  -
Clostridiales_Vallitalea                         -          LKAP-TSAKG2_G09_067_2018_2 -               44     804      19     809       6     810    1480    +    3.8e-174  579.0  24.9  -
Carnobacteriaceae_Atopococcus                    -          LKAP-TSAKG2_G09_067_2018_2 -               15     798      18     809       7     810    1500    +    4.3e-174  578.7  24.4  -
Clostridiaceae_Clostridioides                    -          LKAP-TSAKG2_G09_067_2018_2 -               42     775      19     809       6     810    1493    +    6.2e-174  578.1  22.3  -
Bacteroidaceae_Bacteroides                       -          LKAP-TSAKG2_G09_067_2018_2 -               35     807      20     808      13     810    1480    +    6.2e-174  578.3  24.4  -
Clostridiales_Thermaerobacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               45     828      19     809       6     810    1520    +    6.7e-174  578.2  23.8  -
Geodermatophilaceae_Blastococcus                 -          LKAP-TSAKG2_G09_067_2018_2 -               31     777      18     807       5     810    1444    +    9.6e-174  577.7  24.2  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP-TSAKG2_G09_067_2018_2 -               32     784      19     809       5     810    1449    +    1.2e-173  577.4  24.1  -
Clostridiales_Sedimentibacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               25     812      19     810       7     810    1478    +    1.4e-173  576.4  25.6  -
Thermoanaerobacteraceae_Caldanaerobius           -          LKAP-TSAKG2_G09_067_2018_2 -               38     781      18     806       5     809    1448    +    1.5e-173  577.2  23.5  -
Lachnospiraceae_Coprococcus                      -          LKAP-TSAKG2_G09_067_2018_2 -               25     772      19     808       5     810    1440    +    1.7e-173  577.1  23.5  -
Geodermatophilaceae_Modestobacter                -          LKAP-TSAKG2_G09_067_2018_2 -               46     793      19     807       6     810    1469    +    1.7e-173  576.8  24.2  -
Clostridiaceae_Terrisporobacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               20     754      18     809       5     810    1459    +    2.2e-173  576.4  22.1  -
Erythrobacteraceae_Altererythrobacter            -          LKAP-TSAKG2_G09_067_2018_2 -               32     745      19     807       5     809    1439    +    2.7e-173  576.5  21.0  -
Actinomycetaceae_Actinomyces                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     798      19     806       5     809    1434    +    2.7e-173  576.3  24.0  -
Clostridiaceae_Romboutsia                        -          LKAP-TSAKG2_G09_067_2018_2 -               41     775      18     809       5     810    1462    +    2.8e-173  576.0  22.0  -
Aerococcaceae_Abiotrophia                        -          LKAP-TSAKG2_G09_067_2018_2 -               43     829      17     809       4     810    1411    +    1.1e-172  574.0  24.4  -
Bacillaceae_Microaerobacter                      -          LKAP-TSAKG2_G09_067_2018_2 -                2     736      79     810      78     810    1440    +    1.1e-172  574.1  21.3  -
Selenomonadaceae_Pectinatus                      -          LKAP-TSAKG2_G09_067_2018_2 -               45     819      19     806       6     809    1511    +    1.3e-172  573.9  23.2  -
Pseudonocardiaceae_Amycolatopsis                 -          LKAP-TSAKG2_G09_067_2018_2 -               25     770      18     807       5     810    1464    +    1.8e-172  573.5  24.0  -
Thermoanaerobacteraceae_Carboxydothermus         -          LKAP-TSAKG2_G09_067_2018_2 -               24     825      15     810       4     810    1499    +    1.8e-172  573.4  24.5  -
Kineosporiaceae_Kineosporia                      -          LKAP-TSAKG2_G09_067_2018_2 -               42     784      19     807       5     810    1475    +    2.3e-172  573.2  24.5  -
Pseudomonadaceae_Pseudomonas                     -          LKAP-TSAKG2_G09_067_2018_2 -               32     798      19     806       8     809    1502    +    2.8e-172  572.8  23.2  -
Geodermatophilaceae_Geodermatophilus             -          LKAP-TSAKG2_G09_067_2018_2 -               38     786      18     807       4     810    1509    +    3.1e-172  572.7  24.1  -
Thermoactinomycetaceae_Polycladomyces            -          LKAP-TSAKG2_G09_067_2018_2 -               23     817      17     809       4     810    1485    +    3.2e-172  572.7  25.3  -
Enterococcaceae_Melissococcus                    -          LKAP-TSAKG2_G09_067_2018_2 -                1     719      93     810      93     810    1401    +    4.2e-172  572.1  18.8  -
Microbacteriaceae_Leucobacter                    -          LKAP-TSAKG2_G09_067_2018_2 -               29     782      16     806       4     809    1478    +    6.3e-172  571.7  24.7  -
Aerococcaceae_Globicatella                       -          LKAP-TSAKG2_G09_067_2018_2 -               13     794      18     809       8     810    1490    +    6.8e-172  571.2  23.8  -
Microbacteriaceae_Pseudoclavibacter              -          LKAP-TSAKG2_G09_067_2018_2 -               24     775      18     808       5     810    1453    +      7e-172  571.5  24.9  -
Calditrichaeota_Caldithrix                       -          LKAP-TSAKG2_G09_067_2018_2 -               32     809      19     807       6     809    1504    +    8.4e-172  571.3  24.8  -
