# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     960      23     946      14     948    1491    +           0 1167.1  18.3  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_D09_073_2018_2 -               25     946      23     946      13     948    1446    +           0 1043.2  18.4  -
Oxalobacteraceae_Glaciimonas                     -          LKAP-TSAKG2_D09_073_2018_2 -               53     974      23     941      14     947    1525    +    3.8e-238  791.5  18.7  -
Enterobacteriaceae_Escherichia                   -          LKAP-TSAKG2_D09_073_2018_2 -               33     964      23     946      14     948    1480    +    4.9e-238  791.0  18.3  -
Burkholderiaceae_Chitinimonas                    -          LKAP-TSAKG2_D09_073_2018_2 -               50     966      24     941      14     947    1494    +    6.3e-238  790.8  18.6  -
Enterobacteriaceae_Citrobacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               48     979      23     946      14     948    1517    +    7.6e-238  790.3  18.3  -
Enterobacteriaceae_Klebsiella                    -          LKAP-TSAKG2_D09_073_2018_2 -               45     974      23     946      13     948    1436    +    1.1e-237  789.8  18.3  -
Lysobacteraceae_Vulcaniibacterium                -          LKAP-TSAKG2_D09_073_2018_2 -               60     992      23     946      14     948    1549    +    1.2e-237  789.6  18.4  -
Enterobacteriaceae_Salmonella                    -          LKAP-TSAKG2_D09_073_2018_2 -               29     960      23     946      12     948    1457    +    1.4e-237  789.6  18.3  -
Aeromonadaceae_Pseudaeromonas                    -          LKAP-TSAKG2_D09_073_2018_2 -               17     947      24     946      15     948    1491    +    1.5e-237  789.2  18.4  -
Rhodocyclaceae_Azoarcus                          -          LKAP-TSAKG2_D09_073_2018_2 -               34     954      24     941      15     947    1471    +    1.5e-237  789.4  18.5  -
Pectobacteriaceae_Pectobacterium                 -          LKAP-TSAKG2_D09_073_2018_2 -               41     970      23     944      13     948    1499    +    1.9e-237  789.1  18.4  -
Alcaligenaceae_Derxia                            -          LKAP-TSAKG2_D09_073_2018_2 -               79     968      56     940      36     946    1481    +    2.3e-237  788.9  18.9  -
Pectobacteriaceae_Brenneria                      -          LKAP-TSAKG2_D09_073_2018_2 -               11     941      23     945      15     948    1457    +    3.2e-237  788.2  18.5  -
Gammaproteobacteria_Plasticicumulans             -          LKAP-TSAKG2_D09_073_2018_2 -               43     965      24     946      16     948    1491    +    3.8e-237  788.1  18.6  -
Alcaligenaceae_Kerstersia                        -          LKAP-TSAKG2_D09_073_2018_2 -               22     945      23     941      14     947    1414    +    5.5e-237  787.8  18.0  -
Neisseriaceae_Kingella                           -          LKAP-TSAKG2_D09_073_2018_2 -               59     986      23     946      15     948    1474    +    5.8e-237  787.4  18.4  -
Oxalobacteraceae_Massilia                        -          LKAP-TSAKG2_D09_073_2018_2 -               22     943      22     941      11     947    1438    +    9.8e-237  786.7  18.9  -
Enterobacteriaceae_Buttiauxella                  -          LKAP-TSAKG2_D09_073_2018_2 -               39     967      23     945      14     948    1503    +      1e-236  786.6  18.5  -
Enterobacteriaceae_Siccibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               59     991      22     946       9     948    1451    +    1.2e-236  786.6  18.3  -
Comamonadaceae_Schlegelella                      -          LKAP-TSAKG2_D09_073_2018_2 -               82     971      58     941      37     947    1517    +    1.7e-236  785.9  18.6  -
Sulfuricellaceae_Sulfuriferula                   -          LKAP-TSAKG2_D09_073_2018_2 -               33     956      23     941      14     947    1461    +    1.7e-236  785.8  19.0  -
Alteromonadaceae_Alteromonas                     -          LKAP-TSAKG2_D09_073_2018_2 -               33     950      23     940      14     946    1464    +      2e-236  785.5  18.8  -
Burkholderiales_Ideonella                        -          LKAP-TSAKG2_D09_073_2018_2 -               33     950      23     941      13     947    1493    +    2.4e-236  785.5  18.2  -
Chromobacteriaceae_Vogesella                     -          LKAP-TSAKG2_D09_073_2018_2 -                5     930      23     946      20     948    1424    +    2.4e-236  785.3  18.7  -
Oxalobacteraceae_Oxalobacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               48     969      23     941      15     947    1524    +    2.4e-236  785.6  18.7  -
Burkholderiaceae_Cupriavidus                     -          LKAP-TSAKG2_D09_073_2018_2 -               37     956      23     941      14     947    1488    +    2.5e-236  785.5  18.2  -
Enterobacteriaceae_Lelliottia                    -          LKAP-TSAKG2_D09_073_2018_2 -               28     956      23     945      14     948    1449    +    3.6e-236  784.8  18.4  -
Nevskiaceae_Solimonas                            -          LKAP-TSAKG2_D09_073_2018_2 -               66     958      59     946      34     948    1476    +    3.6e-236  785.0  18.6  -
Moraxellaceae_Enhydrobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               32     955      22     946      10     948    1484    +    4.5e-236  784.1  18.7  -
Thermithiobacillaceae_Thermithiobacillus         -          LKAP-TSAKG2_D09_073_2018_2 -               18     943      23     946      15     948    1419    +    4.9e-236  784.4  18.7  -
Erwiniaceae_Pantoea                              -          LKAP-TSAKG2_D09_073_2018_2 -                4     901      55     946      52     948    1416    +      6e-236  784.1  19.0  -
Francisellaceae_Francisella                      -          LKAP-TSAKG2_D09_073_2018_2 -               49     975      19     946      11     948    1520    +      6e-236  784.1  18.5  -
Enterobacteriaceae_Kluyvera                      -          LKAP-TSAKG2_D09_073_2018_2 -               21     949      23     945      14     948    1455    +    6.1e-236  784.0  18.4  -
Methylophilaceae_Methylovorus                    -          LKAP-TSAKG2_D09_073_2018_2 -               11     947      20     946      11     948    1441    +      7e-236  784.0  18.8  -
Chromobacteriaceae_Paludibacterium               -          LKAP-TSAKG2_D09_073_2018_2 -                3     929      23     946      21     948    1405    +    9.5e-236  783.5  18.9  -
Oxalobacteraceae_Herbaspirillum                  -          LKAP-TSAKG2_D09_073_2018_2 -               33     954      23     941      14     947    1485    +    1.4e-235  783.1  18.8  -
Enterobacteriaceae_Raoultella                    -          LKAP-TSAKG2_D09_073_2018_2 -               30     959      22     945      13     948    1452    +    1.8e-235  782.6  18.4  -
Alcaligenaceae_Bordetella                        -          LKAP-TSAKG2_D09_073_2018_2 -               83     972      57     941      36     947    1476    +    2.3e-235  782.2  18.6  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-TSAKG2_D09_073_2018_2 -               34     959      24     946      16     948    1480    +      9e-235  780.2  18.6  -
Hafniaceae_Hafnia                                -          LKAP-TSAKG2_D09_073_2018_2 -               29     963      20     945      10     948    1463    +    1.1e-234  779.8  18.5  -
Erwiniaceae_Tatumella                            -          LKAP-TSAKG2_D09_073_2018_2 -               33     963      23     945      12     948    1490    +    1.4e-234  779.5  18.5  -
Alcaligenaceae_Pigmentiphaga                     -          LKAP-TSAKG2_D09_073_2018_2 -               33     952      23     941      15     947    1481    +    1.6e-234  779.3  18.7  -
Aeromonadaceae_Tolumonas                         -          LKAP-TSAKG2_D09_073_2018_2 -               43     975      23     946      12     948    1514    +      2e-234  779.0  18.4  -
Burkholderiales_Aquabacterium                    -          LKAP-TSAKG2_D09_073_2018_2 -               30     948      22     941      10     947    1451    +    2.3e-234  778.9  19.0  -
Pectobacteriaceae_Dickeya                        -          LKAP-TSAKG2_D09_073_2018_2 -               27     960      21     945      11     948    1421    +    2.9e-234  778.5  18.5  -
Chromobacteriaceae_Deefgea                       -          LKAP-TSAKG2_D09_073_2018_2 -               33     963      22     946       9     948    1511    +    3.1e-234  778.4  18.6  -
Rhodocyclaceae_Azospira                          -          LKAP-TSAKG2_D09_073_2018_2 -               23     946      23     941      14     947    1484    +      1e-233  776.7  18.8  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-TSAKG2_D09_073_2018_2 -               33     966      23     946      13     948    1484    +    2.3e-233  775.5  18.5  -
Rhodanobacteraceae_Dyella                        -          LKAP-TSAKG2_D09_073_2018_2 -               31     966      21     946      10     948    1453    +    4.1e-233  774.7  18.5  -
Vibrionaceae_Salinivibrio                        -          LKAP-TSAKG2_D09_073_2018_2 -               52     995      23     945      13     948    1502    +    4.3e-233  774.1  18.8  -
Chromobacteriaceae_Microvirgula                  -          LKAP-TSAKG2_D09_073_2018_2 -               53     974      23     941      14     947    1508    +    5.8e-233  774.3  18.4  -
Nevskiaceae_Hydrocarboniphaga                    -          LKAP-TSAKG2_D09_073_2018_2 -               78     967      62     946      41     948    1487    +    6.4e-233  774.4  18.4  -
Rhodocyclaceae_Propionivibrio                    -          LKAP-TSAKG2_D09_073_2018_2 -               41     964      23     941      14     947    1496    +    8.8e-233  773.7  18.8  -
Pasteurellaceae_Actinobacillus                   -          LKAP-TSAKG2_D09_073_2018_2 -               33     963      23     945      15     948    1364    +    9.4e-233  773.6  18.5  -
Yersiniaceae_Yersinia                            -          LKAP-TSAKG2_D09_073_2018_2 -               33     963      23     945      14     948    1461    +    1.2e-232  773.1  18.3  -
Rhodocyclaceae_Thauera                           -          LKAP-TSAKG2_D09_073_2018_2 -               31     954      24     941      15     947    1487    +    1.5e-232  772.8  18.5  -
Alcaligenaceae_Achromobacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               34     952      24     941      15     947    1483    +    1.6e-232  772.8  18.8  -
Pasteurellaceae_Haemophilus                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     961      23     945      15     948    1450    +    1.9e-232  772.4  18.6  -
Oxalobacteraceae_Telluria                        -          LKAP-TSAKG2_D09_073_2018_2 -               60     979      23     941      14     947    1469    +    2.8e-232  771.9  19.0  -
Enterobacteriaceae_Trabulsiella                  -          LKAP-TSAKG2_D09_073_2018_2 -               26     958      23     946       9     948    1471    +    2.9e-232  772.0  18.4  -
Oxalobacteraceae_Herminiimonas                   -          LKAP-TSAKG2_D09_073_2018_2 -               13     937      20     941      13     947    1430    +    3.2e-232  771.8  19.0  -
Burkholderiales_Rubrivivax                       -          LKAP-TSAKG2_D09_073_2018_2 -               53     971      23     941      14     947    1496    +    4.6e-232  771.2  18.8  -
Enterobacteriaceae_Pluralibacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               53     983      23     942      14     948    1532    +    5.1e-232  771.0  18.4  -
Rhodanobacteraceae_Frateuria                     -          LKAP-TSAKG2_D09_073_2018_2 -               54     986      23     946      14     948    1542    +    6.8e-232  770.6  18.4  -
Enterobacteriaceae_Shigella                      -          LKAP-TSAKG2_D09_073_2018_2 -               41     972      23     946      14     948    1488    +    8.5e-232  770.3  18.3  -
Yersiniaceae_Rouxiella                           -          LKAP-TSAKG2_D09_073_2018_2 -               62     992      23     945      14     948    1551    +    8.7e-232  770.2  18.3  -
Rhodanobacteraceae_Rhodanobacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               36     971      21     946      12     948    1481    +    9.4e-232  770.2  18.4  -
Burkholderiales_Piscinibacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               41     958      23     941      14     947    1470    +      1e-231  770.2  18.8  -
Rhodocyclaceae_Uliginosibacterium                -          LKAP-TSAKG2_D09_073_2018_2 -                5     927      22     941      18     947    1432    +      1e-231  770.0  18.7  -
Neisseriaceae_Uruburuella                        -          LKAP-TSAKG2_D09_073_2018_2 -               33     964      23     946      15     948    1477    +    1.3e-231  769.9  18.4  -
