# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_C07_059_2018_2 -               18     854      13     847       6     847    1491    +           0 1054.5  14.5  -
Alcaligenaceae_Kerstersia                        -          LKAP-TSAKG2_C07_059_2018_2 -               17     844      21     847      10     847    1414    +    2.3e-208  692.8  14.0  -
Vibrionaceae_Enterovibrio                        -          LKAP-TSAKG2_C07_059_2018_2 -               28     862      21     847       9     847    1499    +    2.5e-208  692.1  14.4  -
Burkholderiaceae_Chitinimonas                    -          LKAP-TSAKG2_C07_059_2018_2 -               44     865      21     847       9     847    1494    +    3.3e-208  692.1  14.5  -
Vibrionaceae_Aliivibrio                          -          LKAP-TSAKG2_C07_059_2018_2 -               51     882      20     847       7     847    1474    +    3.5e-208  692.1  14.4  -
Neisseriaceae_Kingella                           -          LKAP-TSAKG2_C07_059_2018_2 -               54     880      21     847      10     847    1474    +    4.8e-208  691.4  14.5  -
Alteromonadaceae_Aestuariibacter                 -          LKAP-TSAKG2_C07_059_2018_2 -               27     850      20     847       7     847    1455    +    6.4e-208  691.0  14.8  -
Burkholderiaceae_Cupriavidus                     -          LKAP-TSAKG2_C07_059_2018_2 -               25     855      15     847       7     847    1488    +    8.5e-208  690.8  14.4  -
Rhodocyclaceae_Azoarcus                          -          LKAP-TSAKG2_C07_059_2018_2 -               24     853      18     847       9     847    1471    +    1.8e-207  689.5  14.2  -
Enterobacteriaceae_Kosakonia                     -          LKAP-TSAKG2_C07_059_2018_2 -                8     836      21     847      15     847    1422    +    2.3e-207  688.9  14.1  -
Comamonadaceae_Schlegelella                      -          LKAP-TSAKG2_C07_059_2018_2 -               45     870      20     847       6     847    1517    +    2.4e-207  689.1  14.3  -
Sulfuricellaceae_Sulfuriferula                   -          LKAP-TSAKG2_C07_059_2018_2 -               28     855      21     847      10     847    1461    +    3.4e-207  688.6  14.6  -
Pasteurellaceae_Pasteurella                      -          LKAP-TSAKG2_C07_059_2018_2 -               18     859      13     847       8     847    1365    +      4e-207  688.5  14.6  -
Enterobacteriaceae_Enterobacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               25     854      20     847       7     847    1476    +    4.8e-207  688.1  14.3  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-TSAKG2_C07_059_2018_2 -               28     853      21     847       8     847    1480    +    4.8e-207  688.2  14.5  -
Alteromonadaceae_Aliiglaciecola                  -          LKAP-TSAKG2_C07_059_2018_2 -                7     838      15     847      10     847    1440    +    5.3e-207  687.8  14.6  -
Burkholderiales_Ideonella                        -          LKAP-TSAKG2_C07_059_2018_2 -               21     849      15     847       8     847    1493    +      8e-207  687.4  14.5  -
Yersiniaceae_Serratia                            -          LKAP-TSAKG2_C07_059_2018_2 -               31     862      20     847       8     847    1491    +    9.1e-207  687.1  14.4  -
Alcaligenaceae_Pigmentiphaga                     -          LKAP-TSAKG2_C07_059_2018_2 -               21     851      15     847      10     847    1481    +    9.9e-207  687.0  14.3  -
Enterobacteriaceae_Cronobacter                   -          LKAP-TSAKG2_C07_059_2018_2 -                6     835      22     847      18     847    1422    +    1.1e-206  686.9  14.5  -
Alcaligenaceae_Bordetella                        -          LKAP-TSAKG2_C07_059_2018_2 -               48     871      21     847       8     847    1476    +    2.3e-206  685.9  14.2  -
Methylophilaceae_Methylovorus                    -          LKAP-TSAKG2_C07_059_2018_2 -                5     841      16     847      12     847    1441    +    1.2e-205  683.6  14.5  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-TSAKG2_C07_059_2018_2 -               22     860      17     847       8     847    1484    +    1.7e-205  682.9  14.5  -
Pectobacteriaceae_Pectobacterium                 -          LKAP-TSAKG2_C07_059_2018_2 -               36     866      21     847       8     847    1499    +    1.7e-205  683.0  14.3  -
Rhodanobacteraceae_Dyella                        -          LKAP-TSAKG2_C07_059_2018_2 -               28     860      20     847       7     847    1453    +    2.1e-205  682.7  14.6  -
Oxalobacteraceae_Telluria                        -          LKAP-TSAKG2_C07_059_2018_2 -               55     878      21     847      10     847    1469    +    2.2e-205  682.5  14.9  -
Rhodanobacteraceae_Frateuria                     -          LKAP-TSAKG2_C07_059_2018_2 -               49     880      21     847      10     847    1542    +    2.3e-205  682.4  14.5  -
Francisellaceae_Francisella                      -          LKAP-TSAKG2_C07_059_2018_2 -               48     869      21     847       8     847    1520    +    2.4e-205  682.5  14.6  -
Enterobacteriaceae_Buttiauxella                  -          LKAP-TSAKG2_C07_059_2018_2 -               34     862      21     847       9     847    1503    +    4.2e-205  681.7  14.3  -
Nevskiaceae_Hydrocarboniphaga                    -          LKAP-TSAKG2_C07_059_2018_2 -               48     861      21     847      10     847    1487    +    4.8e-205  681.8  14.0  -
Pectobacteriaceae_Brenneria                      -          LKAP-TSAKG2_C07_059_2018_2 -                6     836      21     847      17     847    1457    +    5.2e-205  681.3  14.5  -
Burkholderiales_Aquabacterium                    -          LKAP-TSAKG2_C07_059_2018_2 -               20     847      16     847       8     847    1451    +    5.8e-205  681.3  14.8  -
Alteromonadaceae_Alteromonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               28     850      21     847       8     847    1464    +      7e-205  680.8  14.8  -
Enterobacteriaceae_Citrobacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               43     873      21     847       8     847    1517    +    7.8e-205  680.7  14.3  -
Rhodocyclaceae_Azospira                          -          LKAP-TSAKG2_C07_059_2018_2 -                9     845      13     847       8     847    1484    +    7.9e-205  680.8  14.8  -
Aeromonadaceae_Pseudaeromonas                    -          LKAP-TSAKG2_C07_059_2018_2 -               11     841      21     847      13     847    1491    +      8e-205  680.6  14.4  -
Chromobacteriaceae_Paludibacterium               -          LKAP-TSAKG2_C07_059_2018_2 -                1     823      24     847      24     847    1405    +      1e-204  680.6  14.8  -
Chromobacteriaceae_Vogesella                     -          LKAP-TSAKG2_C07_059_2018_2 -                1     824      22     847      22     847    1424    +    1.1e-204  680.2  14.7  -
Chromobacteriaceae_Microvirgula                  -          LKAP-TSAKG2_C07_059_2018_2 -               48     873      21     847      10     847    1508    +    1.2e-204  680.3  14.3  -
Enterobacteriaceae_Lelliottia                    -          LKAP-TSAKG2_C07_059_2018_2 -               23     851      21     847       9     847    1449    +    1.3e-204  680.0  14.3  -
Rhodanobacteraceae_Rhodanobacter                 -          LKAP-TSAKG2_C07_059_2018_2 -               33     865      21     847       7     847    1481    +    1.6e-204  679.8  14.5  -
Enterobacteriaceae_Klebsiella                    -          LKAP-TSAKG2_C07_059_2018_2 -               40     868      21     847       8     847    1436    +    1.6e-204  679.8  14.3  -
Enterobacteriaceae_Escherichia                   -          LKAP-TSAKG2_C07_059_2018_2 -               28     858      21     847       9     847    1480    +    1.9e-204  679.5  14.3  -
Oxalobacteraceae_Collimonas                      -          LKAP-TSAKG2_C07_059_2018_2 -               21     851      15     847      10     847    1453    +    2.9e-204  679.1  14.8  -
Alcaligenaceae_Achromobacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               19     851      13     847       7     847    1483    +    3.3e-204  678.7  14.5  -
Rhodanobacteraceae_Fulvimonas                    -          LKAP-TSAKG2_C07_059_2018_2 -               33     864      21     847      10     847    1484    +    3.3e-204  678.7  14.5  -
Enterobacteriaceae_Kluyvera                      -          LKAP-TSAKG2_C07_059_2018_2 -               16     844      21     847      10     847    1455    +    4.3e-204  678.3  14.3  -
Oxalobacteraceae_Herminiimonas                   -          LKAP-TSAKG2_C07_059_2018_2 -                6     836      17     847      12     847    1430    +    4.4e-204  678.4  14.7  -
Burkholderiales_Rubrivivax                       -          LKAP-TSAKG2_C07_059_2018_2 -               41     870      15     847      10     847    1496    +    5.8e-204  677.9  14.9  -
Rhodocyclaceae_Propionivibrio                    -          LKAP-TSAKG2_C07_059_2018_2 -               29     863      15     847      10     847    1496    +    6.9e-204  677.8  14.7  -
Alcaligenaceae_Taylorella                        -          LKAP-TSAKG2_C07_059_2018_2 -               41     884      15     847      10     847    1521    +    7.2e-204  677.8  14.4  -
Enterobacteriaceae_Salmonella                    -          LKAP-TSAKG2_C07_059_2018_2 -               23     854      20     847       8     847    1457    +    8.3e-204  677.5  14.3  -
Enterobacteriaceae_Raoultella                    -          LKAP-TSAKG2_C07_059_2018_2 -               26     854      21     847       9     847    1452    +      2e-203  676.2  14.3  -
Burkholderiales_Piscinibacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               29     857      15     847      10     847    1470    +    3.3e-203  675.5  14.7  -
Enterobacteriaceae_Siccibacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               54     885      20     847       6     847    1451    +      1e-202  673.9  14.2  -
Chromobacteriaceae_Deefgea                       -          LKAP-TSAKG2_C07_059_2018_2 -               28     857      20     847       7     847    1511    +    1.3e-202  673.5  14.7  -
Hafniaceae_Hafnia                                -          LKAP-TSAKG2_C07_059_2018_2 -               27     858      20     847       8     847    1463    +    1.5e-202  673.1  14.4  -
Pectobacteriaceae_Dickeya                        -          LKAP-TSAKG2_C07_059_2018_2 -               25     855      21     847       8     847    1421    +    1.8e-202  673.0  14.3  -
Neisseriaceae_Uruburuella                        -          LKAP-TSAKG2_C07_059_2018_2 -               28     858      21     847       9     847    1477    +    2.4e-202  672.7  14.4  -
Erwiniaceae_Tatumella                            -          LKAP-TSAKG2_C07_059_2018_2 -               28     858      21     847       8     847    1490    +    2.9e-202  672.3  14.3  -
Burkholderiales_Leptothrix                       -          LKAP-TSAKG2_C07_059_2018_2 -               43     868      16     847      10     847    1521    +    4.7e-202  671.6  14.2  -
Acetobacteraceae_Acetobacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               28     803      21     847       9     847    1433    +      5e-202  671.6  14.5  -
Rhodocyclaceae_Thauera                           -          LKAP-TSAKG2_C07_059_2018_2 -               25     853      21     847       9     847    1487    +    5.7e-202  671.3  14.3  -
Vibrionaceae_Salinivibrio                        -          LKAP-TSAKG2_C07_059_2018_2 -               47     890      21     847       8     847    1502    +    9.7e-202  670.0  14.8  -
Sutterellaceae_Parasutterella                    -          LKAP-TSAKG2_C07_059_2018_2 -               28     863      21     847      10     847    1494    +      1e-201  670.5  14.5  -
Alcaligenaceae_Oligella                          -          LKAP-TSAKG2_C07_059_2018_2 -               39     872      18     847       9     847    1504    +    1.1e-201  670.3  14.4  -
Burkholderiales_Inhella                          -          LKAP-TSAKG2_C07_059_2018_2 -               29     857      15     847       9     847    1472    +    1.2e-201  670.4  14.7  -
Aeromonadaceae_Tolumonas                         -          LKAP-TSAKG2_C07_059_2018_2 -               37     869      20     847       7     847    1514    +    1.3e-201  670.1  14.4  -
