# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B04_030_2017_1 -               23     984       6     966       3     966    1526    +           0 1159.4  32.9  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-GUTHK2_B04_030_2017_1 -               87     987      77     966      56     966    1522    +    8.1e-212  703.9  28.8  -
Desulfuromonadaceae_Desulfuromusa                -          LKAP-GUTHK2_B04_030_2017_1 -               87     959      77     966      57     966    1473    +    9.6e-212  703.8  28.1  -
Peptococcaceae_Peptococcus                       -          LKAP-GUTHK2_B04_030_2017_1 -               28     976      21     966       3     966    1488    +    1.3e-211  703.3  32.2  -
Heliobacteriaceae_Heliobacterium                 -          LKAP-GUTHK2_B04_030_2017_1 -               85     948      76     966      55     966    1500    +    1.6e-211  703.2  27.6  -
Peptostreptococcaceae_Filifactor                 -          LKAP-GUTHK2_B04_030_2017_1 -               79     936      75     966      22     966    1450    +    1.9e-211  702.9  28.7  -
Spirochaetaceae_Treponema                        -          LKAP-GUTHK2_B04_030_2017_1 -               66     950      77     965      56     966    1477    +    2.8e-211  702.6  28.9  -
Entomoplasmataceae_Entomoplasma                  -          LKAP-GUTHK2_B04_030_2017_1 -               65     947      78     966      58     966    1498    +    3.1e-211  702.5  28.9  -
Ruminococcaceae_Acetivibrio                      -          LKAP-GUTHK2_B04_030_2017_1 -               24     967       6     966       3     966    1529    +    4.7e-211  701.5  31.6  -
Veillonellaceae_Veillonella                      -          LKAP-GUTHK2_B04_030_2017_1 -               29     928      77     966      66     966    1407    +    5.9e-211  701.3  28.4  -
Desulfohalobiaceae_Desulfohalobium               -          LKAP-GUTHK2_B04_030_2017_1 -               22     970       8     966       4     966    1506    +    7.9e-211  700.6  31.0  -
Bacillaceae_Saccharococcus                       -          LKAP-GUTHK2_B04_030_2017_1 -               87     973      76     965      56     966    1538    +    1.3e-210  699.9  29.0  -
Entomoplasmataceae_Mesoplasma                    -          LKAP-GUTHK2_B04_030_2017_1 -               65     947      78     966      58     966    1497    +    1.5e-210  700.1  28.7  -
Clostridiales_Acetoanaerobium                    -          LKAP-GUTHK2_B04_030_2017_1 -               37     890      76     966      55     966    1343    +      2e-210  699.3  27.5  -
Acholeplasmataceae_Acholeplasma                  -          LKAP-GUTHK2_B04_030_2017_1 -               48     931      74     966      53     966    1437    +    4.2e-210  698.3  29.5  -
Clostridiales_Carboxydocella                     -          LKAP-GUTHK2_B04_030_2017_1 -               62     961      76     966      56     966    1458    +    5.2e-210  698.1  28.6  -
Chromobacteriaceae_Aquaspirillum                 -          LKAP-GUTHK2_B04_030_2017_1 -               30     965       6     966       2     966    1488    +    1.2e-209  697.0  31.1  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-GUTHK2_B04_030_2017_1 -               68     962      77     966      55     966    1495    +    1.4e-209  696.7  29.4  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-GUTHK2_B04_030_2017_1 -               95     997      77     966      57     966    1546    +    1.7e-209  696.3  28.5  -
Microbacteriaceae_Agromyces                      -          LKAP-GUTHK2_B04_030_2017_1 -               62     938      71     966      49     966    1477    +    2.9e-209  695.5  28.6  -
Staphylococcaceae_Abyssicoccus                   -          LKAP-GUTHK2_B04_030_2017_1 -               77    1011      22     965       3     966    1576    +    3.6e-209  695.1  30.9  -
Rhodospirillaceae_Magnetospirillum               -          LKAP-GUTHK2_B04_030_2017_1 -               50     894      72     966      51     966    1443    +    4.9e-209  694.9  27.4  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP-GUTHK2_B04_030_2017_1 -               79     938      76     966      55     966    1449    +    9.2e-209  694.0  28.3  -
Staphylococcaceae_Auricoccus                     -          LKAP-GUTHK2_B04_030_2017_1 -               54     988      22     965       3     966    1507    +    1.3e-208  693.3  30.9  -
Clostridiales_Natranaerovirga                    -          LKAP-GUTHK2_B04_030_2017_1 -               31     967       6     966       3     966    1504    +    1.3e-208  693.3  30.9  -
Geodermatophilaceae_Modestobacter                -          LKAP-GUTHK2_B04_030_2017_1 -               31     952       6     966       3     966    1469    +      2e-208  692.9  30.6  -
Erysipelotrichaceae_Holdemania                   -          LKAP-GUTHK2_B04_030_2017_1 -               89     969      75     966      55     966    1518    +      3e-208  692.2  29.2  -
Clostridiales_Sedimentibacter                    -          LKAP-GUTHK2_B04_030_2017_1 -              103     963      75     966      52     966    1478    +    1.1e-207  689.6  27.6  -
Carnobacteriaceae_Lacticigenium                  -          LKAP-GUTHK2_B04_030_2017_1 -               64     963      66     965      30     966    1446    +    1.7e-207  689.5  30.2  -
Carnobacteriaceae_Isobaculum                     -          LKAP-GUTHK2_B04_030_2017_1 -               79     971      75     965      55     966    1515    +    2.1e-207  689.0  28.7  -
Microbacteriaceae_Pseudoclavibacter              -          LKAP-GUTHK2_B04_030_2017_1 -               62     933      69     966      48     966    1453    +    2.6e-207  689.1  28.3  -
Enterococcaceae_Catellicoccus                    -          LKAP-GUTHK2_B04_030_2017_1 -               58     947      75     964      55     966    1480    +    2.8e-207  688.6  28.9  -
Clostridiaceae_Tindallia                         -          LKAP-GUTHK2_B04_030_2017_1 -               10     939       6     966       4     966    1474    +    2.9e-207  688.9  32.0  -
Clostridiaceae_Romboutsia                        -          LKAP-GUTHK2_B04_030_2017_1 -               71     929      74     966      53     966    1462    +      3e-207  688.8  27.2  -
Carnobacteriaceae_Pisciglobus                    -          LKAP-GUTHK2_B04_030_2017_1 -               47     939      74     965      54     966    1501    +    3.3e-207  688.5  29.0  -
Kineosporiaceae_Kineosporia                      -          LKAP-GUTHK2_B04_030_2017_1 -               27     943       6     966       3     966    1475    +      7e-207  687.8  30.1  -
Bacteroidaceae_Bacteroides                       -          LKAP-GUTHK2_B04_030_2017_1 -               86     960      76     966      55     966    1480    +    1.2e-206  686.9  28.9  -
Micrococcaceae_Arthrobacter                      -          LKAP-GUTHK2_B04_030_2017_1 -               20     941       7     966       3     966    1472    +    2.5e-206  686.0  29.6  -
Geodermatophilaceae_Blastococcus                 -          LKAP-GUTHK2_B04_030_2017_1 -               17     936       6     966       3     966    1444    +    3.3e-206  685.6  30.1  -
Thermomonosporaceae_Actinomadura                 -          LKAP-GUTHK2_B04_030_2017_1 -               10     928       6     966       3     966    1467    +    3.9e-206  685.2  29.9  -
Microbacteriaceae_Leucobacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               19     942       6     966       3     966    1478    +    4.1e-206  685.3  30.4  -
Clostridiaceae_Anaerosalibacter                  -          LKAP-GUTHK2_B04_030_2017_1 -               30     957       6     966       3     966    1519    +    7.9e-206  684.1  31.5  -
Pseudonocardiaceae_Amycolatopsis                 -          LKAP-GUTHK2_B04_030_2017_1 -               11     928       6     966       3     966    1464    +    9.2e-206  684.1  30.4  -
Calditrichaeota_Caldithrix                       -          LKAP-GUTHK2_B04_030_2017_1 -               79     969      80     966      59     966    1504    +    1.9e-205  683.1  28.8  -
Kineosporiaceae_Kineococcus                      -          LKAP-GUTHK2_B04_030_2017_1 -               19     936       7     966       3     966    1442    +      2e-205  683.1  29.7  -
Sporomusaceae_Pelosinus                          -          LKAP-GUTHK2_B04_030_2017_1 -               81     980      77     966      55     966    1550    +    2.1e-205  682.2  28.3  -
Actinomycetaceae_Actinomyces                     -          LKAP-GUTHK2_B04_030_2017_1 -               10     960       6     966       3     966    1434    +    3.4e-205  682.3  31.1  -
Syntrophomonadaceae_Thermosyntropha              -          LKAP-GUTHK2_B04_030_2017_1 -               77     999      51     966      29     966    1546    +    4.1e-205  681.9  30.4  -
Geodermatophilaceae_Geodermatophilus             -          LKAP-GUTHK2_B04_030_2017_1 -               26     945       8     966       3     966    1509    +    4.3e-205  681.9  30.1  -
Clostridiales_Blautia                            -          LKAP-GUTHK2_B04_030_2017_1 -                8     939       6     966       3     966    1453    +    4.3e-205  681.8  31.2  -
Micromonosporaceae_Luedemannella                 -          LKAP-GUTHK2_B04_030_2017_1 -               29     945       6     966       3     966    1506    +    5.3e-205  681.6  29.8  -
Heliobacteriaceae_Heliorestis                    -          LKAP-GUTHK2_B04_030_2017_1 -               93     953      77     966      56     966    1517    +    5.4e-205  681.7  26.9  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-GUTHK2_B04_030_2017_1 -               26     925      77     966      57     966    1439    +    9.4e-205  680.7  28.8  -
Streptomycetaceae_Kitasatospora                  -          LKAP-GUTHK2_B04_030_2017_1 -               31     946       7     966       3     966    1482    +    9.9e-205  680.8  30.0  -
Desulfobacteraceae_Desulfonema                   -          LKAP-GUTHK2_B04_030_2017_1 -               75     974      78     966      58     966    1506    +    1.1e-204  680.5  28.8  -
Eubacteriaceae_Acetobacterium                    -          LKAP-GUTHK2_B04_030_2017_1 -               76     929      77     966      56     966    1470    +    1.3e-204  680.3  28.7  -
Thermoactinomycetaceae_Marinithermofilum         -          LKAP-GUTHK2_B04_030_2017_1 -               29     991       6     965       2     966    1523    +    1.5e-204  680.0  32.9  -
Clostridiaceae_Clostridioides                    -          LKAP-GUTHK2_B04_030_2017_1 -               69     929      72     966      29     966    1493    +    2.9e-204  678.9  27.6  -
Selenomonadaceae_Propionispira                   -          LKAP-GUTHK2_B04_030_2017_1 -                3     901      78     966      76     966    1448    +    3.1e-204  678.9  27.8  -
Acidaminococcaceae_Phascolarctobacterium         -          LKAP-GUTHK2_B04_030_2017_1 -              167    1066      77     966      57     966    1610    +    3.8e-204  678.5  28.7  -
Microbacteriaceae_Leifsonia                      -          LKAP-GUTHK2_B04_030_2017_1 -               75     943      72     966      52     966    1477    +    4.8e-204  678.3  27.6  -
Streptomycetaceae_Streptacidiphilus              -          LKAP-GUTHK2_B04_030_2017_1 -               11     927       7     966       3     966    1445    +    5.8e-204  678.4  29.9  -
Clostridiaceae_Youngiibacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               86     946      77     966      56     966    1466    +      6e-204  678.1  27.6  -
Spirochaetaceae_Sphaerochaeta                    -          LKAP-GUTHK2_B04_030_2017_1 -               83     968      77     965      55     966    1529    +    7.2e-204  677.9  29.7  -
Clostridiales_Vallitalea                         -          LKAP-GUTHK2_B04_030_2017_1 -               29     956       6     966       3     966    1480    +    9.2e-204  677.4  31.6  -
Thermomonosporaceae_Actinoallomurus              -          LKAP-GUTHK2_B04_030_2017_1 -               10     926       6     966       3     966    1459    +    1.4e-203  676.9  29.5  -
Syntrophobacteraceae_Syntrophobacter             -          LKAP-GUTHK2_B04_030_2017_1 -               11     969       7     966       4     966    1504    +    1.4e-203  677.1  31.8  -
