# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_D06_042_2018_2 -               33     880      24     870      13     871    1491    +           0 1080.9  16.8  -
Alteromonadaceae_Aestuariibacter                 -          LKAP-TSAKG2_D06_042_2018_2 -               33     876      24     870      14     871    1455    +    6.4e-215  714.2  17.0  -
Gammaproteobacteria_Plasticicumulans             -          LKAP-TSAKG2_D06_042_2018_2 -               43     878      25     864      16     871    1491    +    7.1e-215  714.1  16.9  -
Oxalobacteraceae_Massilia                        -          LKAP-TSAKG2_D06_042_2018_2 -               20     867      21     869       9     871    1438    +    7.8e-215  714.0  17.2  -
Enterobacteriaceae_Cronobacter                   -          LKAP-TSAKG2_D06_042_2018_2 -               10     861      24     870      17     871    1422    +    8.5e-215  713.9  16.9  -
Vibrionaceae_Enterovibrio                        -          LKAP-TSAKG2_D06_042_2018_2 -               33     887      24     869      18     871    1499    +    9.1e-215  713.5  17.0  -
Nevskiaceae_Solimonas                            -          LKAP-TSAKG2_D06_042_2018_2 -               66     871      60     864      36     871    1476    +      1e-214  713.8  16.9  -
Enterobacteriaceae_Enterobacter                  -          LKAP-TSAKG2_D06_042_2018_2 -               31     880      24     870      14     871    1476    +    1.2e-214  713.3  16.7  -
Burkholderiaceae_Cupriavidus                     -          LKAP-TSAKG2_D06_042_2018_2 -               37     880      24     869      13     871    1488    +    1.9e-214  712.9  16.5  -
Neisseriaceae_Kingella                           -          LKAP-TSAKG2_D06_042_2018_2 -               59     905      24     869      13     871    1474    +    1.9e-214  712.7  16.9  -
Thermithiobacillaceae_Thermithiobacillus         -          LKAP-TSAKG2_D06_042_2018_2 -               18     862      24     869      18     871    1419    +    2.1e-214  712.6  17.2  -
Comamonadaceae_Schlegelella                      -          LKAP-TSAKG2_D06_042_2018_2 -               82     889      59     864      38     871    1517    +    3.3e-214  711.9  16.7  -
Francisellaceae_Francisella                      -          LKAP-TSAKG2_D06_042_2018_2 -               52     895      23     870      11     871    1520    +    3.4e-214  711.9  17.0  -
Yersiniaceae_Serratia                            -          LKAP-TSAKG2_D06_042_2018_2 -               37     888      24     870      16     871    1491    +    4.1e-214  711.5  16.9  -
Alteromonadaceae_Aliiglaciecola                  -          LKAP-TSAKG2_D06_042_2018_2 -               19     864      24     870      16     871    1440    +    4.9e-214  711.2  17.1  -
Oxalobacteraceae_Herbaspirillum                  -          LKAP-TSAKG2_D06_042_2018_2 -               33     878      24     869      14     871    1485    +    5.9e-214  711.3  17.1  -
Burkholderiales_Ideonella                        -          LKAP-TSAKG2_D06_042_2018_2 -               33     868      24     864      13     871    1493    +    7.5e-214  710.8  16.4  -
Sulfuricellaceae_Sulfuriferula                   -          LKAP-TSAKG2_D06_042_2018_2 -               33     880      24     869      13     871    1461    +    9.3e-214  710.4  17.4  -
Pasteurellaceae_Pasteurella                      -          LKAP-TSAKG2_D06_042_2018_2 -               33     885      24     870      14     871    1365    +    9.8e-214  710.5  16.9  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-TSAKG2_D06_042_2018_2 -               63     871      58     863      36     871    1480    +    1.1e-213  710.2  17.0  -
Alcaligenaceae_Bordetella                        -          LKAP-TSAKG2_D06_042_2018_2 -               83     896      58     869      37     871    1476    +    2.3e-213  709.2  16.9  -
Alcaligenaceae_Pigmentiphaga                     -          LKAP-TSAKG2_D06_042_2018_2 -               34     876      25     869      16     871    1481    +    5.3e-213  707.9  17.0  -
Pectobacteriaceae_Pectobacterium                 -          LKAP-TSAKG2_D06_042_2018_2 -               41     892      24     870      17     871    1499    +      6e-213  707.7  16.9  -
Chromobacteriaceae_Paludibacterium               -          LKAP-TSAKG2_D06_042_2018_2 -                3     849      24     870      23     871    1405    +    1.1e-212  707.0  17.3  -
Enterobacteriaceae_Buttiauxella                  -          LKAP-TSAKG2_D06_042_2018_2 -               39     888      24     870      17     871    1503    +    1.6e-212  706.3  17.0  -
Enterobacteriaceae_Citrobacter                   -          LKAP-TSAKG2_D06_042_2018_2 -               48     899      24     870      17     871    1517    +    2.4e-212  705.7  16.9  -
Chromobacteriaceae_Vogesella                     -          LKAP-TSAKG2_D06_042_2018_2 -                5     850      24     870      21     871    1424    +    2.5e-212  705.6  17.2  -
Pectobacteriaceae_Brenneria                      -          LKAP-TSAKG2_D06_042_2018_2 -               11     862      24     870      17     871    1457    +    3.1e-212  705.3  16.9  -
Rhodanobacteraceae_Dyella                        -          LKAP-TSAKG2_D06_042_2018_2 -               31     878      22     863      11     871    1453    +    3.6e-212  705.2  16.9  -
Methylophilaceae_Methylovorus                    -          LKAP-TSAKG2_D06_042_2018_2 -               15     866      24     869      13     871    1441    +    3.6e-212  705.3  17.2  -
Aeromonadaceae_Pseudaeromonas                    -          LKAP-TSAKG2_D06_042_2018_2 -               17     867      25     870      16     871    1491    +    3.7e-212  704.9  16.9  -
Alteromonadaceae_Alteromonas                     -          LKAP-TSAKG2_D06_042_2018_2 -               33     876      24     870      17     871    1464    +    3.7e-212  704.9  17.2  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-TSAKG2_D06_042_2018_2 -               33     878      24     863      16     871    1484    +    4.2e-212  704.9  17.0  -
Enterobacteriaceae_Klebsiella                    -          LKAP-TSAKG2_D06_042_2018_2 -               45     894      24     870      16     871    1436    +    4.5e-212  704.8  16.8  -
Enterobacteriaceae_Lelliottia                    -          LKAP-TSAKG2_D06_042_2018_2 -               28     877      24     870      17     871    1449    +    5.4e-212  704.6  16.9  -
Enterobacteriaceae_Escherichia                   -          LKAP-TSAKG2_D06_042_2018_2 -               33     884      24     870      17     871    1480    +    6.7e-212  704.3  16.9  -
Burkholderiales_Aquabacterium                    -          LKAP-TSAKG2_D06_042_2018_2 -               31     866      24     864      10     871    1451    +    7.7e-212  704.1  17.1  -
Enterobacteriaceae_Kluyvera                      -          LKAP-TSAKG2_D06_042_2018_2 -               21     870      24     870      17     871    1455    +    1.4e-211  703.2  16.9  -
Enterobacteriaceae_Salmonella                    -          LKAP-TSAKG2_D06_042_2018_2 -               29     880      24     870      15     871    1457    +    1.8e-211  702.9  16.8  -
Rhodanobacteraceae_Frateuria                     -          LKAP-TSAKG2_D06_042_2018_2 -               54     898      24     863      15     871    1542    +    2.1e-211  702.5  16.9  -
Rhodocyclaceae_Azospira                          -          LKAP-TSAKG2_D06_042_2018_2 -               23     871      24     870      12     871    1484    +    2.4e-211  702.4  17.1  -
Enterobacteriaceae_Raoultella                    -          LKAP-TSAKG2_D06_042_2018_2 -               31     880      24     870      17     871    1452    +    4.1e-211  701.7  16.9  -
Rhodanobacteraceae_Rhodanobacter                 -          LKAP-TSAKG2_D06_042_2018_2 -               37     883      23     863      13     871    1481    +    4.3e-211  701.6  16.9  -
Nevskiaceae_Hydrocarboniphaga                    -          LKAP-TSAKG2_D06_042_2018_2 -               78     880      63     864      42     871    1487    +    7.1e-211  701.2  16.8  -
Enterobacteriaceae_Siccibacter                   -          LKAP-TSAKG2_D06_042_2018_2 -               60     911      24     870      10     871    1451    +    8.3e-211  700.8  16.7  -
Hafniaceae_Hafnia                                -          LKAP-TSAKG2_D06_042_2018_2 -               30     884      22     870      12     871    1463    +    9.7e-211  700.3  16.8  -
Oxalobacteraceae_Telluria                        -          LKAP-TSAKG2_D06_042_2018_2 -               60     903      24     869      13     871    1469    +      1e-210  700.2  17.4  -
Chromobacteriaceae_Microvirgula                  -          LKAP-TSAKG2_D06_042_2018_2 -               53     898      24     869      13     871    1508    +    1.1e-210  700.3  16.7  -
Alcaligenaceae_Achromobacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               34     876      25     869      14     871    1483    +    1.2e-210  700.0  17.0  -
Erwiniaceae_Pantoea                              -          LKAP-TSAKG2_D06_042_2018_2 -                4     821      56     870      53     871    1416    +    1.3e-210  700.0  17.3  -
Burkholderiales_Rubrivivax                       -          LKAP-TSAKG2_D06_042_2018_2 -               53     889      24     864      14     871    1496    +    1.4e-210  699.9  17.0  -
Oxalobacteraceae_Herminiimonas                   -          LKAP-TSAKG2_D06_042_2018_2 -               15     861      23     869      14     871    1430    +    1.5e-210  699.9  17.2  -
Rhodocyclaceae_Propionivibrio                    -          LKAP-TSAKG2_D06_042_2018_2 -               41     889      24     870      14     871    1496    +    1.7e-210  699.8  17.1  -
Rhodanobacteraceae_Fulvimonas                    -          LKAP-TSAKG2_D06_042_2018_2 -               38     882      24     863      17     871    1484    +    2.2e-210  699.2  17.0  -
Alcaligenaceae_Taylorella                        -          LKAP-TSAKG2_D06_042_2018_2 -               53     909      24     869      15     871    1521    +    5.4e-210  698.1  17.0  -
Pectobacteriaceae_Dickeya                        -          LKAP-TSAKG2_D06_042_2018_2 -               27     881      22     870      15     871    1421    +    6.4e-210  697.7  16.8  -
Rhodocyclaceae_Thauera                           -          LKAP-TSAKG2_D06_042_2018_2 -               31     879      25     870      12     871    1487    +    6.6e-210  697.6  16.7  -
Erwiniaceae_Tatumella                            -          LKAP-TSAKG2_D06_042_2018_2 -               33     884      24     870      16     871    1490    +    6.8e-210  697.6  16.9  -
Chromobacteriaceae_Deefgea                       -          LKAP-TSAKG2_D06_042_2018_2 -               33     883      23     870       8     871    1511    +    7.9e-210  697.4  17.1  -
Oxalobacteraceae_Collimonas                      -          LKAP-TSAKG2_D06_042_2018_2 -               33     876      24     869      14     871    1453    +    1.1e-209  697.1  17.3  -
Burkholderiales_Piscinibacter                    -          LKAP-TSAKG2_D06_042_2018_2 -               41     876      24     864      14     871    1470    +    1.3e-209  696.8  17.0  -
Rhodocyclaceae_Uliginosibacterium                -          LKAP-TSAKG2_D06_042_2018_2 -                5     852      23     870      19     871    1432    +    2.2e-209  695.8  17.0  -
Acetobacteraceae_Acetobacter                     -          LKAP-TSAKG2_D06_042_2018_2 -               56     822      63     864      42     871    1433    +    2.9e-209  695.7  17.7  -
Burkholderiales_Leptothrix                       -          LKAP-TSAKG2_D06_042_2018_2 -               82     887      62     864      42     871    1521    +      6e-209  694.5  16.5  -
Neisseriaceae_Uruburuella                        -          LKAP-TSAKG2_D06_042_2018_2 -               33     883      24     869      13     871    1477    +    6.2e-209  694.6  16.9  -
Aeromonadaceae_Tolumonas                         -          LKAP-TSAKG2_D06_042_2018_2 -               44     895      25     870      16     871    1514    +    6.3e-209  694.4  16.9  -
Vibrionaceae_Salinivibrio                        -          LKAP-TSAKG2_D06_042_2018_2 -               52     916      24     870      17     871    1502    +    1.3e-208  692.9  17.2  -
Yersiniaceae_Yersinia                            -          LKAP-TSAKG2_D06_042_2018_2 -               33     884      24     870      17     871    1461    +    2.7e-208  692.3  16.8  -
