# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_C04_028_2018_2 -               39     845      21     826       4     828    1492    +           0 1042.7  20.5  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_C04_028_2018_2 -               18     835      13     826       4     828    1485    +    9.5e-308 1022.0  20.6  -
Acetobacteraceae_Acetobacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     771      21     824       4     827    1433    +    3.2e-190  632.5  22.8  -
Symbiobacteriaceae_Symbiobacterium               -          LKAP-TSAKG2_C04_028_2018_2 -                8     820       8     812       2     826    1468    +    3.6e-190  632.5  21.5  -
Enterococcaceae_Catellicoccus                    -          LKAP-TSAKG2_C04_028_2018_2 -                8     825      21     826      16     828    1480    +    5.6e-190  631.1  19.8  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-TSAKG2_C04_028_2018_2 -               24     797      59     823      39     828    1439    +    7.7e-190  631.1  19.8  -
Peptococcaceae_Peptococcus                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     839      21     814       4     822    1488    +    9.3e-190  630.7  21.1  -
Caldicoprobacteraceae_Caldicoprobacter           -          LKAP-TSAKG2_C04_028_2018_2 -               30     820       9     809       4     824    1530    +    9.9e-190  630.7  23.3  -
Selenomonadaceae_Propionispira                   -          LKAP-TSAKG2_C04_028_2018_2 -                1     772      60     822      60     828    1448    +    1.3e-189  630.2  20.9  -
Thermoanaerobacteraceae_Carboxydothermus         -          LKAP-TSAKG2_C04_028_2018_2 -               19     837       9     807       3     821    1499    +    1.5e-189  630.0  22.1  -
Acholeplasmataceae_Acholeplasma                  -          LKAP-TSAKG2_C04_028_2018_2 -               21     803      21     814       5     823    1437    +    1.5e-189  629.9  20.9  -
Heliobacteriaceae_Heliobacterium                 -          LKAP-TSAKG2_C04_028_2018_2 -               46     814      21     817       5     825    1500    +      2e-189  629.7  22.4  -
Spirochaetaceae_Spirochaeta                      -          LKAP-TSAKG2_C04_028_2018_2 -               40     828      21     815       6     824    1495    +    2.3e-189  629.5  20.9  -
Clostridiales_Natranaerovirga                    -          LKAP-TSAKG2_C04_028_2018_2 -               35     826       9     809       4     822    1504    +    2.6e-189  629.1  23.4  -
Clostridiaceae_Brassicibacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               15     799      10     809       3     821    1454    +    2.9e-189  629.1  23.3  -
Rubrobacteraceae_Rubrobacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     815      21     809       4     820    1495    +    3.7e-189  628.9  22.1  -
Carnobacteriaceae_Isobaculum                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     848      21     826       3     828    1515    +    4.6e-189  628.1  20.5  -
Thermoanaerobacteraceae_Thermanaeromonas         -          LKAP-TSAKG2_C04_028_2018_2 -               27     830       9     820       4     825    1506    +    4.7e-189  628.4  22.9  -
Carnobacteriaceae_Lacticigenium                  -          LKAP-TSAKG2_C04_028_2018_2 -               32     840      21     826       4     828    1446    +    2.4e-188  626.0  20.3  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-TSAKG2_C04_028_2018_2 -               14     826       9     810       3     823    1495    +    1.1e-187  623.9  22.6  -
Thermoanaerobacteraceae_Ammonifex                -          LKAP-TSAKG2_C04_028_2018_2 -               34     861       9     820       4     826    1571    +    1.8e-187  623.5  21.9  -
Veillonellaceae_Veillonella                      -          LKAP-TSAKG2_C04_028_2018_2 -                6     800      40     823      35     828    1407    +    1.9e-187  623.2  19.7  -
Paenibacillaceae_Oxalophagus                     -          LKAP-TSAKG2_C04_028_2018_2 -               30     818      20     818       3     827    1497    +    2.5e-187  622.7  21.6  -
Entomoplasmataceae_Entomoplasma                  -          LKAP-TSAKG2_C04_028_2018_2 -               36     817      21     815       6     820    1498    +    3.9e-187  622.4  21.8  -
Acidaminococcaceae_Phascolarctobacterium         -          LKAP-TSAKG2_C04_028_2018_2 -              165     938      59     823      39     828    1610    +    4.3e-187  621.7  19.8  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-TSAKG2_C04_028_2018_2 -               31     851       9     814       4     827    1522    +    7.1e-187  621.1  21.3  -
Clostridiales_Acetoanaerobium                    -          LKAP-TSAKG2_C04_028_2018_2 -                1     748      25     804      25     813    1343    +    1.3e-186  620.2  21.8  -
Carnobacteriaceae_Atopobacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               35     854      20     826       3     828    1511    +    1.4e-186  619.9  20.6  -
Peptoniphilaceae_Peptoniphilus                   -          LKAP-TSAKG2_C04_028_2018_2 -                1     776      21     810      21     822    1433    +    1.5e-186  620.4  21.7  -
Aerococcaceae_Abiotrophia                        -          LKAP-TSAKG2_C04_028_2018_2 -               48     860      20     825       3     828    1411    +    1.8e-186  619.7  20.9  -
Selenomonadaceae_Mitsuokella                     -          LKAP-TSAKG2_C04_028_2018_2 -               28     854       9     821       4     828    1543    +      7e-186  617.7  21.5  -
Aerococcaceae_Ignavigranum                       -          LKAP-TSAKG2_C04_028_2018_2 -               17     836      11     826       3     828    1417    +    7.7e-186  617.5  20.7  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-TSAKG2_C04_028_2018_2 -               34     868       9     822       4     826    1546    +      8e-186  617.6  21.4  -
Sporomusaceae_Propionispora                      -          LKAP-TSAKG2_C04_028_2018_2 -               33     855       9     823       4     828    1548    +    8.5e-186  617.6  21.6  -
Enterococcaceae_Melissococcus                    -          LKAP-TSAKG2_C04_028_2018_2 -                1     750      77     826      77     828    1401    +    9.9e-186  617.2  18.2  -
Leuconostocaceae_Oenococcus                      -          LKAP-TSAKG2_C04_028_2018_2 -               90     856      61     826      39     828    1496    +      4e-185  615.6  19.8  -
Clostridiales_Sedimentibacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               29     824      21     807       4     820    1478    +      5e-185  614.3  22.9  -
Peptostreptococcaceae_Filifactor                 -          LKAP-TSAKG2_C04_028_2018_2 -               29     802      21     810       3     823    1450    +    5.1e-185  615.1  22.6  -
Clostridiaceae_Clostridioides                    -          LKAP-TSAKG2_C04_028_2018_2 -               31     795       9     815       4     824    1493    +    5.3e-185  614.8  23.1  -
Lachnospiraceae_Butyrivibrio                     -          LKAP-TSAKG2_C04_028_2018_2 -               33     834       9     808       3     821    1518    +    5.3e-185  615.0  22.6  -
Streptococcaceae_Faecalicoccus                   -          LKAP-TSAKG2_C04_028_2018_2 -               49     837      21     809       6     818    1380    +      1e-184  614.4  21.8  -
Clostridiales_Tissierella                        -          LKAP-TSAKG2_C04_028_2018_2 -               31     820       9     809       3     818    1415    +    1.2e-184  614.0  23.7  -
Bacillaceae_Caldibacillus                        -          LKAP-TSAKG2_C04_028_2018_2 -               28     842      20     825       3     828    1512    +    1.3e-184  613.7  20.9  -
Entomoplasmataceae_Mesoplasma                    -          LKAP-TSAKG2_C04_028_2018_2 -               36     814      21     812       6     823    1497    +    2.4e-184  613.0  21.7  -
Heliobacteriaceae_Heliorestis                    -          LKAP-TSAKG2_C04_028_2018_2 -               49     822      21     820       5     826    1517    +    2.5e-184  612.9  22.0  -
Geobacteraceae_Geoalkalibacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               34     848       9     809       4     822    1556    +    4.7e-184  611.7  22.4  -
Erysipelotrichaceae_Holdemania                   -          LKAP-TSAKG2_C04_028_2018_2 -               48     835      20     808       3     819    1518    +      5e-184  611.7  21.7  -
Selenomonadaceae_Pectinatus                      -          LKAP-TSAKG2_C04_028_2018_2 -               34     849       9     822       3     828    1511    +      6e-184  611.4  21.5  -
Aerococcaceae_Globicatella                       -          LKAP-TSAKG2_C04_028_2018_2 -               17     825      20     825       7     828    1490    +    1.1e-183  610.3  20.4  -
Lachnospiraceae_Anaerocolumna                    -          LKAP-TSAKG2_C04_028_2018_2 -               24     809      10     809       3     821    1478    +    1.7e-183  609.9  23.3  -
Thermoactinomycetaceae_Salinithrix               -          LKAP-TSAKG2_C04_028_2018_2 -               48     853      20     822       4     827    1509    +    2.9e-183  609.4  20.7  -
Thermoactinomycetaceae_Paludifilum               -          LKAP-TSAKG2_C04_028_2018_2 -               28     836      20     822       3     827    1362    +    6.6e-183  608.2  21.1  -
Eubacteriaceae_Acetobacterium                    -          LKAP-TSAKG2_C04_028_2018_2 -               27     806      21     819       6     824    1470    +    1.4e-182  607.0  22.2  -
Clostridiaceae_Romboutsia                        -          LKAP-TSAKG2_C04_028_2018_2 -               32     796      10     816       3     825    1462    +    1.5e-182  606.7  22.2  -
Thermoanaerobacteraceae_Caldanaerobius           -          LKAP-TSAKG2_C04_028_2018_2 -               28     795       9     805       3     815    1448    +    1.7e-182  606.9  23.3  -
Clostridiales_Anaerobranca                       -          LKAP-TSAKG2_C04_028_2018_2 -               51     820      21     813       4     822    1467    +    2.4e-182  606.4  22.5  -
Clostridiaceae_Sporosalibacterium                -          LKAP-TSAKG2_C04_028_2018_2 -               34     819       9     808       4     822    1521    +    3.4e-182  605.7  22.8  -
Desulfohalobiaceae_Desulfohalobium               -          LKAP-TSAKG2_C04_028_2018_2 -               25     831      10     809       4     824    1506    +    3.7e-182  605.3  21.7  -
Bacillaceae_Natribacillus                        -          LKAP-TSAKG2_C04_028_2018_2 -              142     903      56     814      36     827    1557    +    7.7e-182  604.6  19.6  -
Aerococcaceae_Dolosicoccus                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     844      21     825       4     828    1510    +    8.9e-182  604.1  20.2  -
Clostridiaceae_Tindallia                         -          LKAP-TSAKG2_C04_028_2018_2 -               14     802       9     809       4     820    1474    +    1.9e-181  603.1  23.7  -
Clostridiales_Fusibacter                         -          LKAP-TSAKG2_C04_028_2018_2 -               26     814       9     807       4     817    1518    +    2.6e-181  602.8  23.3  -
Parviterribacteraceae_Parviterribacter           -          LKAP-TSAKG2_C04_028_2018_2 -               14     811       9     820       4     824    1456    +    2.8e-181  602.7  21.8  -
Lachnospiraceae_Coprococcus                      -          LKAP-TSAKG2_C04_028_2018_2 -               14     787       9     808       3     820    1440    +    3.4e-181  602.6  23.4  -
Clostridiaceae_Sarcina                           -          LKAP-TSAKG2_C04_028_2018_2 -               14     782       9     808       4     821    1461    +    5.2e-181  601.7  23.3  -
Clostridiales_Vallitalea                         -          LKAP-TSAKG2_C04_028_2018_2 -               33     819       9     809       4     821    1480    +      1e-180  600.8  23.4  -
Aerococcaceae_Eremococcus                        -          LKAP-TSAKG2_C04_028_2018_2 -               19     826      20     825       5     828    1385    +    1.3e-180  600.3  20.9  -
Bacillaceae_Texcoconibacillus                    -          LKAP-TSAKG2_C04_028_2018_2 -               22     795      55     824      36     827    1374    +    3.4e-180  598.9  19.4  -
Clostridiaceae_Youngiibacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               33     814       9     819       4     826    1466    +    3.8e-180  599.0  23.1  -
Peptostreptococcaceae_Peptostreptococcus         -          LKAP-TSAKG2_C04_028_2018_2 -               14     796       9     816       4     824    1473    +    4.3e-180  598.6  22.7  -
