# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          F0113_LKAP-FHGF1_B04_030 -               27     836       9     817       2     817    1466    +    8.9e-307 1018.5  23.0  -
Succinivibrionaceae_Anaerobiospirillum           -          F0113_LKAP-FHGF1_B04_030 -               37     793       9     801       4     816    1494    +    1.6e-203  676.3  21.5  -
Chromatiaceae_Thiocapsa                          -          F0113_LKAP-FHGF1_B04_030 -               43     803       9     793       4     813    1459    +    9.6e-203  674.1  21.3  -
Pasteurellaceae_Rodentibacter                    -          F0113_LKAP-FHGF1_B04_030 -               53     840       9     811       4     817    1478    +    1.3e-202  673.3  22.4  -
Salinisphaeraceae_Salinisphaera                  -          F0113_LKAP-FHGF1_B04_030 -               15     787       9     793       3     812    1429    +    1.6e-202  673.2  21.9  -
Pasteurellaceae_Volucribacter                    -          F0113_LKAP-FHGF1_B04_030 -               41     782      61     802      41     816    1434    +    2.2e-202  672.8  21.6  -
Chromatiaceae_Thiophaeococcus                    -          F0113_LKAP-FHGF1_B04_030 -               50     779      59     793      36     813    1440    +    8.7e-202  670.8  20.7  -
Rhodocyclaceae_Azoarcus                          -          F0113_LKAP-FHGF1_B04_030 -               27     799       9     796       4     809    1471    +    1.8e-201  669.6  21.9  -
Spongiibacteraceae_Zhongshania                   -          F0113_LKAP-FHGF1_B04_030 -               47     832       9     809       3     816    1501    +    4.3e-201  668.2  21.6  -
Lysobacteraceae_Oleiagrimonas                    -          F0113_LKAP-FHGF1_B04_030 -               27     810       9     800       4     810    1469    +    7.9e-201  667.4  21.7  -
Chromatiaceae_Lamprocystis                       -          F0113_LKAP-FHGF1_B04_030 -               52     815       9     794       4     811    1406    +    1.1e-200  667.2  22.0  -
Burkholderiaceae_Burkholderia                    -          F0113_LKAP-FHGF1_B04_030 -               34     806       9     794       3     809    1502    +    3.4e-200  665.4  22.2  -
Chromatiaceae_Imhoffiella                        -          F0113_LKAP-FHGF1_B04_030 -               30     796       5     793       1     813    1484    +    3.5e-200  665.4  21.2  -
Hahellaceae_Kistimonas                           -          F0113_LKAP-FHGF1_B04_030 -               47     827       9     800       3     813    1506    +    6.1e-200  664.5  21.6  -
Nevskiaceae_Nevskia                              -          F0113_LKAP-FHGF1_B04_030 -               32     792       9     795       4     813    1451    +    9.1e-200  664.2  21.9  -
Lysobacteraceae_Ignatzschineria                  -          F0113_LKAP-FHGF1_B04_030 -               46     830       9     803       4     814    1541    +    1.6e-199  663.0  21.7  -
Lysobacteraceae_Stenotrophomonas                 -          F0113_LKAP-FHGF1_B04_030 -               26     809       8     800       3     811    1484    +    1.8e-199  662.9  22.1  -
Thermithiobacillaceae_Thermithiobacillus         -          F0113_LKAP-FHGF1_B04_030 -               12     789       9     803       4     814    1419    +    2.7e-199  662.4  22.2  -
Alcaligenaceae_Paenalcaligenes                   -          F0113_LKAP-FHGF1_B04_030 -               27     817       9     809       4     816    1432    +    3.9e-199  662.0  21.9  -
Chromatiaceae_Allochromatium                     -          F0113_LKAP-FHGF1_B04_030 -               27     804       9     799       3     814    1462    +    5.7e-199  661.3  21.8  -
Yersiniaceae_Chania                              -          F0113_LKAP-FHGF1_B04_030 -               56     855       9     817       2     817    1546    +    6.3e-199  660.9  22.6  -
Azonexaceae_Azonexus                             -          F0113_LKAP-FHGF1_B04_030 -               28     803       9     796       4     809    1474    +    6.5e-199  661.3  21.9  -
Ectothiorhodospiraceae_Alkalilimnicola           -          F0113_LKAP-FHGF1_B04_030 -               41     810       9     792       4     809    1472    +    6.6e-199  661.3  21.0  -
Chromatiaceae_Thiocystis                         -          F0113_LKAP-FHGF1_B04_030 -               27     787       9     793       4     813    1451    +      7e-199  661.2  21.3  -
Chromatiaceae_Thiodictyon                        -          F0113_LKAP-FHGF1_B04_030 -               29     792       9     794       4     811    1500    +    1.2e-198  660.5  21.7  -
Francisellaceae_Francisella                      -          F0113_LKAP-FHGF1_B04_030 -               47     810       9     793       3     810    1520    +    2.7e-198  659.1  21.3  -
Thiotrichales_Caedibacter                        -          F0113_LKAP-FHGF1_B04_030 -               47     788       9     798       5     815    1500    +    4.3e-198  658.1  21.1  -
Lysobacteraceae_Xanthomonas                      -          F0113_LKAP-FHGF1_B04_030 -               27     810       9     800       3     810    1502    +    4.7e-198  658.2  22.2  -
Rhodocyclaceae_Propionivibrio                    -          F0113_LKAP-FHGF1_B04_030 -               35     811       9     799       4     812    1496    +    1.3e-197  656.9  21.6  -
Enterobacteriaceae_Phytobacter                   -          F0113_LKAP-FHGF1_B04_030 -               32     829       9     817       2     817    1440    +    1.4e-197  656.5  22.8  -
Burkholderiaceae_Paraburkholderia                -          F0113_LKAP-FHGF1_B04_030 -               27     797       9     794       3     813    1472    +    1.9e-197  656.4  22.3  -
Thiotrichaceae_Thiothrix                         -          F0113_LKAP-FHGF1_B04_030 -               27     753       9     793       3     812    1417    +    2.3e-197  655.9  21.2  -
Burkholderiaceae_Cupriavidus                     -          F0113_LKAP-FHGF1_B04_030 -               30     800       8     793       3     808    1488    +    2.3e-197  656.1  22.1  -
Ectothiorhodospiraceae_Spiribacter               -          F0113_LKAP-FHGF1_B04_030 -               57     826       9     792       4     812    1544    +    3.1e-197  655.7  21.2  -
Ectothiorhodospiraceae_Halorhodospira            -          F0113_LKAP-FHGF1_B04_030 -               47     824       9     794       4     814    1479    +    3.9e-197  655.4  21.1  -
Hafniaceae_Obesumbacterium                       -          F0113_LKAP-FHGF1_B04_030 -               21     820       9     817       2     817    1490    +    4.5e-197  654.7  22.5  -
Yersiniaceae_Samsonia                            -          F0113_LKAP-FHGF1_B04_030 -               49     849       9     817       2     817    1503    +    4.6e-197  654.9  22.6  -
Rhodanobacteraceae_Rhodanobacter                 -          F0113_LKAP-FHGF1_B04_030 -               32     814       9     800       3     812    1481    +    1.4e-196  653.5  22.0  -
Rhodanobacteraceae_Luteibacter                   -          F0113_LKAP-FHGF1_B04_030 -               33     814       9     800       4     812    1457    +    1.8e-196  653.1  21.8  -
Ferrimonadaceae_Paraferrimonas                   -          F0113_LKAP-FHGF1_B04_030 -               27     823       9     816       2     817    1463    +    2.9e-196  652.1  22.8  -
Eubacteriaceae_Eubacterium                       -          F0113_LKAP-FHGF1_B04_030 -               47     814       9     796       5     816    1476    +      3e-196  652.3  22.3  -
Rhodanobacteraceae_Frateuria                     -          F0113_LKAP-FHGF1_B04_030 -               48     829       9     800       4     812    1542    +    4.1e-196  651.8  22.1  -
Lysobacteraceae_Tahibacter                       -          F0113_LKAP-FHGF1_B04_030 -               26     800       8     800       2     812    1459    +    4.1e-196  651.8  22.9  -
Burkholderiaceae_Caballeronia                    -          F0113_LKAP-FHGF1_B04_030 -               36     805       9     793       4     808    1479    +    4.3e-196  651.9  22.6  -
Neisseriaceae_Vitreoscilla                       -          F0113_LKAP-FHGF1_B04_030 -               20     798       9     798       4     812    1457    +    4.9e-196  651.6  21.6  -
Acidithiobacillaceae_Acidithiobacillus           -          F0113_LKAP-FHGF1_B04_030 -               26     809       9     809       4     816    1457    +    9.3e-196  650.5  22.6  -
Thiotrichaceae_Beggiatoa                         -          F0113_LKAP-FHGF1_B04_030 -               47     809       9     793       4     808    1491    +      1e-195  650.8  22.1  -
Zoogloeaceae_Zoogloea                            -          F0113_LKAP-FHGF1_B04_030 -               34     803       9     793       4     810    1474    +    1.5e-195  650.0  21.8  -
Ectothiorhodospiraceae_Aquisalimonas             -          F0113_LKAP-FHGF1_B04_030 -               48     817       9     792       4     808    1464    +    1.6e-195  649.9  21.5  -
Sulfuricellaceae_Sulfuriferula                   -          F0113_LKAP-FHGF1_B04_030 -               27     798       9     793       4     808    1461    +    1.8e-195  649.7  22.1  -
Nevskiaceae_Solimonas                            -          F0113_LKAP-FHGF1_B04_030 -               36     796       9     793       4     809    1476    +    1.8e-195  650.0  21.8  -
Rhodocyclaceae_Thauera                           -          F0113_LKAP-FHGF1_B04_030 -               24     796       9     793       4     811    1487    +    1.9e-195  649.6  21.9  -
Desulfovibrionaceae_Desulfovibrio                -          F0113_LKAP-FHGF1_B04_030 -               36     824       9     796       5     816    1521    +      2e-195  649.6  22.1  -
Geobacteraceae_Geobacter                         -          F0113_LKAP-FHGF1_B04_030 -               27     833       9     812       4     816    1470    +      2e-195  649.4  22.0  -
Oxalobacteraceae_Undibacterium                   -          F0113_LKAP-FHGF1_B04_030 -               23     792       9     793       3     811    1442    +    2.3e-195  649.5  22.1  -
Rhodanobacteraceae_Dyella                        -          F0113_LKAP-FHGF1_B04_030 -               27     809       8     800       3     812    1453    +    3.7e-195  648.7  22.0  -
Rhodanobacteraceae_Fulvimonas                    -          F0113_LKAP-FHGF1_B04_030 -               32     813       9     800       4     812    1484    +    3.9e-195  648.6  21.7  -
Moraxellaceae_Paraperlucidibaca                  -          F0113_LKAP-FHGF1_B04_030 -               27     815       9     812       4     817    1460    +    6.2e-195  647.8  21.5  -
Burkholderiaceae_Pandoraea                       -          F0113_LKAP-FHGF1_B04_030 -               25     798       8     793       4     808    1456    +    6.7e-195  648.0  21.7  -
Francisellaceae_Allofrancisella                  -          F0113_LKAP-FHGF1_B04_030 -               27     792       9     793       4     813    1452    +    1.2e-194  647.1  21.7  -
Hahellaceae_Zooshikella                          -          F0113_LKAP-FHGF1_B04_030 -               20     798       4     793       1     812    1483    +    1.9e-194  646.3  21.8  -
Alteromonadales_Motilimonas                      -          F0113_LKAP-FHGF1_B04_030 -               27     825       9     816       2     817    1467    +    1.9e-194  646.0  22.5  -
Enterobacteriaceae_Yokenella                     -          F0113_LKAP-FHGF1_B04_030 -               35     832       9     817       2     817    1434    +    2.3e-194  645.9  22.6  -
Nevskiaceae_Steroidobacter                       -          F0113_LKAP-FHGF1_B04_030 -               33     805       9     795       4     815    1500    +    4.9e-194  645.1  22.5  -
Oxalobacteraceae_Massilia                        -          F0113_LKAP-FHGF1_B04_030 -               17     787       8     793       2     809    1438    +    5.7e-194  644.8  22.2  -
Vibrionaceae_Echinimonas                         -          F0113_LKAP-FHGF1_B04_030 -               11     804       9     815       4     817    1413    +    6.3e-194  644.2  21.8  -
