# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Shewanellaceae_Shewanella                        -          B1h_reverse          -              381    1442    1146      29    1166       9    1483    -      9e-304 1009.2  22.3  -
Eubacteriaceae_Eubacterium                       -          B1h_reverse          -              415    1433    1139      47    1163      27    1476    -    1.7e-216  720.0  22.0  -
Ferrimonadaceae_Paraferrimonas                   -          B1h_reverse          -              382    1444    1137      23    1166       3    1463    -    4.6e-216  718.1  23.0  -
Alcaligenaceae_Pelistega                         -          B1h_reverse          -              407    1441    1118      30    1142      10    1472    -    1.9e-215  716.6  22.1  -
Rhodanobacteraceae_Dyella                        -          B1h_reverse          -              454    1434    1048      38    1068      23    1453    -    2.7e-215  716.0  22.4  -
Lysobacteraceae_Ignatzschineria                  -          B1h_reverse          -              476    1436    1042      51    1079      31    1541    -      5e-215  715.1  19.8  -
Geobacteraceae_Geobacter                         -          B1h_reverse          -              412    1444    1116      39    1138      19    1470    -      5e-215  715.0  22.4  -
Pasteurellaceae_Volucribacter                    -          B1h_reverse          -              439    1408    1032      30    1053      10    1434    -    9.1e-215  714.4  21.5  -
Nevskiaceae_Steroidobacter                       -          B1h_reverse          -              384    1458    1143      11    1164       2    1500    -    1.1e-214  714.1  23.0  -
Rhodanobacteraceae_Rhodanobacter                 -          B1h_reverse          -              386    1443    1145      34    1166      10    1481    -    1.3e-214  713.8  23.3  -
Shewanellaceae_Psychrobium                       -          B1h_reverse          -              380    1449    1143      24    1170       4    1469    -    1.5e-214  713.2  23.3  -
Rhodocyclaceae_Azoarcus                          -          B1h_reverse          -              378    1432    1137      30    1158      10    1471    -    1.6e-214  713.4  22.4  -
Ectothiorhodospiraceae_Thiohalospira             -          B1h_reverse          -              339    1318    1146     112    1166     112    1318    -    2.8e-214  712.7  21.5  -
Cardiobacteriaceae_Suttonella                    -          B1h_reverse          -              380    1415    1146      53    1183      33    1486    -    4.2e-214  712.3  21.2  -
Methylothermaceae_Methylothermus                 -          B1h_reverse          -              473    1463    1048      32    1068      12    1491    -    5.1e-214  711.7  22.4  -
Chromobacteriaceae_Vogesella                     -          B1h_reverse          -              346    1383    1146      53    1166      30    1424    -    9.7e-214  710.7  22.0  -
Sulfuricellaceae_Sulfuriferula                   -          B1h_reverse          -              380    1434    1137      31    1157      11    1461    -      1e-213  710.7  21.8  -
Chromobacteriaceae_Iodobacter                    -          B1h_reverse          -              395    1416    1116      45    1152      13    1459    -    1.1e-213  710.8  21.8  -
Rhodanobacteraceae_Fulvimonas                    -          B1h_reverse          -              458    1444    1048      35    1070      14    1484    -    1.6e-213  710.0  22.5  -
Chromobacteriaceae_Chitinibacter                 -          B1h_reverse          -              430    1400    1032      31    1062      10    1433    -      4e-213  708.9  21.5  -
Neisseriaceae_Neisseria                          -          B1h_reverse          -              393    1449    1146      32    1166      12    1475    -    6.3e-213  708.3  22.3  -
Rhodanobacteraceae_Frateuria                     -          B1h_reverse          -              474    1459    1048      34    1070      14    1542    -    6.4e-213  708.0  22.6  -
Desulfuromonadaceae_Pelobacter                   -          B1h_reverse          -              451    1467    1081      36    1125      16    1542    -    1.4e-212  707.1  23.1  -
Azonexaceae_Azonexus                             -          B1h_reverse          -              438    1437    1041      31    1079      10    1474    -    1.5e-212  707.0  22.4  -
Kangiellaceae_Marinicella                        -          B1h_reverse          -              473    1462    1050      30    1138      10    1529    -    2.1e-212  706.7  22.4  -
Neisseriaceae_Kingella                           -          B1h_reverse          -              401    1435    1146      55    1166      33    1474    -    2.6e-212  706.1  21.2  -
Hydrogenophilaceae_Hydrogenophilus               -          B1h_reverse          -              401    1447    1136      40    1163      10    1494    -    2.9e-212  706.1  22.8  -
Rhodocyclaceae_Uliginosibacterium                -          B1h_reverse          -              352    1399    1136      31    1157      10    1432    -    5.4e-212  705.0  21.6  -
Zoogloeaceae_Zoogloea                            -          B1h_reverse          -              454    1441    1048      30    1069      10    1474    -    5.6e-212  705.0  21.7  -
Rhodocyclaceae_Azospira                          -          B1h_reverse          -              371    1410    1136      47    1157      27    1484    -    9.6e-212  704.2  21.3  -
Neisseriaceae_Vitreoscilla                       -          B1h_reverse          -              362    1399    1143      49    1163      29    1457    -      1e-211  704.1  21.5  -
Thiotrichaceae_Beggiatoa                         -          B1h_reverse          -              386    1445    1146      30    1166      10    1491    -    1.1e-211  704.3  22.2  -
Rhodocyclaceae_Propionivibrio                    -          B1h_reverse          -              387    1443    1138      31    1160      11    1496    -    1.2e-211  704.1  22.3  -
Burkholderiaceae_Paraburkholderia                -          B1h_reverse          -              373    1427    1146      30    1166      10    1472    -    1.4e-211  703.8  22.6  -
Peptococcaceae_Desulfotomaculum                  -          B1h_reverse          -              387    1435    1161      42    1182      21    1493    -    3.4e-211  702.2  22.5  -
Oxalobacteraceae_Massilia                        -          B1h_reverse          -              365    1418    1141      30    1163      14    1438    -      7e-211  701.4  22.4  -
Alcaligenaceae_Taylorella                        -          B1h_reverse          -              424    1458    1118      37    1138      15    1521    -    7.6e-211  701.4  22.0  -
Lysobacteraceae_Wohlfahrtiimonas                 -          B1h_reverse          -              381    1429    1144      49    1165      33    1448    -    9.6e-211  700.9  20.9  -
Enterobacteriaceae_Franconibacter                -          B1h_reverse          -              461    1321    1043     151    1068     147    1325    -    9.9e-211  701.1  22.1  -
Desulfohalobiaceae_Desulfohalobium               -          B1h_reverse          -              396    1413    1143      77    1163      53    1506    -    1.6e-210  699.8  21.4  -
Alteromonadales_Motilimonas                      -          B1h_reverse          -              380    1442    1145      27    1181       5    1467    -    1.7e-210  699.7  23.4  -
Cardiobacteriaceae_Cardiobacterium               -          B1h_reverse          -              362    1399    1146      50    1166      25    1493    -    2.3e-210  699.7  21.6  -
Oxalobacteraceae_Oxalicibacterium                -          B1h_reverse          -              378    1433    1139      30    1163      10    1489    -      5e-210  698.6  22.2  -
Oxalobacteraceae_Noviherbaspirillum              -          B1h_reverse          -              379    1430    1144      31    1165      11    1464    -    6.9e-210  698.3  22.6  -
Burkholderiaceae_Burkholderia                    -          B1h_reverse          -              382    1436    1146      30    1166      10    1502    -    9.1e-210  697.7  22.4  -
Desulfuromonadaceae_Desulfuromonas               -          B1h_reverse          -              439    1469    1095      29    1138      15    1512    -    9.8e-210  697.5  22.4  -
Nevskiaceae_Nevskia                              -          B1h_reverse          -              368    1424    1146      33    1166      12    1451    -    1.1e-209  697.8  22.3  -
