# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_A10_080_2018_2 -               31     959      15     942       4     942    1526    +           0 1179.3  33.8  -
Caldicoprobacteraceae_Caldicoprobacter           -          LKAP-TSAKG2_A10_080_2018_2 -               33     936      14     942       5     942    1530    +    6.6e-216  717.6  32.2  -
Desulfuromonadaceae_Desulfuromusa                -          LKAP-TSAKG2_A10_080_2018_2 -               43     934      19     942       5     942    1473    +    8.8e-216  717.1  30.7  -
Sporolactobacillaceae_Terrilactibacillus         -          LKAP-TSAKG2_A10_080_2018_2 -               13     900      52     941      38     942    1456    +      1e-215  716.7  32.0  -
Desulfohalobiaceae_Desulfohalobium               -          LKAP-TSAKG2_A10_080_2018_2 -               30     945      17     942       5     942    1506    +    1.2e-215  716.5  32.7  -
Acholeplasmataceae_Acholeplasma                  -          LKAP-TSAKG2_A10_080_2018_2 -               10     904      15     940       6     942    1437    +    2.1e-215  715.8  31.8  -
Ruminococcaceae_Acetivibrio                      -          LKAP-TSAKG2_A10_080_2018_2 -               29     942      12     942       5     942    1529    +    2.4e-215  715.7  32.8  -
Bacillaceae_Polygonibacillus                     -          LKAP-TSAKG2_A10_080_2018_2 -               35     902      78     941      58     942    1480    +    1.8e-214  712.4  30.3  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-TSAKG2_A10_080_2018_2 -               18     937      15     942       4     942    1495    +    4.7e-214  711.5  32.6  -
Streptococcaceae_Faecalicoccus                   -          LKAP-TSAKG2_A10_080_2018_2 -               43     948      18     942       6     942    1380    +    6.8e-214  711.3  32.2  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-TSAKG2_A10_080_2018_2 -               38     972      15     942       5     942    1546    +    8.1e-214  710.5  32.9  -
Bacteroidaceae_Bacteroides                       -          LKAP-TSAKG2_A10_080_2018_2 -               33     935      19     942      10     942    1480    +    1.8e-213  709.6  31.6  -
Bacillaceae_Saccharococcus                       -          LKAP-TSAKG2_A10_080_2018_2 -               38     948      13     941       3     942    1538    +    2.7e-213  708.8  32.4  -
Rhodospirillaceae_Magnetospirillum               -          LKAP-TSAKG2_A10_080_2018_2 -               24     869      19     942       7     942    1443    +      3e-213  708.8  28.3  -
Geodermatophilaceae_Modestobacter                -          LKAP-TSAKG2_A10_080_2018_2 -               36     925      12     940       4     942    1469    +    3.7e-213  708.5  31.2  -
Entomoplasmataceae_Entomoplasma                  -          LKAP-TSAKG2_A10_080_2018_2 -               31     922      19     942       7     942    1498    +    4.7e-213  708.5  31.0  -
Clostridiales_Carboxydocella                     -          LKAP-TSAKG2_A10_080_2018_2 -                9     936      15     942       6     942    1458    +    6.4e-213  707.6  31.8  -
Veillonellaceae_Veillonella                      -          LKAP-TSAKG2_A10_080_2018_2 -               29     903      79     942      68     942    1407    +    7.9e-213  707.4  29.8  -
Microbacteriaceae_Agromyces                      -          LKAP-TSAKG2_A10_080_2018_2 -               15     912      12     941       3     942    1477    +    1.5e-212  706.4  31.6  -
Bacillaceae_Compostibacillus                     -          LKAP-TSAKG2_A10_080_2018_2 -              153    1018      78     941      58     942    1555    +    2.3e-212  705.6  30.3  -
Entomoplasmataceae_Mesoplasma                    -          LKAP-TSAKG2_A10_080_2018_2 -               31     922      19     942       7     942    1497    +    2.5e-212  706.0  30.7  -
Clostridiales_Sedimentibacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               18     938      15     942       5     942    1478    +    2.8e-212  704.8  31.9  -
Clostridiales_Acetoanaerobium                    -          LKAP-TSAKG2_A10_080_2018_2 -               37     865      78     942      55     942    1343    +    3.1e-212  705.3  28.6  -
Clostridiales_Natranaerovirga                    -          LKAP-TSAKG2_A10_080_2018_2 -               39     942      15     942       5     942    1504    +    3.9e-212  705.0  31.7  -
Clostridiaceae_Tindallia                         -          LKAP-TSAKG2_A10_080_2018_2 -               18     914      15     942       5     942    1474    +    4.9e-212  704.7  32.7  -
Staphylococcaceae_Auricoccus                     -          LKAP-TSAKG2_A10_080_2018_2 -               42     963      12     941       3     942    1507    +    5.1e-212  704.5  32.5  -
Staphylococcaceae_Abyssicoccus                   -          LKAP-TSAKG2_A10_080_2018_2 -               65     986      12     941       3     942    1576    +    5.1e-212  704.5  32.5  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP-TSAKG2_A10_080_2018_2 -               25     913      15     942       4     942    1449    +    6.4e-212  704.5  31.8  -
Microbacteriaceae_Pseudoclavibacter              -          LKAP-TSAKG2_A10_080_2018_2 -               18     907      15     941       4     942    1453    +    3.9e-211  701.8  31.4  -
Clostridiaceae_Romboutsia                        -          LKAP-TSAKG2_A10_080_2018_2 -               37     904      15     942       3     942    1462    +    4.6e-211  701.4  29.3  -
Geodermatophilaceae_Blastococcus                 -          LKAP-TSAKG2_A10_080_2018_2 -               23     909      13     940       3     942    1444    +    4.6e-211  701.6  31.2  -
Spirochaetaceae_Sphaerochaeta                    -          LKAP-TSAKG2_A10_080_2018_2 -               35     944      10     942       4     942    1529    +    4.6e-211  701.7  32.7  -
Clostridiaceae_Anaerosalibacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               38     932      15     942       5     942    1519    +    4.7e-211  701.4  32.3  -
Chromobacteriaceae_Aquaspirillum                 -          LKAP-TSAKG2_A10_080_2018_2 -               37     940      14     942       4     942    1488    +    6.7e-211  701.1  32.0  -
Kineosporiaceae_Kineosporia                      -          LKAP-TSAKG2_A10_080_2018_2 -               32     917      12     941       4     942    1475    +    7.5e-211  701.0  31.1  -
Carnobacteriaceae_Lacticigenium                  -          LKAP-TSAKG2_A10_080_2018_2 -               25     938      17     941       4     942    1446    +    7.7e-211  700.6  33.1  -
Erysipelotrichaceae_Holdemania                   -          LKAP-TSAKG2_A10_080_2018_2 -               37     944      12     942       3     942    1518    +    9.8e-211  700.4  32.6  -
Thermomonosporaceae_Actinomadura                 -          LKAP-TSAKG2_A10_080_2018_2 -               15     901      12     940       4     942    1467    +    1.6e-210  699.8  30.9  -
Micrococcaceae_Arthrobacter                      -          LKAP-TSAKG2_A10_080_2018_2 -               24     915      12     941       4     942    1472    +    1.7e-210  699.7  30.8  -
Microbacteriaceae_Leucobacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               23     916      11     941       3     942    1478    +    1.8e-210  699.7  31.6  -
Pseudonocardiaceae_Amycolatopsis                 -          LKAP-TSAKG2_A10_080_2018_2 -               16     903      12     942       4     942    1464    +    3.9e-210  698.5  31.6  -
Geodermatophilaceae_Geodermatophilus             -          LKAP-TSAKG2_A10_080_2018_2 -               28     918      11     940       3     942    1509    +    4.3e-210  698.4  31.6  -
Calditrichaeota_Caldithrix                       -          LKAP-TSAKG2_A10_080_2018_2 -               23     944      13     942       5     942    1504    +    4.9e-210  698.3  32.7  -
Micromonosporaceae_Luedemannella                 -          LKAP-TSAKG2_A10_080_2018_2 -               34     919      12     941       5     942    1506    +    5.1e-210  698.2  30.8  -
Carnobacteriaceae_Isobaculum                     -          LKAP-TSAKG2_A10_080_2018_2 -               18     946      13     941       3     942    1515    +    5.2e-210  697.6  32.6  -
Actinomycetaceae_Actinomyces                     -          LKAP-TSAKG2_A10_080_2018_2 -               16     934      13     941       5     942    1434    +    5.3e-210  698.2  32.0  -
Enterococcaceae_Catellicoccus                    -          LKAP-TSAKG2_A10_080_2018_2 -                3     923      19     941      17     942    1480    +    6.5e-210  697.3  31.8  -
Kineosporiaceae_Kineococcus                      -          LKAP-TSAKG2_A10_080_2018_2 -               23     910      12     941       4     942    1442    +      1e-209  697.3  31.0  -
Clostridiales_Blautia                            -          LKAP-TSAKG2_A10_080_2018_2 -               14     914      13     942       3     942    1453    +    2.6e-209  695.7  32.3  -
Syntrophomonadaceae_Thermosyntropha              -          LKAP-TSAKG2_A10_080_2018_2 -               38     974      13     942       3     942    1546    +    2.8e-209  695.7  33.9  -
Heliobacteriaceae_Heliorestis                    -          LKAP-TSAKG2_A10_080_2018_2 -               44     928      19     942       7     942    1517    +    4.3e-209  695.2  29.4  -
Clostridiaceae_Clostridioides                    -          LKAP-TSAKG2_A10_080_2018_2 -               35     904      15     942       5     942    1493    +    5.8e-209  694.4  29.6  -
Sporomusaceae_Pelosinus                          -          LKAP-TSAKG2_A10_080_2018_2 -               38     955      15     942       3     942    1550    +    7.4e-209  693.6  31.4  -
Desulfobacteraceae_Desulfonema                   -          LKAP-TSAKG2_A10_080_2018_2 -               20     949      13     942       4     942    1506    +    1.1e-208  693.7  32.9  -
Eubacteriaceae_Acetobacterium                    -          LKAP-TSAKG2_A10_080_2018_2 -               22     904      19     942       6     942    1470    +    1.2e-208  693.7  31.8  -
Streptomycetaceae_Kitasatospora                  -          LKAP-TSAKG2_A10_080_2018_2 -               36     921      13     942       4     942    1482    +    1.6e-208  693.3  31.6  -
Streptomycetaceae_Streptacidiphilus              -          LKAP-TSAKG2_A10_080_2018_2 -               16     902      13     942       4     942    1445    +    2.8e-208  692.6  31.5  -
Thermoanaerobacteraceae_Ammonifex                -          LKAP-TSAKG2_A10_080_2018_2 -               38     965      15     941       5     942    1571    +    2.9e-208  692.6  32.0  -
Microbacteriaceae_Leifsonia                      -          LKAP-TSAKG2_A10_080_2018_2 -               26     917      12     941       4     942    1477    +    3.6e-208  692.0  30.6  -
Thermoactinomycetaceae_Marinithermofilum         -          LKAP-TSAKG2_A10_080_2018_2 -               36     966      12     941       3     942    1523    +    3.9e-208  691.8  34.2  -
Pseudonocardiaceae_Saccharopolyspora             -          LKAP-TSAKG2_A10_080_2018_2 -                8     903      14     942       6     942    1455    +    3.9e-208  692.0  31.9  -
Thermomonosporaceae_Actinoallomurus              -          LKAP-TSAKG2_A10_080_2018_2 -               15     899      12     940       4     942    1459    +    4.3e-208  691.8  30.5  -
Clostridiales_Vallitalea                         -          LKAP-TSAKG2_A10_080_2018_2 -               34     931      12     942       5     942    1480    +    5.6e-208  691.3  32.4  -
Carnobacteriaceae_Pisciglobus                    -          LKAP-TSAKG2_A10_080_2018_2 -               47     914      76     941      56     942    1501    +    6.3e-208  690.8  30.4  -
Thermoanaerobacterales_Thermoanaerobacterium     -          LKAP-TSAKG2_A10_080_2018_2 -               34     912      15     942       4     942    1500    +    6.9e-208  690.9  30.9  -
Haliangiaceae_Haliangium                         -          LKAP-TSAKG2_A10_080_2018_2 -               39     957      18     942       5     942    1507    +    7.6e-208  691.0  32.6  -
Halobacteroidaceae_Orenia                        -          LKAP-TSAKG2_A10_080_2018_2 -                7     909      13     942       7     942    1422    +    8.9e-208  690.5  31.8  -
