# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_C01_011_2018_2 -               46     888      25     866       5     866    1526    +           0 1061.7  23.4  -
Carnobacteriaceae_Lacticigenium                  -          LKAP-TSAKG2_C01_011_2018_2 -               36     868      25     866       6     866    1446    +    6.5e-191  634.5  22.6  -
Thermoanaerobacteraceae_Thermoanaerobacter       -          LKAP-TSAKG2_C01_011_2018_2 -               89     856      75     866      48     866    1525    +    1.1e-190  633.6  20.5  -
Bacillaceae_Aureibacillus                        -          LKAP-TSAKG2_C01_011_2018_2 -               91     890      72     866      51     866    1517    +    1.8e-190  633.2  19.4  -
Veillonellaceae_Megasphaera                      -          LKAP-TSAKG2_C01_011_2018_2 -               96     901      72     866      50     866    1528    +    3.7e-190  632.0  19.9  -
Clostridiaceae_Sarcina                           -          LKAP-TSAKG2_C01_011_2018_2 -               15     825      11     866       4     866    1461    +    8.1e-190  630.9  21.2  -
Geobacteraceae_Geoalkalibacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               88     893      73     866      52     866    1556    +    8.7e-190  630.7  19.9  -
Peptococcaceae_Thermincola                       -          LKAP-TSAKG2_C01_011_2018_2 -               76     845      72     866       6     866    1482    +    1.3e-189  630.3  21.6  -
Clostridiaceae_Tindallia                         -          LKAP-TSAKG2_C01_011_2018_2 -               29     843      22     866       5     866    1474    +    1.9e-189  629.7  24.2  -
Symbiobacteriaceae_Symbiobacterium               -          LKAP-TSAKG2_C01_011_2018_2 -               12     862      13     866       4     866    1468    +    2.8e-189  629.6  22.2  -
Caldicoprobacteraceae_Caldicoprobacter           -          LKAP-TSAKG2_C01_011_2018_2 -               49     865      25     866       5     866    1530    +    2.8e-189  629.2  22.8  -
Heliobacteriaceae_Heliobacterium                 -          LKAP-TSAKG2_C01_011_2018_2 -               85     852      73     866      52     866    1500    +    3.8e-189  628.9  19.5  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-TSAKG2_C01_011_2018_2 -               77     891      60     866      36     866    1522    +    4.2e-189  628.5  20.8  -
Sporomusaceae_Pelosinus                          -          LKAP-TSAKG2_C01_011_2018_2 -               81     884      74     866      52     866    1550    +    5.3e-189  627.6  19.5  -
Bacillaceae_Saccharococcus                       -          LKAP-TSAKG2_C01_011_2018_2 -               87     878      73     866      53     866    1538    +    1.5e-188  626.7  20.0  -
Bacillaceae_Vulcanibacillus                      -          LKAP-TSAKG2_C01_011_2018_2 -               79     878      71     866      46     866    1526    +    1.6e-188  626.5  20.0  -
Enterococcaceae_Melissococcus                    -          LKAP-TSAKG2_C01_011_2018_2 -                1     778      90     866      90     866    1401    +    1.9e-188  626.3  16.6  -
Carnobacteriaceae_Atopococcus                    -          LKAP-TSAKG2_C01_011_2018_2 -               58     858      70     866      42     866    1500    +    1.9e-188  626.3  20.6  -
Paenibacillaceae_Oxalophagus                     -          LKAP-TSAKG2_C01_011_2018_2 -               69     854      72     866      48     866    1497    +    2.1e-188  626.3  19.9  -
Bacillaceae_Aeribacillus                         -          LKAP-TSAKG2_C01_011_2018_2 -               74     870      74     866      53     866    1516    +    3.7e-188  625.5  20.0  -
Clostridiaceae_Youngiibacter                     -          LKAP-TSAKG2_C01_011_2018_2 -               86     850      74     866      53     866    1466    +    3.8e-188  625.5  19.2  -
Thermoanaerobacteraceae_Thermanaeromonas         -          LKAP-TSAKG2_C01_011_2018_2 -               93     865      73     866      53     866    1506    +    8.2e-188  624.4  19.9  -
Peptococcaceae_Desulfitispora                    -          LKAP-TSAKG2_C01_011_2018_2 -               13     843      46     866      35     866    1479    +      1e-187  624.0  21.8  -
Clostridiaceae_Terrisporobacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               49     812      70     866      28     866    1459    +    1.1e-187  623.9  19.7  -
Clostridiales_Natranaerovirga                    -          LKAP-TSAKG2_C01_011_2018_2 -               50     870      22     865       5     866    1504    +    1.2e-187  623.7  23.2  -
Clostridiaceae_Clostridioides                    -          LKAP-TSAKG2_C01_011_2018_2 -               70     833      70     866      49     866    1493    +    1.3e-187  623.6  19.4  -
Clostridiales_Carboxydocella                     -          LKAP-TSAKG2_C01_011_2018_2 -               24     865      25     866       6     866    1458    +    2.5e-187  622.7  21.8  -
Leuconostocaceae_Oenococcus                      -          LKAP-TSAKG2_C01_011_2018_2 -               58     884      46     866      26     866    1496    +    3.1e-187  622.7  21.5  -
Peptococcaceae_Peptococcus                       -          LKAP-TSAKG2_C01_011_2018_2 -               33     880      25     866       7     866    1488    +    5.2e-187  621.6  22.9  -
Clostridiaceae_Romboutsia                        -          LKAP-TSAKG2_C01_011_2018_2 -               71     833      71     866      50     866    1462    +    6.7e-187  621.2  18.9  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-TSAKG2_C01_011_2018_2 -               25     829      73     866      53     866    1439    +    1.1e-186  620.7  20.0  -
Enterococcaceae_Bavariicoccus                    -          LKAP-TSAKG2_C01_011_2018_2 -               78     873      73     866      52     866    1470    +    1.8e-186  619.7  19.9  -
Heliobacteriaceae_Heliorestis                    -          LKAP-TSAKG2_C01_011_2018_2 -               93     857      74     866      53     866    1517    +    3.8e-186  619.0  19.2  -
Erysipelotrichaceae_Holdemania                   -          LKAP-TSAKG2_C01_011_2018_2 -               90     873      73     866      51     866    1518    +    4.1e-186  618.6  20.2  -
Clostridiaceae_Anaerosalibacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               49     860      22     865       5     866    1519    +      8e-186  617.7  23.5  -
Aerococcaceae_Abiotrophia                        -          LKAP-TSAKG2_C01_011_2018_2 -               94     889      73     866      53     866    1411    +    1.1e-185  617.2  20.0  -
Sporomusaceae_Propionispora                      -          LKAP-TSAKG2_C01_011_2018_2 -               83     887      73     866      53     866    1548    +    1.2e-185  617.1  19.9  -
Selenomonadaceae_Propionispira                   -          LKAP-TSAKG2_C01_011_2018_2 -                3     805      75     866      73     866    1448    +    3.3e-185  615.7  18.6  -
Clostridiales_Fusibacter                         -          LKAP-TSAKG2_C01_011_2018_2 -               45     857      25     866       5     866    1518    +    3.8e-185  615.6  23.4  -
Microbacteriaceae_Agromyces                      -          LKAP-TSAKG2_C01_011_2018_2 -               63     842      69     866      47     866    1477    +      4e-185  615.3  20.3  -
Lachnospiraceae_Anaerocolumna                    -          LKAP-TSAKG2_C01_011_2018_2 -               23     853      10     865       3     866    1478    +    4.7e-185  615.2  23.8  -
Clostridiales_Acetoanaerobium                    -          LKAP-TSAKG2_C01_011_2018_2 -                3     794      27     866      25     866    1343    +      6e-185  614.7  20.9  -
Peptostreptococcaceae_Peptostreptococcus         -          LKAP-TSAKG2_C01_011_2018_2 -               17     833      13     866       4     866    1473    +    6.5e-185  614.6  21.9  -
Clostridiales_Thermaerobacter                    -          LKAP-TSAKG2_C01_011_2018_2 -               94     888      75     866      54     866    1520    +    6.8e-185  614.7  19.9  -
Aerococcaceae_Globicatella                       -          LKAP-TSAKG2_C01_011_2018_2 -               62     854      74     866      53     866    1490    +      9e-185  614.0  19.7  -
Clostridiales_Sedimentibacter                    -          LKAP-TSAKG2_C01_011_2018_2 -              103     867      72     866      51     866    1478    +    1.4e-184  613.0  20.4  -
Lachnospiraceae_Butyrivibrio                     -          LKAP-TSAKG2_C01_011_2018_2 -               48     878      22     865       3     866    1518    +    1.4e-184  613.6  23.9  -
Bacillaceae_Microaerobacter                      -          LKAP-TSAKG2_C01_011_2018_2 -                2     795      76     866      75     866    1440    +    2.4e-184  612.8  19.0  -
Clostridiales_Vallitalea                         -          LKAP-TSAKG2_C01_011_2018_2 -               33     859      10     865       4     866    1480    +    5.8e-184  611.6  23.8  -
Rhodospirillaceae_Magnetospirillum               -          LKAP-TSAKG2_C01_011_2018_2 -               50     798      69     866      49     866    1443    +    5.9e-184  611.6  19.5  -
Bacillaceae_Texcoconibacillus                    -          LKAP-TSAKG2_C01_011_2018_2 -                3     825      49     866      47     866    1374    +    6.2e-184  611.3  21.1  -
Clostridiaceae_Paraclostridium                   -          LKAP-TSAKG2_C01_011_2018_2 -               56     834      42     866      21     866    1490    +    8.5e-184  611.2  19.6  -
Selenomonadaceae_Pectinatus                      -          LKAP-TSAKG2_C01_011_2018_2 -               85     882      74     866      54     866    1511    +    1.3e-183  610.4  19.6  -
Clostridiales_Blautia                            -          LKAP-TSAKG2_C01_011_2018_2 -               12     842      10     865       3     866    1453    +    2.5e-183  609.5  23.7  -
Geodermatophilaceae_Modestobacter                -          LKAP-TSAKG2_C01_011_2018_2 -               37     856      12     866       3     866    1469    +    2.6e-183  609.5  22.6  -
Geodermatophilaceae_Blastococcus                 -          LKAP-TSAKG2_C01_011_2018_2 -               25     840      14     866       3     866    1444    +    2.8e-183  609.4  22.2  -
Actinomycetaceae_Actinomyces                     -          LKAP-TSAKG2_C01_011_2018_2 -               17     864      13     866       4     866    1434    +    3.2e-183  609.3  22.5  -
Clostridiaceae_Hungatella                        -          LKAP-TSAKG2_C01_011_2018_2 -                2     817      22     865      21     866    1409    +    3.6e-183  609.0  23.3  -
Spirochaetaceae_Treponema                        -          LKAP-TSAKG2_C01_011_2018_2 -               66     855      74     866      54     866    1477    +    3.7e-183  609.2  20.1  -
Calditrichaeota_Caldithrix                       -          LKAP-TSAKG2_C01_011_2018_2 -               79     873      77     866      56     866    1504    +    4.1e-183  608.9  20.5  -
Desulfuromonadaceae_Desulfuromusa                -          LKAP-TSAKG2_C01_011_2018_2 -               66     863      46     866      24     866    1473    +    7.3e-183  607.9  20.2  -
Lachnospiraceae_Coprococcus                      -          LKAP-TSAKG2_C01_011_2018_2 -               33     831      25     865       5     866    1440    +    8.4e-183  608.0  21.2  -
Lactobacillaceae_Paralactobacillus               -          LKAP-TSAKG2_C01_011_2018_2 -               77     872      71     866      51     866    1495    +      1e-182  607.3  20.3  -
Eubacteriaceae_Acetobacterium                    -          LKAP-TSAKG2_C01_011_2018_2 -               76     833      74     866      54     866    1470    +    1.7e-182  606.9  21.1  -
Geodermatophilaceae_Geodermatophilus             -          LKAP-TSAKG2_C01_011_2018_2 -               73     849      67     866      45     866    1509    +    3.6e-182  605.8  20.7  -
Thermoactinomycetaceae_Marinithermofilum         -          LKAP-TSAKG2_C01_011_2018_2 -               50     896      23     866       4     866    1523    +      5e-182  605.3  23.5  -
Carnobacteriaceae_Atopobacter                    -          LKAP-TSAKG2_C01_011_2018_2 -               78     882      63     866      42     866    1511    +    7.3e-182  604.3  20.8  -
