# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_A08_064_2017_1 -               22     898       4     877       1     879    1526    +           0 1054.9  23.8  -
Thermoanaerobacteraceae_Thermanaeromonas         -          LKAP-GUTHK2_A08_064_2017_1 -               22     875       4     877       2     879    1506    +    1.9e-185  616.6  22.5  -
Thermoanaerobacteraceae_Thermoanaerobacter       -          LKAP-GUTHK2_A08_064_2017_1 -               25     866       4     877       1     879    1525    +    4.3e-185  615.0  22.1  -
Carnobacteriaceae_Lacticigenium                  -          LKAP-GUTHK2_A08_064_2017_1 -               30     878      18     877       2     879    1446    +    4.6e-185  615.2  23.4  -
Carnobacteriaceae_Isobaculum                     -          LKAP-GUTHK2_A08_064_2017_1 -               24     886      16     877       1     879    1515    +    9.8e-185  613.9  22.6  -
Geobacteraceae_Geoalkalibacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               29     903       4     877       2     879    1556    +    1.3e-184  613.6  22.6  -
Peptostreptococcaceae_Filifactor                 -          LKAP-GUTHK2_A08_064_2017_1 -               11     850       6     877       1     878    1450    +    1.3e-184  613.8  21.8  -
Sporomusaceae_Sporomusa                          -          LKAP-GUTHK2_A08_064_2017_1 -               28     896       4     877       2     879    1532    +    4.9e-184  611.7  21.6  -
Peptococcaceae_Peptococcus                       -          LKAP-GUTHK2_A08_064_2017_1 -               28     890      19     877       2     879    1488    +      6e-184  611.5  23.7  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-GUTHK2_A08_064_2017_1 -               25     901       3     877       2     879    1522    +      2e-183  609.7  23.0  -
Clostridiales_Natranaerovirga                    -          LKAP-GUTHK2_A08_064_2017_1 -               30     881       4     877       2     878    1504    +    3.6e-183  608.9  22.2  -
Carnobacteriaceae_Pisciglobus                    -          LKAP-GUTHK2_A08_064_2017_1 -               47     854      72     877      52     879    1501    +    3.9e-183  608.7  20.8  -
Erysipelotrichaceae_Holdemania                   -          LKAP-GUTHK2_A08_064_2017_1 -               89     882      73     876      49     878    1518    +    4.7e-183  608.5  20.8  -
Heliobacteriaceae_Heliobacterium                 -          LKAP-GUTHK2_A08_064_2017_1 -               45     862      19     877       2     879    1500    +    5.1e-183  608.6  21.2  -
Clostridiales_Thermaerobacter                    -          LKAP-GUTHK2_A08_064_2017_1 -               29     898       4     877       2     879    1520    +    5.7e-183  608.3  22.9  -
Desulfohalobiaceae_Desulfohalobium               -          LKAP-GUTHK2_A08_064_2017_1 -               20     884       5     877       2     879    1506    +    9.3e-183  607.4  22.7  -
Caldicoprobacteraceae_Caldicoprobacter           -          LKAP-GUTHK2_A08_064_2017_1 -               25     875       4     877       2     879    1530    +    1.2e-182  607.2  22.6  -
Desulfuromonadaceae_Desulfuromusa                -          LKAP-GUTHK2_A08_064_2017_1 -               47     873      19     877       2     879    1473    +    1.6e-182  606.8  21.2  -
Bacteroidaceae_Bacteroides                       -          LKAP-GUTHK2_A08_064_2017_1 -               37     874      19     877       3     878    1480    +    1.8e-182  606.7  22.4  -
Carnobacteriaceae_Atopococcus                    -          LKAP-GUTHK2_A08_064_2017_1 -               19     868      19     877       5     879    1500    +    3.9e-182  605.5  22.6  -
Clostridiaceae_Romboutsia                        -          LKAP-GUTHK2_A08_064_2017_1 -               44     843      18     877       2     878    1462    +    5.6e-182  604.9  19.6  -
Entomoplasmataceae_Entomoplasma                  -          LKAP-GUTHK2_A08_064_2017_1 -               35     858      19     874       2     878    1498    +    6.2e-182  605.3  21.4  -
Clostridiales_Acetoanaerobium                    -          LKAP-GUTHK2_A08_064_2017_1 -               37     804      74     877      52     878    1343    +    7.2e-182  604.6  19.2  -
Ruminococcaceae_Acetivibrio                      -          LKAP-GUTHK2_A08_064_2017_1 -               22     881       3     877       2     879    1529    +    1.1e-181  604.0  23.2  -
Geodermatophilaceae_Modestobacter                -          LKAP-GUTHK2_A08_064_2017_1 -               29     866       3     877       1     879    1469    +    1.2e-181  604.0  21.9  -
Clostridiales_Carboxydocella                     -          LKAP-GUTHK2_A08_064_2017_1 -               19     875      19     877       5     879    1458    +    1.4e-181  603.7  22.1  -
Bacillaceae_Aureibacillus                        -          LKAP-GUTHK2_A08_064_2017_1 -               31     900       6     877       1     879    1517    +    1.4e-181  603.7  21.9  -
Microbacteriaceae_Agromyces                      -          LKAP-GUTHK2_A08_064_2017_1 -                8     852       3     877       1     879    1477    +    1.9e-181  603.2  22.0  -
Thermoactinomycetaceae_Marinithermofilum         -          LKAP-GUTHK2_A08_064_2017_1 -               29     906       5     877       1     879    1523    +    2.7e-181  602.9  23.9  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-GUTHK2_A08_064_2017_1 -               10     876       5     877       2     879    1495    +      3e-181  602.7  23.1  -
Entomoplasmataceae_Mesoplasma                    -          LKAP-GUTHK2_A08_064_2017_1 -               33     858      18     874       2     878    1497    +    3.9e-181  602.5  21.2  -
Veillonellaceae_Veillonella                      -          LKAP-GUTHK2_A08_064_2017_1 -               29     842      75     877      64     879    1407    +    1.2e-180  600.7  20.3  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-GUTHK2_A08_064_2017_1 -               29     911       4     877       2     879    1546    +    1.3e-180  600.4  23.2  -
Clostridiaceae_Clostridioides                    -          LKAP-GUTHK2_A08_064_2017_1 -               26     843       4     877       2     878    1493    +    2.2e-180  599.6  20.2  -
Clostridiaceae_Tindallia                         -          LKAP-GUTHK2_A08_064_2017_1 -                9     853       4     877       2     878    1474    +    5.6e-180  598.3  23.0  -
Enterococcaceae_Bavariicoccus                    -          LKAP-GUTHK2_A08_064_2017_1 -               10     883       6     877       1     879    1470    +      1e-179  597.4  22.9  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP-GUTHK2_A08_064_2017_1 -               35     852      19     877       2     879    1449    +    1.6e-179  597.0  22.2  -
Kineosporiaceae_Kineosporia                      -          LKAP-GUTHK2_A08_064_2017_1 -               25     857       3     877       1     879    1475    +    1.6e-179  597.0  21.5  -
Peptostreptococcaceae_Peptostreptococcus         -          LKAP-GUTHK2_A08_064_2017_1 -                8     843       3     877       2     878    1473    +    1.8e-179  596.7  21.3  -
Geodermatophilaceae_Blastococcus                 -          LKAP-GUTHK2_A08_064_2017_1 -               16     850       4     877       1     879    1444    +    2.3e-179  596.4  21.5  -
Carnobacteriaceae_Atopobacter                    -          LKAP-GUTHK2_A08_064_2017_1 -               17     892       5     877       1     879    1511    +    2.6e-179  595.9  23.1  -
Rhodospirillaceae_Magnetospirillum               -          LKAP-GUTHK2_A08_064_2017_1 -                9     808       4     877       2     879    1443    +      3e-179  596.0  19.4  -
Clostridiaceae_Anaerosalibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               29     871       4     877       2     879    1519    +    5.7e-179  595.0  22.7  -
Micromonosporaceae_Luedemannella                 -          LKAP-GUTHK2_A08_064_2017_1 -               27     859       3     877       2     879    1506    +    6.2e-179  595.1  21.3  -
Enterococcaceae_Melissococcus                    -          LKAP-GUTHK2_A08_064_2017_1 -                1     788      91     877      91     879    1401    +      1e-178  594.1  17.5  -
Spirochaetaceae_Sphaerochaeta                    -          LKAP-GUTHK2_A08_064_2017_1 -               29     882       4     876       2     878    1529    +    1.1e-178  594.3  23.2  -
Microbacteriaceae_Pseudoclavibacter              -          LKAP-GUTHK2_A08_064_2017_1 -               10     847       5     877       1     879    1453    +    1.4e-178  593.8  21.6  -
Thermomonosporaceae_Actinomadura                 -          LKAP-GUTHK2_A08_064_2017_1 -                9     842       4     877       1     879    1467    +    1.8e-178  593.4  21.3  -
Clostridiales_Vallitalea                         -          LKAP-GUTHK2_A08_064_2017_1 -               27     870       3     877       2     878    1480    +    3.1e-178  592.7  22.7  -
Microbacteriaceae_Leucobacter                    -          LKAP-GUTHK2_A08_064_2017_1 -               18     856       4     877       2     879    1478    +    3.1e-178  592.7  21.9  -
Micrococcaceae_Arthrobacter                      -          LKAP-GUTHK2_A08_064_2017_1 -               18     855       4     877       2     879    1472    +    3.6e-178  592.5  21.4  -
Clostridiales_Fusibacter                         -          LKAP-GUTHK2_A08_064_2017_1 -               21     867       4     877       2     878    1518    +    4.6e-178  592.1  22.5  -
Carnobacteriaceae_Desemzia                       -          LKAP-GUTHK2_A08_064_2017_1 -               16     882       5     877       1     879    1505    +    4.8e-178  591.8  22.7  -
Bacillaceae_Caldibacillus                        -          LKAP-GUTHK2_A08_064_2017_1 -               11     881       6     877       1     879    1512    +    6.4e-178  591.7  22.7  -
Clostridiales_Sedimentibacter                    -          LKAP-GUTHK2_A08_064_2017_1 -                9     877       4     877       2     879    1478    +    6.9e-178  590.8  22.5  -
Geodermatophilaceae_Geodermatophilus             -          LKAP-GUTHK2_A08_064_2017_1 -               25     859       6     877       2     879    1509    +    8.3e-178  591.3  21.7  -
Chromobacteriaceae_Aquaspirillum                 -          LKAP-GUTHK2_A08_064_2017_1 -               28     879       3     877       1     879    1488    +    9.6e-178  591.1  22.4  -
Clostridiaceae_Terrisporobacter                  -          LKAP-GUTHK2_A08_064_2017_1 -                8     822       7     877       2     878    1459    +      1e-177  590.9  19.4  -
Paenibacillaceae_Oxalophagus                     -          LKAP-GUTHK2_A08_064_2017_1 -               13     864       6     877       1     879    1497    +    1.1e-177  590.9  22.0  -
Streptomycetaceae_Kitasatospora                  -          LKAP-GUTHK2_A08_064_2017_1 -               29     860       4     877       1     879    1482    +    1.1e-177  591.0  21.5  -
Bacillaceae_Texcoconibacillus                    -          LKAP-GUTHK2_A08_064_2017_1 -                3     835      50     877      48     879    1374    +    1.2e-177  590.5  22.2  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-GUTHK2_A08_064_2017_1 -               25     839      74     877      54     878    1439    +    1.4e-177  590.6  20.5  -
Aerococcaceae_Globicatella                       -          LKAP-GUTHK2_A08_064_2017_1 -               17     864      19     877       5     879    1490    +    1.5e-177  590.1  22.4  -
Kineosporiaceae_Kineococcus                      -          LKAP-GUTHK2_A08_064_2017_1 -               17     850       4     877       2     879    1442    +    1.6e-177  590.4  21.3  -
Actinomycetaceae_Actinomyces                     -          LKAP-GUTHK2_A08_064_2017_1 -                8     874       3     877       1     879    1434    +    2.3e-177  589.9  22.6  -
Calditrichaeota_Caldithrix                       -          LKAP-GUTHK2_A08_064_2017_1 -               16     883       4     877       2     878    1504    +    2.3e-177  589.9  22.7  -
Thermoactinomycetaceae_Polycladomyces            -          LKAP-GUTHK2_A08_064_2017_1 -               10     886       5     877       1     879    1485    +    2.4e-177  589.8  23.6  -
