# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1b_forward          -                2     900       2     900       1     900    1491    +           0 1155.7  18.8  -
Moraxellaceae_Moraxella                          -          A1b_forward          -                1     886       9     900       9     900    1446    +    1.3e-306 1018.3  18.9  -
Enterobacteriaceae_Pluralibacter                 -          A1b_forward          -               23     927       3     900       1     900    1532    +    1.3e-230  766.2  18.7  -
Enterobacteriaceae_Kosakonia                     -          A1b_forward          -                2     882      22     900      21     900    1422    +    1.7e-230  765.6  18.2  -
Francisellaceae_Francisella                      -          A1b_forward          -               22     914       2     899       1     900    1520    +    2.7e-230  765.3  18.9  -
Oxalobacteraceae_Collimonas                      -          A1b_forward          -                2     896       2     899       1     900    1453    +    5.1e-230  764.5  19.3  -
Enterobacteriaceae_Kluyvera                      -          A1b_forward          -                1     890      13     900      13     900    1455    +    6.6e-230  764.0  18.5  -
Yersiniaceae_Rouxiella                           -          A1b_forward          -               31     933       2     900       1     900    1551    +    7.4e-230  763.7  18.6  -
Aeromonadaceae_Tolumonas                         -          A1b_forward          -               12     915       2     900       1     900    1514    +    8.2e-230  763.7  18.8  -
Lysobacteraceae_Stenotrophomonas                 -          A1b_forward          -                4     906       4     900       2     900    1484    +    8.5e-230  763.6  19.0  -
Rhodocyclaceae_Thauera                           -          A1b_forward          -                2     898       5     899       4     900    1487    +    9.4e-230  763.5  18.9  -
Morganellaceae_Providencia                       -          A1b_forward          -               10     910       2     900       1     900    1489    +    1.3e-229  763.0  18.8  -
Enterobacteriaceae_Cronobacter                   -          A1b_forward          -                1     881      24     900      24     900    1422    +    1.7e-229  762.7  18.4  -
Thermithiobacillaceae_Thermithiobacillus         -          A1b_forward          -                2     883      17     900      16     900    1419    +      2e-229  762.4  18.4  -
Acetobacteraceae_Acetobacter                     -          A1b_forward          -                3     849       3     900       1     900    1433    +    4.5e-229  761.4  19.2  -
Chromobacteriaceae_Deefgea                       -          A1b_forward          -                4     903       3     900       1     900    1511    +    6.3e-229  760.8  18.9  -
Burkholderiales_Inhella                          -          A1b_forward          -               11     902       3     899       1     900    1472    +    8.9e-229  760.3  18.8  -
Pectobacteriaceae_Brenneria                      -          A1b_forward          -                2     882      24     900      23     900    1457    +    9.8e-229  760.0  18.4  -
Nitrosomonadaceae_Nitrosospira                   -          A1b_forward          -               22     916       2     899       1     900    1529    +    1.2e-228  759.9  19.3  -
Succinivibrionaceae_Anaerobiospirillum           -          A1b_forward          -               13     884       3     900       1     900    1494    +    1.4e-228  759.5  19.5  -
Alcaligenaceae_Azohydromonas                     -          A1b_forward          -                2     892       6     899       5     900    1464    +    1.4e-228  759.6  18.5  -
Rhodanobacteraceae_Frateuria                     -          A1b_forward          -               22     926       2     900       1     900    1542    +    1.7e-228  759.2  18.8  -
Rhodanobacteraceae_Fulvimonas                    -          A1b_forward          -                7     910       2     900       1     900    1484    +    3.1e-228  758.4  18.8  -
Neisseriaceae_Uruburuella                        -          A1b_forward          -                3     903       3     899       1     900    1477    +    3.4e-228  758.4  18.8  -
Alcaligenaceae_Taylorella                        -          A1b_forward          -               22     929       2     899       1     900    1521    +    3.6e-228  758.4  18.9  -
Morganellaceae_Proteus                           -          A1b_forward          -               12     914       2     900       1     900    1494    +    4.2e-228  758.0  18.7  -
Rhodanobacteraceae_Rhodanobacter                 -          A1b_forward          -                8     911       3     900       1     900    1481    +    4.4e-228  758.0  18.8  -
Rhodanobacteraceae_Dyella                        -          A1b_forward          -                4     906       3     900       1     900    1453    +    4.5e-228  757.9  18.8  -
Nevskiaceae_Hydrocarboniphaga                    -          A1b_forward          -               22     907       2     900       1     900    1487    +      5e-228  758.1  18.4  -
Acidithiobacillaceae_Acidithiobacillus           -          A1b_forward          -                2     895       3     900       2     900    1457    +    7.8e-228  757.0  19.1  -
Alcaligenaceae_Candidimonas                      -          A1b_forward          -                1     870      27     899      27     900    1411    +      8e-228  757.2  18.4  -
Methylophilaceae_Methylotenera                   -          A1b_forward          -               22     919       2     900       1     900    1526    +    8.3e-228  757.0  19.1  -
Enterobacteriaceae_Franconibacter                -          A1b_forward          -                9     908       3     900       1     900    1325    +    9.8e-228  757.1  18.7  -
Rhodocyclaceae_Azospira                          -          A1b_forward          -                2     890      12     899      11     900    1484    +      1e-227  756.8  19.2  -
Vibrionaceae_Grimontia                           -          A1b_forward          -                3     914       3     900       1     900    1493    +    1.3e-227  756.2  18.7  -
Alcaligenaceae_Achromobacter                     -          A1b_forward          -                2     896       2     899       1     900    1483    +    1.6e-227  756.0  19.0  -
Aeromonadaceae_Pseudaeromonas                    -          A1b_forward          -                2     887      19     900      18     900    1491    +    1.7e-227  755.8  18.2  -
