# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B05_045_2017_1 -               30     896      13     877       1     879    1526    +    8.3e-305 1012.3  22.4  -
Bacillaceae_Compostibacillus                     -          LKAP-GUTHK2_B05_045_2017_1 -              153     956      78     877      58     880    1555    +    1.8e-177  590.0  17.9  -
Acholeplasmataceae_Acholeplasma                  -          LKAP-GUTHK2_B05_045_2017_1 -                9     843      13     877       4     880    1437    +    4.4e-177  588.7  21.0  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-GUTHK2_B05_045_2017_1 -               39     899      18     877       2     879    1522    +    5.5e-177  588.4  20.9  -
Thermoanaerobacteraceae_Thermanaeromonas         -          LKAP-GUTHK2_B05_045_2017_1 -               29     873      12     877       1     879    1506    +      8e-177  588.0  21.0  -
Peptococcaceae_Desulfitispora                    -          LKAP-GUTHK2_B05_045_2017_1 -               13     851      51     877      42     879    1479    +    9.6e-177  587.7  19.1  -
Leuconostocaceae_Oenococcus                      -          LKAP-GUTHK2_B05_045_2017_1 -               18     892      12     877       2     879    1496    +    3.4e-176  586.1  22.0  -
Heliobacteriaceae_Heliobacterium                 -          LKAP-GUTHK2_B05_045_2017_1 -               37     860      16     877       1     879    1500    +    4.4e-176  585.6  19.6  -
Enterococcaceae_Catellicoccus                    -          LKAP-GUTHK2_B05_045_2017_1 -                3     861      19     877      17     881    1480    +    5.3e-176  585.0  19.1  -
Thermoactinomycetaceae_Marinithermofilum         -          LKAP-GUTHK2_B05_045_2017_1 -               36     904      12     877       1     880    1523    +    7.1e-176  584.9  22.6  -
Desulfohalobiaceae_Desulfohalobium               -          LKAP-GUTHK2_B05_045_2017_1 -               27     882      13     877       2     879    1506    +    7.3e-176  584.5  21.5  -
Geodermatophilaceae_Modestobacter                -          LKAP-GUTHK2_B05_045_2017_1 -               41     864      16     877       1     879    1469    +    1.2e-175  584.1  20.7  -
Clostridiales_Acetoanaerobium                    -          LKAP-GUTHK2_B05_045_2017_1 -               36     802      77     877      35     879    1343    +    1.6e-175  583.5  17.5  -
Caldicoprobacteraceae_Caldicoprobacter           -          LKAP-GUTHK2_B05_045_2017_1 -               31     873      11     877       1     879    1530    +    1.8e-175  583.5  21.4  -
Carnobacteriaceae_Isobaculum                     -          LKAP-GUTHK2_B05_045_2017_1 -               17     884      12     877       1     881    1515    +    1.8e-175  583.2  21.2  -
Peptococcaceae_Peptococcus                       -          LKAP-GUTHK2_B05_045_2017_1 -               19     888      15     877       2     879    1488    +    3.3e-175  582.5  22.3  -
Carnobacteriaceae_Lacticigenium                  -          LKAP-GUTHK2_B05_045_2017_1 -               23     876      15     877       1     881    1446    +    4.1e-175  582.3  21.4  -
Bacillaceae_Aureibacillus                        -          LKAP-GUTHK2_B05_045_2017_1 -               37     898      12     877       1     881    1517    +    4.2e-175  582.3  21.0  -
Sporomusaceae_Sporomusa                          -          LKAP-GUTHK2_B05_045_2017_1 -               36     894      13     877       1     879    1532    +    7.4e-175  581.3  20.7  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-GUTHK2_B05_045_2017_1 -               17     874      13     877       2     879    1495    +      1e-174  581.0  21.6  -
Erysipelotrichaceae_Holdemania                   -          LKAP-GUTHK2_B05_045_2017_1 -               37     881      12     877       1     880    1518    +    1.4e-174  580.5  21.9  -
Entomoplasmataceae_Entomoplasma                  -          LKAP-GUTHK2_B05_045_2017_1 -               27     859      16     877       2     880    1498    +    1.5e-174  580.8  19.6  -
Microbacteriaceae_Agromyces                      -          LKAP-GUTHK2_B05_045_2017_1 -               14     850      10     877       2     879    1477    +    8.2e-174  577.9  21.2  -
Entomoplasmataceae_Mesoplasma                    -          LKAP-GUTHK2_B05_045_2017_1 -               27     859      16     877       2     880    1497    +    9.1e-174  578.1  19.5  -
Ruminococcaceae_Acetivibrio                      -          LKAP-GUTHK2_B05_045_2017_1 -               36     879      18     877       1     880    1529    +    9.4e-174  577.7  21.5  -
Clostridiales_Thermaerobacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               37     896      13     877       1     879    1520    +    1.6e-173  577.1  21.7  -
Clostridiales_Natranaerovirga                    -          LKAP-GUTHK2_B05_045_2017_1 -               37     879      12     877       1     879    1504    +    1.8e-173  576.7  21.3  -
Clostridiaceae_Clostridioides                    -          LKAP-GUTHK2_B05_045_2017_1 -               34     841      13     877       2     879    1493    +    1.9e-173  576.7  19.4  -
Clostridiales_Carboxydocella                     -          LKAP-GUTHK2_B05_045_2017_1 -                8     873      13     877       6     879    1458    +      2e-173  576.7  20.5  -
Desulfuromonadaceae_Desulfuromusa                -          LKAP-GUTHK2_B05_045_2017_1 -               39     871      16     877       2     879    1473    +    2.6e-173  576.3  20.1  -
Bacillaceae_Texcoconibacillus                    -          LKAP-GUTHK2_B05_045_2017_1 -                3     833      54     877      52     881    1374    +    4.3e-173  575.4  18.9  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP-GUTHK2_B05_045_2017_1 -               23     850      12     877       1     880    1449    +      5e-173  575.5  21.0  -
Geodermatophilaceae_Blastococcus                 -          LKAP-GUTHK2_B05_045_2017_1 -               29     848      17     877       1     879    1444    +    6.5e-173  575.1  20.9  -
Clostridiaceae_Tindallia                         -          LKAP-GUTHK2_B05_045_2017_1 -               17     851      13     877       2     879    1474    +    1.1e-172  574.1  21.7  -
Chromobacteriaceae_Aquaspirillum                 -          LKAP-GUTHK2_B05_045_2017_1 -               33     877       8     877       1     879    1488    +    1.9e-172  573.6  21.8  -
Thermoactinomycetaceae_Polycladomyces            -          LKAP-GUTHK2_B05_045_2017_1 -               17     884      12     877       1     880    1485    +    2.7e-172  573.1  22.3  -
Spirochaetaceae_Sphaerochaeta                    -          LKAP-GUTHK2_B05_045_2017_1 -               42     881      17     877       2     880    1529    +    5.3e-172  572.1  20.1  -
Peptostreptococcaceae_Peptostreptococcus         -          LKAP-GUTHK2_B05_045_2017_1 -               17     841      13     877       2     879    1473    +    6.8e-172  571.5  20.0  -
Clostridiales_Fusibacter                         -          LKAP-GUTHK2_B05_045_2017_1 -               28     865      12     877       1     879    1518    +    6.8e-172  571.7  21.5  -
Microbacteriaceae_Pseudoclavibacter              -          LKAP-GUTHK2_B05_045_2017_1 -               22     845      18     877       2     879    1453    +    8.2e-172  571.4  20.7  -
Geodermatophilaceae_Geodermatophilus             -          LKAP-GUTHK2_B05_045_2017_1 -               32     857      14     877       1     879    1509    +    1.1e-171  571.1  21.3  -
Thermoanaerobacterales_Thermoanaerobacterium     -          LKAP-GUTHK2_B05_045_2017_1 -               33     849      13     877       1     879    1500    +    1.1e-171  570.8  20.5  -
Carnobacteriaceae_Atopococcus                    -          LKAP-GUTHK2_B05_045_2017_1 -               12     866      16     877       5     880    1500    +    1.2e-171  570.8  20.6  -
Carnobacteriaceae_Pisciglobus                    -          LKAP-GUTHK2_B05_045_2017_1 -               47     852      76     877      55     880    1501    +    1.5e-171  570.3  18.1  -
Bacillaceae_Vulcanibacillus                      -          LKAP-GUTHK2_B05_045_2017_1 -               27     886      12     877       1     880    1526    +      2e-171  569.9  21.4  -
Veillonellaceae_Veillonella                      -          LKAP-GUTHK2_B05_045_2017_1 -               29     840      79     877      67     879    1407    +    2.2e-171  570.0  17.7  -
Micrococcaceae_Arthrobacter                      -          LKAP-GUTHK2_B05_045_2017_1 -               28     853      15     877       1     879    1472    +    3.3e-171  569.5  20.3  -
Clostridiaceae_Youngiibacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               35     858      12     877       1     879    1466    +    3.3e-171  569.4  19.4  -
Micromonosporaceae_Luedemannella                 -          LKAP-GUTHK2_B05_045_2017_1 -               40     857      17     877       1     879    1506    +    3.4e-171  569.4  20.4  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-GUTHK2_B05_045_2017_1 -               36     909      12     877       1     879    1546    +    4.3e-171  568.8  22.0  -
Rhodospirillaceae_Magnetospirillum               -          LKAP-GUTHK2_B05_045_2017_1 -               19     806      15     877       2     879    1443    +    5.1e-171  568.8  18.3  -
Thermomonosporaceae_Actinomadura                 -          LKAP-GUTHK2_B05_045_2017_1 -               23     840      18     877       2     879    1467    +    6.5e-171  568.4  20.2  -
Kineosporiaceae_Kineosporia                      -          LKAP-GUTHK2_B05_045_2017_1 -               34     855      13     877       1     879    1475    +    8.3e-171  568.1  20.9  -
Clostridiales_Vallitalea                         -          LKAP-GUTHK2_B05_045_2017_1 -               40     868      17     877       1     879    1480    +    8.4e-171  568.0  20.8  -
Microbacteriaceae_Leucobacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               24     854      11     877       1     879    1478    +    8.8e-171  568.0  21.4  -
Halobacteroidaceae_Orenia                        -          LKAP-GUTHK2_B05_045_2017_1 -               15     844      19     875       6     879    1422    +    1.9e-170  566.7  20.0  -
Paenibacillaceae_Oxalophagus                     -          LKAP-GUTHK2_B05_045_2017_1 -               19     862      12     877       1     880    1497    +    2.2e-170  566.7  21.1  -
Thermoanaerobacteraceae_Ammonifex                -          LKAP-GUTHK2_B05_045_2017_1 -               36     903      12     877       1     879    1571    +    2.4e-170  566.8  21.3  -
Clostridiaceae_Anaerosalibacter                  -          LKAP-GUTHK2_B05_045_2017_1 -               36     869      12     877       1     879    1519    +    2.7e-170  566.3  21.3  -
Patulibacteraceae_Patulibacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               36     874      12     877       1     879    1494    +    2.7e-170  566.2  21.5  -
Enterococcaceae_Bavariicoccus                    -          LKAP-GUTHK2_B05_045_2017_1 -               16     881      12     877       1     881    1470    +    3.1e-170  566.0  21.7  -
Bacillaceae_Caldibacillus                        -          LKAP-GUTHK2_B05_045_2017_1 -               17     879      12     877       1     880    1512    +    3.6e-170  566.0  21.5  -
Clostridiaceae_Terrisporobacter                  -          LKAP-GUTHK2_B05_045_2017_1 -               15     820      15     877       3     879    1459    +    9.4e-170  564.5  18.4  -
Actinomycetaceae_Actinomyces                     -          LKAP-GUTHK2_B05_045_2017_1 -               23     872      18     877       2     879    1434    +    9.5e-170  564.7  20.8  -
Clostridiales_Sedimentibacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               17     875      13     877       2     879    1478    +    1.2e-169  563.5  21.5  -
Pseudonocardiaceae_Amycolatopsis                 -          LKAP-GUTHK2_B05_045_2017_1 -               22     840      17     877       1     879    1464    +    1.3e-169  564.1  20.8  -
Carnobacteriaceae_Atopobacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               24     890      12     877       1     880    1511    +    1.4e-169  563.7  21.8  -
