# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_E09_071_2018_2 -               19     843      14     835      10     835    1504    +           0 1040.8  21.4  -
Veillonellaceae_Dialister                        -          LKAP-TSAKG2_E09_071_2018_2 -               26     847      21     827      10     835    1502    +    6.1e-191  634.6  22.3  -
Paenibacillaceae_Oxalophagus                     -          LKAP-TSAKG2_E09_071_2018_2 -               22     832      15     833       7     835    1497    +    8.1e-191  634.2  21.9  -
Bacillaceae_Caenibacillus                        -          LKAP-TSAKG2_E09_071_2018_2 -               29     855      22     833       8     835    1490    +      1e-190  633.9  21.5  -
Peptococcaceae_Desulfitispora                    -          LKAP-TSAKG2_E09_071_2018_2 -               40     819      61     831      41     834    1479    +    1.3e-190  633.6  22.9  -
Enterococcaceae_Catellicoccus                    -          LKAP-TSAKG2_E09_071_2018_2 -                8     833      22     835      17     835    1480    +    1.7e-190  632.9  21.8  -
Carnobacteriaceae_Isobaculum                     -          LKAP-TSAKG2_E09_071_2018_2 -               28     856      21     835       8     835    1515    +      2e-190  632.6  21.6  -
Thermoanaerobacteraceae_Thermoanaerobacter       -          LKAP-TSAKG2_E09_071_2018_2 -               35     809      14     807      10     827    1525    +    2.6e-190  632.2  22.6  -
Desulfuromonadaceae_Pelobacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               47     868      21     834      11     835    1542    +    3.2e-190  632.4  21.9  -
Veillonellaceae_Veillonella                      -          LKAP-TSAKG2_E09_071_2018_2 -                5     805      40     828      36     835    1407    +    3.2e-190  632.3  22.2  -
Clostridiales_Natranaerovirga                    -          LKAP-TSAKG2_E09_071_2018_2 -               40     826      14     811      10     831    1504    +    3.8e-190  631.9  22.5  -
Peptoniphilaceae_Peptoniphilus                   -          LKAP-TSAKG2_E09_071_2018_2 -                1     775      22     811      22     831    1433    +    4.2e-190  632.2  22.4  -
Lachnospiraceae_Butyrivibrio                     -          LKAP-TSAKG2_E09_071_2018_2 -               47     835      21     811      11     831    1518    +    1.2e-189  630.4  22.7  -
Peptococcaceae_Peptococcus                       -          LKAP-TSAKG2_E09_071_2018_2 -               19     858      14     833       7     835    1488    +    1.5e-189  630.0  21.8  -
Symbiobacteriaceae_Symbiobacterium               -          LKAP-TSAKG2_E09_071_2018_2 -               13     840      13     833       6     835    1468    +    1.8e-189  630.2  21.1  -
Clostridiales_Tissierella                        -          LKAP-TSAKG2_E09_071_2018_2 -               45     840      21     834      10     835    1415    +    4.2e-189  628.7  21.8  -
Peptostreptococcaceae_Filifactor                 -          LKAP-TSAKG2_E09_071_2018_2 -               29     802      22     812      11     832    1450    +      9e-189  627.5  22.1  -
Clostridiales_Sedimentibacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               29     842      22     830      11     834    1478    +    9.1e-189  626.7  21.5  -
Clostridiaceae_Romboutsia                        -          LKAP-TSAKG2_E09_071_2018_2 -               45     813      21     835       9     835    1462    +    1.1e-188  627.1  20.9  -
Enterococcaceae_Melissococcus                    -          LKAP-TSAKG2_E09_071_2018_2 -                1     757      78     834      78     835    1401    +    1.1e-188  627.0  20.4  -
Heliobacteriaceae_Heliobacterium                 -          LKAP-TSAKG2_E09_071_2018_2 -               45     830      21     833      11     835    1500    +    7.4e-188  624.6  21.8  -
Sporomusaceae_Pelosinus                          -          LKAP-TSAKG2_E09_071_2018_2 -               46     855      21     826       9     835    1550    +    8.2e-188  623.6  21.8  -
Peptostreptococcaceae_Peptostreptococcus         -          LKAP-TSAKG2_E09_071_2018_2 -               28     813      21     835      11     835    1473    +      9e-188  624.1  21.2  -
Sporolactobacillaceae_Tuberibacillus             -          LKAP-TSAKG2_E09_071_2018_2 -               28     854      21     833       8     835    1486    +      1e-187  623.8  21.5  -
Clostridiales_Acetoanaerobium                    -          LKAP-TSAKG2_E09_071_2018_2 -                1     748      26     806      26     815    1343    +    2.1e-187  622.8  22.8  -
Selenomonadaceae_Pectinatus                      -          LKAP-TSAKG2_E09_071_2018_2 -               49     852      22     827      12     834    1511    +    2.2e-187  622.8  22.2  -
Haliangiaceae_Haliangium                         -          LKAP-TSAKG2_E09_071_2018_2 -               45     858      22     829      13     835    1507    +    2.4e-187  622.9  22.4  -
Selenomonadaceae_Propionispira                   -          LKAP-TSAKG2_E09_071_2018_2 -                1     775      61     827      61     835    1448    +    2.6e-187  622.6  23.2  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-TSAKG2_E09_071_2018_2 -               46     871      22     835      13     835    1522    +      3e-187  622.3  22.0  -
Selenomonadaceae_Mitsuokella                     -          LKAP-TSAKG2_E09_071_2018_2 -               43     858      22     827      12     834    1543    +    3.4e-187  622.1  22.1  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP-TSAKG2_E09_071_2018_2 -               35     795      21     807       9     827    1449    +    6.1e-187  621.5  23.3  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-TSAKG2_E09_071_2018_2 -               20     827      15     813      10     833    1495    +    1.4e-186  620.2  23.0  -
Aerococcaceae_Eremococcus                        -          LKAP-TSAKG2_E09_071_2018_2 -               19     830      21     830      10     835    1385    +    2.1e-186  619.4  21.7  -
Aerococcaceae_Globicatella                       -          LKAP-TSAKG2_E09_071_2018_2 -               17     829      21     830       9     835    1490    +    2.2e-186  619.3  21.4  -
Eubacteriaceae_Acetobacterium                    -          LKAP-TSAKG2_E09_071_2018_2 -               27     812      22     834      13     835    1470    +    2.2e-186  619.7  22.2  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-TSAKG2_E09_071_2018_2 -               24     799      60     827      43     834    1439    +    2.6e-186  619.4  22.4  -
Thermoanaerobacteraceae_Thermanaeromonas         -          LKAP-TSAKG2_E09_071_2018_2 -               33     843      15     833      11     835    1506    +    2.6e-186  619.4  21.8  -
Clostridiaceae_Clostridioides                    -          LKAP-TSAKG2_E09_071_2018_2 -               37     813      15     835      11     835    1493    +      8e-186  617.6  21.6  -
Heliobacteriaceae_Heliorestis                    -          LKAP-TSAKG2_E09_071_2018_2 -               39     835      14     833      10     834    1517    +    1.5e-185  617.0  21.4  -
Streptococcaceae_Faecalicoccus                   -          LKAP-TSAKG2_E09_071_2018_2 -               39     855      14     833      10     835    1380    +    1.5e-185  617.1  22.0  -
Acidaminococcaceae_Phascolarctobacterium         -          LKAP-TSAKG2_E09_071_2018_2 -              162     940      57     827      35     834    1610    +    2.1e-185  616.1  22.5  -
Aerococcaceae_Dolosicoccus                       -          LKAP-TSAKG2_E09_071_2018_2 -               29     851      22     833       9     835    1510    +    2.1e-185  616.1  21.4  -
Desulfohalobiaceae_Desulfohalobium               -          LKAP-TSAKG2_E09_071_2018_2 -               30     852      15     833      11     835    1506    +    2.8e-185  615.7  22.0  -
Leuconostocaceae_Oenococcus                      -          LKAP-TSAKG2_E09_071_2018_2 -               87     863      61     834      39     835    1496    +    4.1e-185  615.6  22.2  -
Geobacteraceae_Geoalkalibacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               39     860      14     824      10     835    1556    +    4.1e-185  615.2  22.1  -
Caldicoprobacteraceae_Caldicoprobacter           -          LKAP-TSAKG2_E09_071_2018_2 -               36     824      15     813      10     833    1530    +    5.4e-185  615.0  22.6  -
Aerococcaceae_Abiotrophia                        -          LKAP-TSAKG2_E09_071_2018_2 -               40     867      15     833       7     835    1411    +    7.6e-185  614.3  21.5  -
Thermoanaerobacteraceae_Ammonifex                -          LKAP-TSAKG2_E09_071_2018_2 -               40     872      15     832      10     835    1571    +    2.3e-184  613.2  22.2  -
Clostridiaceae_Sporosalibacterium                -          LKAP-TSAKG2_E09_071_2018_2 -               49     819      22     810      12     830    1521    +    2.8e-184  612.6  22.1  -
Bacillaceae_Caldibacillus                        -          LKAP-TSAKG2_E09_071_2018_2 -               21     851      16     835       7     835    1512    +    4.4e-184  612.0  21.6  -
Thermoanaerobacteraceae_Carboxydothermus         -          LKAP-TSAKG2_E09_071_2018_2 -               34     836      22     808      11     822    1499    +    5.1e-184  611.7  23.0  -
Lachnospiraceae_Anaerocolumna                    -          LKAP-TSAKG2_E09_071_2018_2 -               38     809      22     811      12     827    1478    +    6.3e-184  611.4  22.4  -
Lachnospiraceae_Coprococcus                      -          LKAP-TSAKG2_E09_071_2018_2 -               29     811      22     834      12     835    1440    +    6.5e-184  611.6  21.7  -
Carnobacteriaceae_Atopobacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               35     861      21     834       8     835    1511    +    6.7e-184  611.0  21.5  -
Clostridiaceae_Youngiibacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               39     819      15     826      10     834    1466    +    1.1e-183  610.8  21.9  -
Clostridiaceae_Paraclostridium                   -          LKAP-TSAKG2_E09_071_2018_2 -               40     814      15     835      10     835    1490    +    1.3e-183  610.5  22.2  -
Thermoactinomycetaceae_Salinithrix               -          LKAP-TSAKG2_E09_071_2018_2 -               40     853      15     823       7     834    1509    +    1.4e-183  610.4  21.9  -
Lactobacillaceae_Paralactobacillus               -          LKAP-TSAKG2_E09_071_2018_2 -               26     852      16     835       7     835    1495    +    3.1e-183  608.9  21.6  -
Bacillaceae_Natribacillus                        -          LKAP-TSAKG2_E09_071_2018_2 -              142     921      57     833      37     835    1557    +    5.1e-183  608.5  21.6  -
Clostridiaceae_Terrisporobacter                  -          LKAP-TSAKG2_E09_071_2018_2 -               24     792      21     835      11     835    1459    +    8.2e-183  607.7  21.0  -
Erysipelotrichaceae_Holdemania                   -          LKAP-TSAKG2_E09_071_2018_2 -               48     851      21     833       7     835    1518    +    2.1e-182  606.3  22.0  -
Pseudomonadaceae_Pseudomonas                     -          LKAP-TSAKG2_E09_071_2018_2 -               36     840      22     835      12     835    1502    +    2.3e-182  606.3  22.0  -
Defluviitaleaceae_Defluviitalea                  -          LKAP-TSAKG2_E09_071_2018_2 -               19     782      22     810      10     830    1413    +      3e-182  606.0  22.1  -
Clostridiaceae_Tindallia                         -          LKAP-TSAKG2_E09_071_2018_2 -               29     822      22     834      11     835    1474    +    3.3e-182  605.7  22.1  -
Thermoanaerobacteraceae_Caldanaerobius           -          LKAP-TSAKG2_E09_071_2018_2 -               42     795      21     807       8     816    1448    +    4.2e-182  605.6  22.8  -
Sporomusaceae_Propionispora                      -          LKAP-TSAKG2_E09_071_2018_2 -               48     857      22     827      11     834    1548    +    4.2e-182  605.4  22.5  -
Thermoactinomycetaceae_Paludifilum               -          LKAP-TSAKG2_E09_071_2018_2 -               20     842      15     830       7     835    1362    +    4.5e-182  605.4  21.7  -
