# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          B0306_LKAP-FHGF1_A06_048 -               24     950       6     927       2     933    1466    +           0 1057.0  17.5  -
Vibrionaceae_Photobacterium                      -          B0306_LKAP-FHGF1_A06_048 -               23     950       5     927       2     933    1487    +    1.1e-304 1011.8  17.4  -
Alcaligenaceae_Paenalcaligenes                   -          B0306_LKAP-FHGF1_A06_048 -               23     939       5     927       3     933    1432    +    2.9e-217  722.2  17.0  -
Lysobacteraceae_Stenotrophomonas                 -          B0306_LKAP-FHGF1_A06_048 -               24     942       6     927       2     933    1484    +      5e-217  721.3  17.4  -
Lysobacteraceae_Ignatzschineria                  -          B0306_LKAP-FHGF1_A06_048 -               43     957       6     927       3     933    1541    +      5e-217  721.3  16.9  -
Piscirickettsiaceae_Thiomicrorhabdus             -          B0306_LKAP-FHGF1_A06_048 -               31     952       6     927       1     933    1464    +    5.5e-217  721.0  16.7  -
Ectothiorhodospiraceae_Thiohalospira             -          B0306_LKAP-FHGF1_A06_048 -                3     901      22     927      20     933    1318    +      6e-217  721.2  17.3  -
Oxalobacteraceae_Undibacterium                   -          B0306_LKAP-FHGF1_A06_048 -               19     929       5     927       2     933    1442    +    1.3e-216  720.1  17.3  -
Rhodanobacteraceae_Luteibacter                   -          B0306_LKAP-FHGF1_A06_048 -               30     947       6     927       2     933    1457    +      3e-216  718.8  17.5  -
Chromatiaceae_Marichromatium                     -          B0306_LKAP-FHGF1_A06_048 -               34     936       6     927       2     933    1440    +    4.1e-216  718.6  16.6  -
Burkholderiaceae_Paraburkholderia                -          B0306_LKAP-FHGF1_A06_048 -               23     933       5     927       2     933    1472    +    4.6e-216  718.3  17.3  -
Burkholderiaceae_Pandoraea                       -          B0306_LKAP-FHGF1_A06_048 -               23     935       5     927       2     933    1456    +      5e-216  718.2  17.0  -
Granulosicoccaceae_Granulosicoccus               -          B0306_LKAP-FHGF1_A06_048 -               24     941       6     927       3     933    1471    +    5.3e-216  718.0  17.4  -
Salinisphaeraceae_Salinisphaera                  -          B0306_LKAP-FHGF1_A06_048 -               11     925       5     927       2     933    1429    +    6.3e-216  717.8  17.6  -
Methylococcaceae_Methylovulum                    -          B0306_LKAP-FHGF1_A06_048 -               43     948       6     927       3     933    1492    +    9.6e-216  717.0  17.1  -
Ectothiorhodospiraceae_Halorhodospira            -          B0306_LKAP-FHGF1_A06_048 -               44     962       6     927       2     933    1479    +    1.3e-215  716.8  17.1  -
Chromatiaceae_Lamprocystis                       -          B0306_LKAP-FHGF1_A06_048 -               49     953       6     927       2     933    1406    +    1.4e-215  716.7  17.1  -
Azonexaceae_Azonexus                             -          B0306_LKAP-FHGF1_A06_048 -               24     939       5     927       2     933    1474    +    1.5e-215  716.6  17.3  -
Enterobacteriaceae_Phytobacter                   -          B0306_LKAP-FHGF1_A06_048 -               29     944       6     928       2     934    1440    +    1.9e-215  715.8  17.4  -
Arenicellaceae_Arenicella                        -          B0306_LKAP-FHGF1_A06_048 -               32     942       6     927       3     933    1506    +    2.2e-215  716.1  16.9  -
Chromatiaceae_Thiocapsa                          -          B0306_LKAP-FHGF1_A06_048 -               40     942       6     927       2     933    1459    +    3.9e-215  715.4  16.8  -
Enterobacteriaceae_Yokenella                     -          B0306_LKAP-FHGF1_A06_048 -               32     947       6     928       2     934    1434    +    8.2e-215  713.7  17.4  -
Burkholderiaceae_Caballeronia                    -          B0306_LKAP-FHGF1_A06_048 -               32     942       5     927       2     933    1479    +    9.9e-215  713.9  17.5  -
Hahellaceae_Kistimonas                           -          B0306_LKAP-FHGF1_A06_048 -               44     956       6     924       2     932    1506    +      1e-214  713.7  17.4  -
Spongiibacteraceae_Zhongshania                   -          B0306_LKAP-FHGF1_A06_048 -               44     954       6     927       2     933    1501    +    1.5e-214  713.0  16.8  -
Rhodocyclaceae_Azoarcus                          -          B0306_LKAP-FHGF1_A06_048 -               23     935       5     927       2     933    1471    +    1.5e-214  713.1  17.3  -
Thiotrichales_Caedibacter                        -          B0306_LKAP-FHGF1_A06_048 -               44     919       6     927       2     933    1500    +    1.9e-214  712.5  16.4  -
Gammaproteobacteria_Plasticicumulans             -          B0306_LKAP-FHGF1_A06_048 -               33     941       6     927       2     933    1491    +    2.2e-214  712.6  17.2  -
Methylococcaceae_Methylosarcina                  -          B0306_LKAP-FHGF1_A06_048 -               38     946       6     927       3     933    1515    +      3e-214  711.9  17.6  -
Rhodocyclaceae_Propionivibrio                    -          B0306_LKAP-FHGF1_A06_048 -               31     945       5     927       2     933    1496    +    4.5e-214  711.7  17.3  -
Enterobacteriaceae_Enterobacillus                -          B0306_LKAP-FHGF1_A06_048 -               47     964       6     928       2     934    1404    +    1.4e-213  709.6  17.3  -
Piscirickettsiaceae_Hydrogenovibrio              -          B0306_LKAP-FHGF1_A06_048 -               24     955       6     927       2     933    1465    +    1.7e-213  709.6  16.9  -
Lysobacteraceae_Oleiagrimonas                    -          B0306_LKAP-FHGF1_A06_048 -               24     943       6     927       2     933    1469    +      2e-213  709.3  17.5  -
Sutterellaceae_Sutterella                        -          B0306_LKAP-FHGF1_A06_048 -               13     927       5     927       2     933    1471    +    2.3e-213  709.2  17.3  -
Hafniaceae_Obesumbacterium                       -          B0306_LKAP-FHGF1_A06_048 -               18     935       6     928       2     934    1490    +    2.9e-213  708.4  17.3  -
Lysobacteraceae_Xanthomonas                      -          B0306_LKAP-FHGF1_A06_048 -               24     943       6     927       2     933    1502    +    3.3e-213  708.6  17.4  -
Neisseriaceae_Kingella                           -          B0306_LKAP-FHGF1_A06_048 -               49     962       5     927       2     933    1474    +      4e-213  708.4  17.2  -
Alteromonadales_Motilimonas                      -          B0306_LKAP-FHGF1_A06_048 -               24     941       6     928       2     934    1467    +    5.2e-213  707.6  17.3  -
Sulfuricellaceae_Sulfuriferula                   -          B0306_LKAP-FHGF1_A06_048 -               23     937       5     927       3     933    1461    +    1.1e-212  706.9  17.0  -
Halomonadaceae_Larsenimonas                      -          B0306_LKAP-FHGF1_A06_048 -               45     959       6     927       2     933    1495    +    1.2e-212  706.8  17.4  -
Oxalobacteraceae_Oxalobacter                     -          B0306_LKAP-FHGF1_A06_048 -               38     950       5     927       2     933    1524    +    1.6e-212  706.6  17.3  -
Gammaproteobacteria_Plesiomonas                  -          B0306_LKAP-FHGF1_A06_048 -               43     959       6     928       2     934    1499    +    2.1e-212  705.7  17.3  -
Methylophilaceae_Methylobacillus                 -          B0306_LKAP-FHGF1_A06_048 -                8     921       8     927       2     933    1416    +    2.6e-212  706.0  17.4  -
Burkholderiaceae_Cupriavidus                     -          B0306_LKAP-FHGF1_A06_048 -               27     937       5     927       1     933    1488    +    3.1e-212  705.6  17.1  -
Francisellaceae_Francisella                      -          B0306_LKAP-FHGF1_A06_048 -               44     951       6     927       2     933    1520    +    5.3e-212  704.7  16.8  -
Methylophilaceae_Methylotenera                   -          B0306_LKAP-FHGF1_A06_048 -               43     955       5     927       3     933    1526    +    6.3e-212  704.4  17.1  -
Methylophilaceae_Methylovorus                    -          B0306_LKAP-FHGF1_A06_048 -                9     923       8     927       3     933    1441    +    7.4e-212  704.4  17.2  -
Rhodanobacteraceae_Rhodanobacter                 -          B0306_LKAP-FHGF1_A06_048 -               29     947       6     927       2     933    1481    +    1.1e-211  703.7  17.5  -
Enterobacteriaceae_Biostraticola                 -          B0306_LKAP-FHGF1_A06_048 -                1     908      15     928      15     934    1418    +    1.6e-211  702.9  17.7  -
Chromatiaceae_Thiodictyon                        -          B0306_LKAP-FHGF1_A06_048 -               26     930       6     927       2     933    1500    +    1.7e-211  703.3  17.1  -
Oxalobacteraceae_Massilia                        -          B0306_LKAP-FHGF1_A06_048 -               14     924       5     927       2     933    1438    +    2.6e-211  702.4  17.4  -
Desulfovibrionaceae_Desulfovibrio                -          B0306_LKAP-FHGF1_A06_048 -               33     957       6     927       2     933    1521    +    2.8e-211  702.3  17.1  -
Chromatiaceae_Thiocystis                         -          B0306_LKAP-FHGF1_A06_048 -               24     926       6     927       2     933    1451    +    3.1e-211  702.3  16.8  -
Thiotrichaceae_Thiothrix                         -          B0306_LKAP-FHGF1_A06_048 -               24     892       6     927       3     933    1417    +    3.2e-211  702.0  16.9  -
Rhodanobacteraceae_Dyella                        -          B0306_LKAP-FHGF1_A06_048 -               24     942       5     927       2     933    1453    +    5.9e-211  701.3  17.5  -
Chromatiaceae_Imhoffiella                        -          B0306_LKAP-FHGF1_A06_048 -               33     935       6     927       2     933    1484    +    5.9e-211  701.3  16.8  -
Lysobacteraceae_Tahibacter                       -          B0306_LKAP-FHGF1_A06_048 -               24     933       6     927       2     934    1459    +    9.3e-211  700.5  18.0  -
Rhodanobacteraceae_Fulvimonas                    -          B0306_LKAP-FHGF1_A06_048 -               29     946       6     927       2     933    1484    +    9.4e-211  700.5  17.5  -
Neisseriaceae_Vitreoscilla                       -          B0306_LKAP-FHGF1_A06_048 -               16     923       5     927       2     933    1457    +    1.5e-210  699.9  17.1  -
Oxalobacteraceae_Oxalicibacterium                -          B0306_LKAP-FHGF1_A06_048 -               23     935       5     927       2     933    1489    +      2e-210  699.6  16.9  -
Thermithiobacillaceae_Thermithiobacillus         -          B0306_LKAP-FHGF1_A06_048 -                9     919       6     927       3     933    1419    +      2e-210  699.5  17.4  -
Thiotrichaceae_Beggiatoa                         -          B0306_LKAP-FHGF1_A06_048 -               44     947       6     927       3     933    1491    +    3.7e-210  698.9  17.4  -
Ectothiorhodospiraceae_Aquisalimonas             -          B0306_LKAP-FHGF1_A06_048 -               45     957       6     927       2     933    1464    +    6.5e-210  697.9  17.1  -
Rhodocyclaceae_Azospira                          -          B0306_LKAP-FHGF1_A06_048 -               13     927       5     927       2     933    1484    +    6.9e-210  697.7  17.2  -
Nitrosomonadaceae_Nitrosospira                   -          B0306_LKAP-FHGF1_A06_048 -               43     953       5     927       2     933    1529    +    7.7e-210  697.7  17.7  -
Moraxellaceae_Paraperlucidibaca                  -          B0306_LKAP-FHGF1_A06_048 -               68     934      55     927      35     933    1460    +    7.8e-210  697.4  16.3  -
Nevskiaceae_Nevskia                              -          B0306_LKAP-FHGF1_A06_048 -               29     928       6     927       2     933    1451    +    1.1e-209  697.3  17.1  -
Vibrionaceae_Echinimonas                         -          B0306_LKAP-FHGF1_A06_048 -                8     921       6     928       2     934    1413    +    1.1e-209  696.6  16.7  -
Oxalobacteraceae_Herbaspirillum                  -          B0306_LKAP-FHGF1_A06_048 -               23     935       5     927       2     933    1485    +      2e-209  696.4  16.9  -
