# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_H06_034_2018_2 -               25     860      13     844       6     844    1492    +           0 1055.1  20.3  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               16     850      14     844       5     844    1485    +           0 1035.7  20.3  -
Acetobacteraceae_Acetobacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               33     787      27     843       7     844    1433    +    1.6e-192  640.1  22.0  -
Clostridiales_Thermaerobacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               49     874      24     843       7     844    1520    +    2.5e-192  639.3  20.9  -
Selenomonadaceae_Propionispira                   -          LKAP-TSAKG2_H06_034_2018_2 -                1     791      63     843      63     844    1448    +    6.9e-192  637.8  20.9  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-TSAKG2_H06_034_2018_2 -               24     815      62     843      42     844    1439    +    1.1e-191  637.2  20.0  -
Symbiobacteriaceae_Symbiobacterium               -          LKAP-TSAKG2_H06_034_2018_2 -                8     848      11     843       5     844    1468    +    2.5e-191  636.4  20.6  -
Peptococcaceae_Peptococcus                       -          LKAP-TSAKG2_H06_034_2018_2 -               58     866      39     843      19     844    1488    +    2.6e-191  635.9  19.5  -
Peptococcaceae_Thermincola                       -          LKAP-TSAKG2_H06_034_2018_2 -               19     831      13     843       4     844    1482    +    3.4e-191  635.5  21.4  -
Rubrobacteraceae_Rubrobacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               15     845      13     842       5     844    1495    +    1.1e-190  634.0  21.1  -
Clostridiaceae_Brassicibacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               15     828      13     843       4     844    1454    +    1.1e-190  633.8  21.4  -
Heliobacteriaceae_Heliobacterium                 -          LKAP-TSAKG2_H06_034_2018_2 -               52     838      29     843      10     844    1500    +    1.7e-190  633.3  21.2  -
Acholeplasmataceae_Acholeplasma                  -          LKAP-TSAKG2_H06_034_2018_2 -               25     822      27     844       8     844    1437    +    2.1e-190  632.8  20.3  -
Thermoanaerobacteraceae_Thermanaeromonas         -          LKAP-TSAKG2_H06_034_2018_2 -               28     851      13     843       7     844    1506    +    3.2e-190  632.3  21.6  -
Caldicoprobacteraceae_Caldicoprobacter           -          LKAP-TSAKG2_H06_034_2018_2 -               30     851      12     843       6     844    1530    +    4.7e-190  631.8  21.9  -
Veillonellaceae_Veillonella                      -          LKAP-TSAKG2_H06_034_2018_2 -                6     818      43     843      38     844    1407    +    5.9e-190  631.5  19.7  -
Spirochaetaceae_Spirochaeta                      -          LKAP-TSAKG2_H06_034_2018_2 -               41     850      25     842       7     844    1495    +    6.8e-190  631.3  20.4  -
Clostridiales_Natranaerovirga                    -          LKAP-TSAKG2_H06_034_2018_2 -               51     858      25     844       7     844    1504    +    9.9e-190  630.6  21.4  -
Enterococcaceae_Melissococcus                    -          LKAP-TSAKG2_H06_034_2018_2 -                1     765      80     844      80     844    1401    +      1e-189  630.4  18.3  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP-TSAKG2_H06_034_2018_2 -               22     812      13     819       5     839    1449    +      1e-189  630.7  22.8  -
Carnobacteriaceae_Atopobacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               40     869      27     844       7     844    1511    +    1.1e-189  630.2  20.0  -
Entomoplasmataceae_Entomoplasma                  -          LKAP-TSAKG2_H06_034_2018_2 -               40     838      27     844       8     844    1498    +    1.2e-189  630.7  20.9  -
Acidaminococcaceae_Phascolarctobacterium         -          LKAP-TSAKG2_H06_034_2018_2 -              165     956      62     843      41     844    1610    +    4.2e-189  628.4  19.9  -
Leuconostocaceae_Oenococcus                      -          LKAP-TSAKG2_H06_034_2018_2 -               50     871      28     844      12     844    1496    +    4.2e-189  628.8  19.8  -
Paenibacillaceae_Oxalophagus                     -          LKAP-TSAKG2_H06_034_2018_2 -               18     840      14     843       4     844    1497    +    9.5e-189  627.4  20.8  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-TSAKG2_H06_034_2018_2 -               31     878      12     844       7     844    1522    +    1.1e-188  627.0  20.1  -
Aerococcaceae_Abiotrophia                        -          LKAP-TSAKG2_H06_034_2018_2 -               37     875      15     843       4     844    1411    +    1.1e-188  627.0  20.5  -
Thermoanaerobacteraceae_Ammonifex                -          LKAP-TSAKG2_H06_034_2018_2 -               35     882      13     844       6     844    1571    +    1.4e-188  627.2  20.7  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-TSAKG2_H06_034_2018_2 -               35     888      13     844       6     844    1546    +    2.8e-188  625.7  20.4  -
Clostridiaceae_Clostridioides                    -          LKAP-TSAKG2_H06_034_2018_2 -               54     820      46     844      26     844    1493    +      5e-188  624.9  20.8  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-TSAKG2_H06_034_2018_2 -               15     851      13     842       5     844    1495    +    6.9e-188  624.6  21.5  -
Thermoanaerobacteraceae_Carboxydothermus         -          LKAP-TSAKG2_H06_034_2018_2 -               19     833      12     806       5     827    1499    +      7e-188  624.5  22.0  -
Bacillaceae_Caldibacillus                        -          LKAP-TSAKG2_H06_034_2018_2 -               16     858      14     844       4     844    1512    +    9.2e-188  624.2  20.4  -
Aerococcaceae_Ignavigranum                       -          LKAP-TSAKG2_H06_034_2018_2 -               19     850      12     843       3     844    1417    +    1.3e-187  623.4  20.6  -
Entomoplasmataceae_Mesoplasma                    -          LKAP-TSAKG2_H06_034_2018_2 -               37     838      25     844       8     844    1497    +    2.1e-187  623.2  20.9  -
Selenomonadaceae_Mitsuokella                     -          LKAP-TSAKG2_H06_034_2018_2 -               28     874      12     843       6     844    1543    +    2.2e-187  622.7  20.5  -
Erysipelotrichaceae_Holdemania                   -          LKAP-TSAKG2_H06_034_2018_2 -               41     859      15     843       3     844    1518    +    5.4e-187  621.5  20.9  -
Clostridiales_Tissierella                        -          LKAP-TSAKG2_H06_034_2018_2 -               51     848      28     844       8     844    1415    +    6.2e-187  621.5  21.5  -
Streptococcaceae_Faecalicoccus                   -          LKAP-TSAKG2_H06_034_2018_2 -               50     863      25     843       8     844    1380    +      8e-187  621.4  20.4  -
Peptoniphilaceae_Peptoniphilus                   -          LKAP-TSAKG2_H06_034_2018_2 -               26     799      34     843      20     844    1433    +    9.4e-187  621.1  20.9  -
Sporomusaceae_Propionispora                      -          LKAP-TSAKG2_H06_034_2018_2 -               35     873      14     843       7     844    1548    +    1.1e-186  620.6  20.8  -
Clostridiales_Acetoanaerobium                    -          LKAP-TSAKG2_H06_034_2018_2 -                2     746      28     805      27     820    1343    +    3.8e-186  618.7  22.1  -
Clostridiaceae_Romboutsia                        -          LKAP-TSAKG2_H06_034_2018_2 -               54     820      46     844      26     844    1462    +    1.2e-185  617.0  20.1  -
Lachnospiraceae_Butyrivibrio                     -          LKAP-TSAKG2_H06_034_2018_2 -               33     865      12     843       4     844    1518    +    1.3e-185  617.0  21.0  -
Selenomonadaceae_Pectinatus                      -          LKAP-TSAKG2_H06_034_2018_2 -               34     868      12     843       5     844    1511    +    1.4e-185  616.9  20.5  -
Clostridiales_Sedimentibacter                    -          LKAP-TSAKG2_H06_034_2018_2 -              100     853      59     843      38     844    1478    +    1.4e-185  616.2  20.6  -
Aerococcaceae_Globicatella                       -          LKAP-TSAKG2_H06_034_2018_2 -               14     840      19     843       7     844    1490    +    1.8e-185  616.2  20.1  -
Peptostreptococcaceae_Filifactor                 -          LKAP-TSAKG2_H06_034_2018_2 -               85     826      64     843      42     844    1450    +      2e-185  616.4  21.1  -
Heliobacteriaceae_Heliorestis                    -          LKAP-TSAKG2_H06_034_2018_2 -               53     842      27     842       8     844    1517    +    5.6e-185  615.1  21.1  -
Geobacteraceae_Geoalkalibacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               35     880      13     844       7     844    1556    +    5.9e-185  614.7  21.0  -
Bacillaceae_Natribacillus                        -          LKAP-TSAKG2_H06_034_2018_2 -              140     929      57     843      37     844    1557    +      2e-184  613.1  19.4  -
Aerococcaceae_Dolosicoccus                       -          LKAP-TSAKG2_H06_034_2018_2 -               79     860      62     844      41     844    1510    +    2.2e-184  612.7  19.6  -
Lachnospiraceae_Anaerocolumna                    -          LKAP-TSAKG2_H06_034_2018_2 -               85     841      57     844       8     844    1478    +    2.4e-184  612.8  21.3  -
Clostridiales_Anaerobranca                       -          LKAP-TSAKG2_H06_034_2018_2 -               55     849      27     844       8     844    1467    +    4.5e-184  612.1  20.8  -
Thermoactinomycetaceae_Salinithrix               -          LKAP-TSAKG2_H06_034_2018_2 -               45     868      19     841       4     844    1509    +    5.1e-184  611.9  20.4  -
Clostridiaceae_Terrisporobacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               11     799      13     844       6     844    1459    +    6.2e-184  611.4  21.3  -
Thermoactinomycetaceae_Paludifilum               -          LKAP-TSAKG2_H06_034_2018_2 -               16     852      14     842       4     844    1362    +    8.1e-184  611.2  20.8  -
Peptostreptococcaceae_Peptostreptococcus         -          LKAP-TSAKG2_H06_034_2018_2 -               14     820      12     844       6     844    1473    +    1.1e-183  610.5  21.2  -
Desulfohalobiaceae_Desulfohalobium               -          LKAP-TSAKG2_H06_034_2018_2 -               42     859      26     842       7     844    1506    +    1.5e-183  609.9  20.5  -
Eubacteriaceae_Acetobacterium                    -          LKAP-TSAKG2_H06_034_2018_2 -               33     819      29     843      12     844    1470    +    1.8e-183  610.1  21.7  -
Clostridiaceae_Tindallia                         -          LKAP-TSAKG2_H06_034_2018_2 -               33     829      27     843       7     844    1474    +    3.9e-183  608.7  21.7  -
Aerococcaceae_Eremococcus                        -          LKAP-TSAKG2_H06_034_2018_2 -               10     841      13     843       5     844    1385    +    4.2e-183  608.5  20.7  -
Clostridiales_Vallitalea                         -          LKAP-TSAKG2_H06_034_2018_2 -               33     847      12     844       6     844    1480    +    7.1e-183  608.0  21.8  -
Clostridiaceae_Sporosalibacterium                -          LKAP-TSAKG2_H06_034_2018_2 -               36     850      14     844       7     844    1521    +      8e-183  607.8  21.0  -
Clostridiaceae_Sarcina                           -          LKAP-TSAKG2_H06_034_2018_2 -               14     812      12     844       6     844    1461    +    1.5e-182  606.8  21.5  -
Clostridiales_Fusibacter                         -          LKAP-TSAKG2_H06_034_2018_2 -               27     844      13     844       7     844    1518    +    2.1e-182  606.5  21.5  -
Parviterribacteraceae_Parviterribacter           -          LKAP-TSAKG2_H06_034_2018_2 -               14     833      12     844       6     844    1456    +    2.7e-182  606.1  20.7  -
Bogoriellaceae_Georgenia                         -          LKAP-TSAKG2_H06_034_2018_2 -               19     830      12     844       4     844    1471    +    6.2e-182  604.9  21.3  -
Clostridiaceae_Paraclostridium                   -          LKAP-TSAKG2_H06_034_2018_2 -               50     821      25     844       6     844    1490    +    8.9e-182  604.5  21.8  -
Bacillaceae_Texcoconibacillus                    -          LKAP-TSAKG2_H06_034_2018_2 -               23     811      59     843      39     844    1374    +    1.3e-181  603.6  19.6  -
