# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_reverse         -              501    1442     960      20     960       7    1491    -           0 1087.1   5.1  -
Moraxellaceae_Moraxella                          -          A1d2_reverse         -              487    1426     960      19     960       5    1446    -           0 1025.1   5.1  -
Thiotrichales_Caedibacter                        -          A1d2_reverse         -              487    1399     959      47     960      26    1500    -    1.8e-227  755.7   6.1  -
Morganellaceae_Morganella                        -          A1d2_reverse         -              453    1354     959      54     960      52    1356    -    2.9e-227  755.5   6.1  -
Vibrionaceae_Aliivibrio                          -          A1d2_reverse         -              529    1432     960      53     960      33    1474    -    3.2e-227  755.4   6.0  -
Rhodocyclaceae_Thauera                           -          A1d2_reverse         -              506    1412     952      45     960      25    1487    -    3.2e-227  755.2   5.5  -
Pasteurellaceae_Actinobacillus                   -          A1d2_reverse         -              508    1362     959     103     960     101    1364    -    6.5e-227  754.3   7.0  -
Chromobacteriaceae_Vogesella                     -          A1d2_reverse         -              479    1382     952      48     960      25    1424    -      8e-227  753.7   5.6  -
Chromobacteriaceae_Paludibacterium               -          A1d2_reverse         -              478    1381     952      48     960      35    1405    -      8e-227  754.0   5.9  -
Morganellaceae_Photorhabdus                      -          A1d2_reverse         -              509    1412     960      53     960      33    1478    -      1e-226  753.8   6.0  -
Idiomarinaceae_Pseudidiomarina                   -          A1d2_reverse         -              505    1446     960      21     960       6    1499    -    1.2e-226  753.1   5.1  -
Morganellaceae_Providencia                       -          A1d2_reverse         -              512    1416     959      50     960      34    1489    -    1.5e-226  752.8   6.0  -
Chromobacteriaceae_Silvimonas                    -          A1d2_reverse         -              506    1411     952      44     960      24    1459    -    1.7e-226  753.2   5.4  -
Thermithiobacillaceae_Thermithiobacillus         -          A1d2_reverse         -              484    1400     960      45     960      36    1419    -    1.8e-226  752.7   6.0  -
Morganellaceae_Proteus                           -          A1d2_reverse         -              515    1421     960      50     960      33    1494    -    2.4e-226  752.2   6.1  -
Ruminococcaceae_Ruminococcus                     -          A1d2_reverse         -              489    1378     951      55     960      40    1394    -    3.4e-226  751.7   5.3  -
Methylophilaceae_Methylobacillus                 -          A1d2_reverse         -              492    1402     952      44     960      35    1416    -    3.5e-226  751.9   5.9  -
Pectobacteriaceae_Lonsdalea                      -          A1d2_reverse         -              427    1331     959      51     960      39    1345    -    5.2e-226  751.2   6.1  -
Lysobacteraceae_Wohlfahrtiimonas                 -          A1d2_reverse         -              511    1425     954      47     960      35    1448    -    9.3e-226  750.4   6.2  -
Oxalobacteraceae_Herbaspirillum                  -          A1d2_reverse         -              508    1435     952      21     960       3    1485    -    9.4e-226  750.5   5.1  -
Francisellaceae_Allofrancisella                  -          A1d2_reverse         -              500    1410     954      45     960      24    1452    -    1.1e-225  750.1   5.6  -
Pasteurellaceae_Aggregatibacter                  -          A1d2_reverse         -              531    1443     959      43     960      22    1480    -    2.1e-225  749.1   5.6  -
Oxalobacteraceae_Oxalicibacterium                -          A1d2_reverse         -              508    1438     952      22     960       9    1489    -    2.2e-225  749.1   5.2  -
Rhodocyclaceae_Uliginosibacterium                -          A1d2_reverse         -              479    1380     952      45     960      25    1432    -    2.9e-225  748.6   5.6  -
Desulfuromonadaceae_Pelobacter                   -          A1d2_reverse         -              538    1442     959      56     960      38    1542    -    3.7e-225  748.4   5.5  -
Chromobacteriaceae_Jeongeupia                    -          A1d2_reverse         -              506    1437     952      21     960       8    1490    -    4.2e-225  748.5   5.1  -
Ectothiorhodospiraceae_Aquisalimonas             -          A1d2_reverse         -              521    1437     960      44     960      32    1464    -    6.8e-225  747.5   5.7  -
Geobacteraceae_Geobacter                         -          A1d2_reverse         -              518    1422     959      55     960      36    1470    -    7.8e-225  747.2   5.5  -
Oxalobacteraceae_Glaciimonas                     -          A1d2_reverse         -              528    1430     952      44     960      22    1525    -    1.3e-224  746.7   5.4  -
Piscirickettsiaceae_Hydrogenovibrio              -          A1d2_reverse         -              519    1432     960      45     960      24    1465    -    1.6e-224  746.1   5.4  -
Pectobacteriaceae_Sodalis                        -          A1d2_reverse         -              501    1406     960      50     960      34    1511    -      2e-224  745.8   6.0  -
Neisseriaceae_Uruburuella                        -          A1d2_reverse         -              512    1411     952      51     960      29    1477    -    2.8e-224  745.5   5.5  -
Burkholderiaceae_Chitinimonas                    -          A1d2_reverse         -              520    1420     952      51     960      29    1494    -    2.9e-224  745.5   5.5  -
Lysobacteraceae_Vulcaniibacterium                -          A1d2_reverse         -              537    1447     954      46     960      35    1549    -    5.3e-224  744.5   6.0  -
Chromobacteriaceae_Chromobacterium               -          A1d2_reverse         -              524    1430     952      45     960      25    1469    -    8.3e-224  743.9   5.6  -
Desulfuromonadaceae_Desulfuromonas               -          A1d2_reverse         -              529    1430     960      60     960      40    1512    -    1.3e-223  743.2   5.5  -
Alcaligenaceae_Advenella                         -          A1d2_reverse         -              493    1399     952      44     960      24    1428    -    1.6e-223  743.0   5.5  -
Alteromonadaceae_Glaciecola                      -          A1d2_reverse         -              517    1420     960      51     960      30    1474    -    1.6e-223  742.8   5.8  -
Oxalobacteraceae_Noviherbaspirillum              -          A1d2_reverse         -              510    1411     952      45     960      24    1464    -    1.8e-223  742.9   5.6  -
Burkholderiaceae_Paraburkholderia                -          A1d2_reverse         -              506    1434     952      20     960       5    1472    -    2.3e-223  742.5   4.9  -
Ectothiorhodospiraceae_Spiribacter               -          A1d2_reverse         -              530    1444     960      45     960      37    1544    -    2.4e-223  742.4   5.8  -
Burkholderiaceae_Burkholderia                    -          A1d2_reverse         -              515    1443     952      20     960       7    1502    -    3.1e-223  742.0   4.9  -
Alcaligenaceae_Pusillimonas                      -          A1d2_reverse         -              488    1390     952      44     960      23    1446    -    3.3e-223  742.0   5.5  -
Nevskiaceae_Solimonas                            -          A1d2_reverse         -              499    1413     960      47     960      27    1476    -    3.5e-223  742.0   5.5  -
Methylophilaceae_Methylotenera                   -          A1d2_reverse         -              526    1460     952      21     960       6    1526    -    8.6e-223  740.4   5.2  -
Lysobacteraceae_Oleiagrimonas                    -          A1d2_reverse         -              507    1423     960      45     960      32    1469    -    1.2e-222  740.0   5.7  -
Pasteurellaceae_Avibacterium                     -          A1d2_reverse         -              532    1446     960      42     960      21    1480    -    1.4e-222  739.9   5.6  -
Rhodocyclaceae_Propionivibrio                    -          A1d2_reverse         -              516    1425     952      44     960      22    1496    -    1.7e-222  739.7   5.5  -
