# target name                                    accession  query name              accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------    -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP.g-Gut1_B06_046.seq -               24     908       5     900       2     901    1466    +    8.8e-304 1008.7  18.1  -
Burkholderiaceae_Paraburkholderia                -          LKAP.g-Gut1_B06_046.seq -               23     891       4     900       2     901    1472    +    9.4e-199  660.9  17.5  -
Cellvibrionaceae_Marinimicrobium                 -          LKAP.g-Gut1_B06_046.seq -               24     890       5     900       2     901    1455    +    1.3e-198  660.2  17.7  -
Lysobacteraceae_Wohlfahrtiimonas                 -          LKAP.g-Gut1_B06_046.seq -               24     898       5     900       2     901    1448    +    2.2e-198  659.5  17.6  -
Chromatiaceae_Thiocapsa                          -          LKAP.g-Gut1_B06_046.seq -               40     900       5     900       3     901    1459    +    4.5e-198  658.7  17.3  -
Lysobacteraceae_Oleiagrimonas                    -          LKAP.g-Gut1_B06_046.seq -               24     901       5     900       3     901    1469    +    9.9e-198  657.3  17.3  -
Arenicellaceae_Arenicella                        -          LKAP.g-Gut1_B06_046.seq -               32     900       5     900       2     901    1506    +    1.2e-197  657.3  18.1  -
Salinisphaeraceae_Salinisphaera                  -          LKAP.g-Gut1_B06_046.seq -               11     883       4     900       2     901    1429    +    1.9e-197  656.5  17.9  -
Chromatiaceae_Thiophaeococcus                    -          LKAP.g-Gut1_B06_046.seq -               50     876      57     900      35     901    1440    +    5.6e-197  655.0  17.2  -
Azonexaceae_Azonexus                             -          LKAP.g-Gut1_B06_046.seq -               24     897       4     900       2     901    1474    +    6.4e-197  654.8  17.7  -
Neisseriaceae_Vitreoscilla                       -          LKAP.g-Gut1_B06_046.seq -               16     881       4     900       2     901    1457    +    9.4e-197  654.1  17.4  -
Rhodocyclaceae_Propionivibrio                    -          LKAP.g-Gut1_B06_046.seq -               31     903       4     900       2     901    1496    +      1e-196  654.1  17.6  -
Burkholderiaceae_Caballeronia                    -          LKAP.g-Gut1_B06_046.seq -               32     900       4     900       2     901    1479    +    1.7e-196  653.4  18.0  -
Burkholderiaceae_Cupriavidus                     -          LKAP.g-Gut1_B06_046.seq -               27     895       4     900       2     901    1488    +    2.2e-196  653.0  17.6  -
Thiotrichales_Caedibacter                        -          LKAP.g-Gut1_B06_046.seq -               44     877       5     900       2     901    1500    +    3.2e-196  652.1  16.0  -
Chromatiaceae_Lamprocystis                       -          LKAP.g-Gut1_B06_046.seq -               49     911       5     900       2     901    1406    +    3.3e-196  652.5  17.8  -
Rhodanobacteraceae_Luteibacter                   -          LKAP.g-Gut1_B06_046.seq -               30     905       5     900       2     901    1457    +    1.6e-195  650.0  17.3  -
Neisseriaceae_Neisseria                          -          LKAP.g-Gut1_B06_046.seq -               37     912       4     900       2     901    1475    +    3.3e-195  649.1  17.2  -
Alcaligenaceae_Paenalcaligenes                   -          LKAP.g-Gut1_B06_046.seq -               23     897       4     900       2     901    1432    +    3.7e-195  648.9  17.2  -
Burkholderiaceae_Pandoraea                       -          LKAP.g-Gut1_B06_046.seq -               23     893       4     900       2     901    1456    +    6.5e-195  648.1  17.3  -
Oxalobacteraceae_Undibacterium                   -          LKAP.g-Gut1_B06_046.seq -               19     887       4     900       2     901    1442    +    1.5e-194  647.0  17.6  -
Acidithiobacillaceae_Acidithiobacillus           -          LKAP.g-Gut1_B06_046.seq -               23     889       5     900       2     901    1457    +    1.5e-194  646.6  18.0  -
Hahellaceae_Kistimonas                           -          LKAP.g-Gut1_B06_046.seq -               44     917       5     900       2     901    1506    +    1.9e-194  646.5  17.1  -
Rhodocyclaceae_Thauera                           -          LKAP.g-Gut1_B06_046.seq -               20     893       4     900       2     901    1487    +    2.2e-194  646.2  17.5  -
Spongiibacteraceae_Zhongshania                   -          LKAP.g-Gut1_B06_046.seq -               45     912       6     900       3     901    1501    +      3e-194  645.7  16.7  -
Yersiniaceae_Chania                              -          LKAP.g-Gut1_B06_046.seq -               53     925       5     898       2     901    1546    +    3.8e-194  645.2  17.5  -
Granulosicoccaceae_Granulosicoccus               -          LKAP.g-Gut1_B06_046.seq -               24     861       5     858       2     880    1471    +    4.3e-194  645.3  18.6  -
Rhodanobacteraceae_Rhodanobacter                 -          LKAP.g-Gut1_B06_046.seq -               29     905       5     900       2     901    1481    +    4.4e-194  645.3  17.5  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP.g-Gut1_B06_046.seq -               24     900       5     900       2     901    1484    +    5.9e-194  644.8  17.6  -
Enterobacteriaceae_Phytobacter                   -          LKAP.g-Gut1_B06_046.seq -               29     899       5     898       2     901    1440    +    1.3e-193  643.5  17.7  -
Chromatiaceae_Thiodictyon                        -          LKAP.g-Gut1_B06_046.seq -               26     888       5     900       2     901    1500    +    1.4e-193  643.7  17.5  -
Chromatiaceae_Imhoffiella                        -          LKAP.g-Gut1_B06_046.seq -               33     893       5     900       2     901    1484    +    1.9e-193  643.2  17.5  -
Lysobacteraceae_Ignatzschineria                  -          LKAP.g-Gut1_B06_046.seq -               43     915       5     900       2     901    1541    +    3.2e-193  642.3  17.6  -
Zoogloeaceae_Zoogloea                            -          LKAP.g-Gut1_B06_046.seq -               30     900       4     900       2     901    1474    +    4.7e-193  641.8  17.7  -
Yersiniaceae_Samsonia                            -          LKAP.g-Gut1_B06_046.seq -               46     919       5     898       2     901    1503    +    5.4e-193  641.5  17.8  -
Methylophilaceae_Methylotenera                   -          LKAP.g-Gut1_B06_046.seq -               43     913       4     900       2     901    1526    +      6e-193  641.4  17.3  -
Ferrimonadaceae_Paraferrimonas                   -          LKAP.g-Gut1_B06_046.seq -               24     894       5     898       2     901    1463    +    6.6e-193  641.1  18.1  -
Moraxellaceae_Paraperlucidibaca                  -          LKAP.g-Gut1_B06_046.seq -               24     892       5     900       2     901    1460    +    7.2e-193  641.1  16.8  -
Chromatiaceae_Thiocystis                         -          LKAP.g-Gut1_B06_046.seq -               24     884       5     900       3     901    1451    +    8.1e-193  641.2  17.2  -
Hafniaceae_Obesumbacterium                       -          LKAP.g-Gut1_B06_046.seq -               18     890       5     898       2     901    1490    +    8.4e-193  640.7  17.5  -
Chromatiaceae_Allochromatium                     -          LKAP.g-Gut1_B06_046.seq -               24     895       5     900       2     901    1462    +    9.1e-193  640.9  17.2  -
Nevskiaceae_Nevskia                              -          LKAP.g-Gut1_B06_046.seq -               61     886      61     900      25     901    1451    +    1.1e-192  641.0  17.2  -
Sulfuricellaceae_Sulfuriferula                   -          LKAP.g-Gut1_B06_046.seq -               23     895       4     900       2     901    1461    +    1.1e-192  640.6  17.9  -
Oxalobacteraceae_Massilia                        -          LKAP.g-Gut1_B06_046.seq -               14     882       4     900       2     901    1438    +    1.4e-192  640.3  17.8  -
Rhodocyclaceae_Azospira                          -          LKAP.g-Gut1_B06_046.seq -               13     885       4     900       2     901    1484    +    1.4e-192  640.2  17.7  -
Methylophilaceae_Methylovorus                    -          LKAP.g-Gut1_B06_046.seq -               52     881      59     900      39     901    1441    +    1.5e-192  640.3  17.1  -
Rhodanobacteraceae_Frateuria                     -          LKAP.g-Gut1_B06_046.seq -               45     920       5     900       2     901    1542    +    1.5e-192  640.1  17.6  -
Ectothiorhodospiraceae_Alkalilimnicola           -          LKAP.g-Gut1_B06_046.seq -               38     908       5     900       2     901    1472    +    2.7e-192  639.5  17.2  -
Alteromonadales_Motilimonas                      -          LKAP.g-Gut1_B06_046.seq -               24     896       5     898       2     901    1467    +    3.6e-192  638.6  17.7  -
Enterobacteriaceae_Yokenella                     -          LKAP.g-Gut1_B06_046.seq -               73     902      56     898      35     901    1434    +    3.9e-192  638.6  17.5  -
Lysobacteraceae_Xanthomonas                      -          LKAP.g-Gut1_B06_046.seq -               24     901       5     900       2     901    1502    +    5.8e-192  638.1  17.7  -
Ectothiorhodospiraceae_Aquisalimonas             -          LKAP.g-Gut1_B06_046.seq -               45     915       5     900       2     901    1464    +    6.2e-192  638.2  17.1  -
Thiotrichaceae_Thiothrix                         -          LKAP.g-Gut1_B06_046.seq -               25     850       6     900       2     901    1417    +    1.1e-191  637.3  16.5  -
Neisseriaceae_Kingella                           -          LKAP.g-Gut1_B06_046.seq -               49     920       4     900       2     901    1474    +    1.7e-191  636.6  17.3  -
Rhodanobacteraceae_Dyella                        -          LKAP.g-Gut1_B06_046.seq -               25     900       5     900       2     901    1453    +    1.9e-191  636.5  17.5  -
Francisellaceae_Francisella                      -          LKAP.g-Gut1_B06_046.seq -               44     909       5     900       2     901    1520    +      2e-191  636.4  17.4  -
Nevskiaceae_Steroidobacter                       -          LKAP.g-Gut1_B06_046.seq -               30     901       5     900       2     901    1500    +    2.7e-191  636.2  18.4  -
Eubacteriaceae_Eubacterium                       -          LKAP.g-Gut1_B06_046.seq -               44     907       5     900       2     901    1476    +    2.8e-191  636.0  17.1  -
Ectothiorhodospiraceae_Spiribacter               -          LKAP.g-Gut1_B06_046.seq -               54     923       5     900       2     901    1544    +      3e-191  636.0  17.2  -
Rhodocyclaceae_Rhodocyclus                       -          LKAP.g-Gut1_B06_046.seq -               23     893       4     900       2     901    1460    +    3.2e-191  635.9  17.7  -
Chromobacteriaceae_Vogesella                     -          LKAP.g-Gut1_B06_046.seq -               36     864      58     900      38     901    1424    +    3.4e-191  635.6  17.4  -
Rhodanobacteraceae_Fulvimonas                    -          LKAP.g-Gut1_B06_046.seq -               29     904       5     900       2     901    1484    +      4e-191  635.4  17.3  -
Oxalobacteraceae_Oxalobacter                     -          LKAP.g-Gut1_B06_046.seq -               38     908       4     900       2     901    1524    +    4.8e-191  635.4  17.9  -
Lysobacteraceae_Tahibacter                       -          LKAP.g-Gut1_B06_046.seq -               25     890       6     899       2     901    1459    +    5.2e-191  635.0  18.4  -
Chromobacteriaceae_Chromobacterium               -          LKAP.g-Gut1_B06_046.seq -               41     909       4     900       2     901    1469    +    8.7e-191  634.4  17.6  -
