# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_G08_052_2018_2 -               33     845      26     838      19     838    1491    +    2.2e-307 1020.7  16.6  -
Yersiniaceae_Serratia                            -          LKAP-TSAKG2_G08_052_2018_2 -               37     824      26     809      19     829    1491    +    7.1e-201  667.6  16.5  -
Piscirickettsiaceae_Thiomicrorhabdus             -          LKAP-TSAKG2_G08_052_2018_2 -               40     859      26     836      20     838    1464    +      9e-201  667.1  16.4  -
Burkholderiaceae_Cupriavidus                     -          LKAP-TSAKG2_G08_052_2018_2 -               38     808      27     799      18     816    1488    +      1e-200  667.3  16.7  -
Pasteurellaceae_Pasteurella                      -          LKAP-TSAKG2_G08_052_2018_2 -               33     811      26     798      20     818    1365    +    1.1e-200  667.2  16.7  -
Alcaligenaceae_Kerstersia                        -          LKAP-TSAKG2_G08_052_2018_2 -               22     814      26     817      19     837    1414    +    1.5e-200  666.9  16.0  -
Oxalobacteraceae_Glaciimonas                     -          LKAP-TSAKG2_G08_052_2018_2 -               53     829      26     802      20     822    1525    +    2.2e-200  666.2  16.9  -
Neisseriaceae_Kingella                           -          LKAP-TSAKG2_G08_052_2018_2 -               59     849      26     816      20     834    1474    +    2.7e-200  665.7  16.5  -
Comamonadaceae_Schlegelella                      -          LKAP-TSAKG2_G08_052_2018_2 -               82     824      61     801      40     818    1517    +    2.8e-200  665.7  16.6  -
Pectobacteriaceae_Pectobacterium                 -          LKAP-TSAKG2_G08_052_2018_2 -               41     828      26     809      19     829    1499    +    6.8e-200  664.4  16.4  -
Pectobacteriaceae_Brenneria                      -          LKAP-TSAKG2_G08_052_2018_2 -               11     786      26     797      19     816    1457    +    1.4e-199  663.3  16.5  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-TSAKG2_G08_052_2018_2 -               63     843      60     837      38     838    1480    +    2.5e-199  662.5  16.4  -
Rhodocyclaceae_Azoarcus                          -          LKAP-TSAKG2_G08_052_2018_2 -               34     803      27     798      21     819    1471    +    2.6e-199  662.5  16.6  -
Chromobacteriaceae_Vogesella                     -          LKAP-TSAKG2_G08_052_2018_2 -                5     777      26     799      23     813    1424    +    2.7e-199  662.3  16.9  -
Oxalobacteraceae_Oxalobacter                     -          LKAP-TSAKG2_G08_052_2018_2 -               49     824      27     802      21     823    1524    +    2.8e-199  662.6  16.8  -
Burkholderiaceae_Chitinimonas                    -          LKAP-TSAKG2_G08_052_2018_2 -               66     818      46     799      25     811    1494    +    2.8e-199  662.5  17.0  -
Enterobacteriaceae_Buttiauxella                  -          LKAP-TSAKG2_G08_052_2018_2 -               39     826      26     811      19     833    1503    +    3.9e-199  661.9  16.4  -
Burkholderiales_Ideonella                        -          LKAP-TSAKG2_G08_052_2018_2 -               33     807      26     800      18     814    1493    +    4.1e-199  661.9  17.0  -
Enterobacteriaceae_Klebsiella                    -          LKAP-TSAKG2_G08_052_2018_2 -               45     831      26     810      19     830    1436    +    5.3e-199  661.5  16.3  -
Nevskiaceae_Solimonas                            -          LKAP-TSAKG2_G08_052_2018_2 -               66     805      62     800      38     825    1476    +    5.4e-199  661.6  16.6  -
Enterobacteriaceae_Escherichia                   -          LKAP-TSAKG2_G08_052_2018_2 -               33     820      26     809      20     830    1480    +    5.7e-199  661.4  16.3  -
Sulfuricellaceae_Sulfuriferula                   -          LKAP-TSAKG2_G08_052_2018_2 -               33     806      26     799      20     813    1461    +    6.8e-199  661.0  17.3  -
Thermithiobacillaceae_Thermithiobacillus         -          LKAP-TSAKG2_G08_052_2018_2 -               18     827      26     837      20     838    1419    +    7.4e-199  661.0  16.9  -
Enterobacteriaceae_Citrobacter                   -          LKAP-TSAKG2_G08_052_2018_2 -               48     836      26     810      19     830    1517    +    1.1e-198  660.4  16.3  -
Enterobacteriaceae_Lelliottia                    -          LKAP-TSAKG2_G08_052_2018_2 -               28     815      26     811      19     833    1449    +    1.3e-198  660.2  16.3  -
Alcaligenaceae_Pigmentiphaga                     -          LKAP-TSAKG2_G08_052_2018_2 -               34     811      27     806      21     822    1481    +    1.5e-198  659.9  16.7  -
Alcaligenaceae_Bordetella                        -          LKAP-TSAKG2_G08_052_2018_2 -               83     832      60     807      40     833    1476    +    1.7e-198  659.8  16.3  -
Rhodanobacteraceae_Dyella                        -          LKAP-TSAKG2_G08_052_2018_2 -               32     810      25     798      11     819    1453    +    2.6e-198  659.2  16.8  -
Chromobacteriaceae_Paludibacterium               -          LKAP-TSAKG2_G08_052_2018_2 -                3     776      26     799      25     817    1405    +    2.9e-198  659.1  17.0  -
Oxalobacteraceae_Massilia                        -          LKAP-TSAKG2_G08_052_2018_2 -               22     798      25     802      12     822    1438    +    3.3e-198  658.9  17.0  -
Alteromonadaceae_Alteromonas                     -          LKAP-TSAKG2_G08_052_2018_2 -               33     840      26     837      19     838    1464    +    4.2e-198  658.3  16.6  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-TSAKG2_G08_052_2018_2 -               33     815      26     803      19     825    1484    +    4.8e-198  658.3  16.7  -
Enterobacteriaceae_Kluyvera                      -          LKAP-TSAKG2_G08_052_2018_2 -               21     807      26     810      19     832    1455    +      6e-198  657.9  16.4  -
Rhodanobacteraceae_Frateuria                     -          LKAP-TSAKG2_G08_052_2018_2 -               54     830      26     798      19     819    1542    +    6.8e-198  657.7  16.8  -
Aeromonadaceae_Pseudaeromonas                    -          LKAP-TSAKG2_G08_052_2018_2 -               17     802      27     807      18     828    1491    +    8.4e-198  657.3  16.4  -
Burkholderiales_Aquabacterium                    -          LKAP-TSAKG2_G08_052_2018_2 -               31     804      26     803      12     815    1451    +    8.9e-198  657.4  17.1  -
Enterobacteriaceae_Raoultella                    -          LKAP-TSAKG2_G08_052_2018_2 -               31     818      26     811      20     832    1452    +    1.1e-197  657.2  16.4  -
Oxalobacteraceae_Herbaspirillum                  -          LKAP-TSAKG2_G08_052_2018_2 -               33     809      26     802      20     822    1485    +    1.1e-197  657.2  17.0  -
Enterobacteriaceae_Salmonella                    -          LKAP-TSAKG2_G08_052_2018_2 -               29     816      26     809      16     830    1457    +    1.4e-197  656.9  16.3  -
Hafniaceae_Hafnia                                -          LKAP-TSAKG2_G08_052_2018_2 -               30     820      24     809      13     830    1463    +    1.6e-197  656.4  16.3  -
Methylophilaceae_Methylovorus                    -          LKAP-TSAKG2_G08_052_2018_2 -               15     791      26     798      16     818    1441    +    2.2e-197  656.2  17.0  -
Francisellaceae_Francisella                      -          LKAP-TSAKG2_G08_052_2018_2 -               52     860      25     838      14     838    1520    +    2.3e-197  656.1  16.5  -
Rhodanobacteraceae_Rhodanobacter                 -          LKAP-TSAKG2_G08_052_2018_2 -               37     815      25     798      16     819    1481    +    2.4e-197  656.0  16.7  -
Erwiniaceae_Pantoea                              -          LKAP-TSAKG2_G08_052_2018_2 -                4     758      58     810      55     832    1416    +      4e-197  655.2  16.8  -
Enterobacteriaceae_Siccibacter                   -          LKAP-TSAKG2_G08_052_2018_2 -               60     849      26     811       8     832    1451    +      4e-197  655.4  16.5  -
Pectobacteriaceae_Dickeya                        -          LKAP-TSAKG2_G08_052_2018_2 -               27     817      24     809      16     828    1421    +    4.3e-197  655.1  16.3  -
Alcaligenaceae_Taylorella                        -          LKAP-TSAKG2_G08_052_2018_2 -               53     841      26     805      20     818    1521    +    5.2e-197  655.0  16.8  -
Rhodanobacteraceae_Fulvimonas                    -          LKAP-TSAKG2_G08_052_2018_2 -               38     814      26     798      20     819    1484    +    1.1e-196  653.8  16.8  -
Rhodocyclaceae_Azospira                          -          LKAP-TSAKG2_G08_052_2018_2 -               23     795      26     798      20     817    1484    +    1.4e-196  653.4  17.3  -
Erwiniaceae_Tatumella                            -          LKAP-TSAKG2_G08_052_2018_2 -               33     821      26     810      18     832    1490    +    2.1e-196  652.9  16.4  -
Lysobacteraceae_Wohlfahrtiimonas                 -          LKAP-TSAKG2_G08_052_2018_2 -               28     811      22     799       7     815    1448    +    2.3e-196  652.8  16.7  -
Burkholderiales_Rubrivivax                       -          LKAP-TSAKG2_G08_052_2018_2 -               53     823      26     799      20     814    1496    +    2.5e-196  652.6  17.6  -
Chromobacteriaceae_Microvirgula                  -          LKAP-TSAKG2_G08_052_2018_2 -               53     832      26     805      19     817    1508    +    2.8e-196  652.5  16.6  -
Alcaligenaceae_Achromobacter                     -          LKAP-TSAKG2_G08_052_2018_2 -               34     811      27     806      19     832    1483    +      7e-196  651.1  16.7  -
Burkholderiales_Piscinibacter                    -          LKAP-TSAKG2_G08_052_2018_2 -               41     816      26     805      20     817    1470    +    9.7e-196  650.8  17.0  -
Nevskiaceae_Hydrocarboniphaga                    -          LKAP-TSAKG2_G08_052_2018_2 -               78     849      65     835      44     838    1487    +      1e-195  650.8  16.4  -
Rhodocyclaceae_Propionivibrio                    -          LKAP-TSAKG2_G08_052_2018_2 -               41     814      26     799      20     819    1496    +    1.4e-195  650.2  17.3  -
Aeromonadaceae_Tolumonas                         -          LKAP-TSAKG2_G08_052_2018_2 -               44     817      27     796      16     812    1514    +    1.9e-195  649.7  16.7  -
Rhodocyclaceae_Uliginosibacterium                -          LKAP-TSAKG2_G08_052_2018_2 -                5     777      25     799      21     818    1432    +    2.5e-195  649.2  16.8  -
Yersiniaceae_Yersinia                            -          LKAP-TSAKG2_G08_052_2018_2 -               33     820      26     809      20     830    1461    +    4.2e-195  648.5  16.2  -
Pasteurellaceae_Actinobacillus                   -          LKAP-TSAKG2_G08_052_2018_2 -               33     814      26     801      20     813    1364    +    5.2e-195  648.4  16.6  -
Neisseriaceae_Uruburuella                        -          LKAP-TSAKG2_G08_052_2018_2 -               33     827      26     816      20     834    1477    +    6.5e-195  648.0  16.4  -
Burkholderiales_Leptothrix                       -          LKAP-TSAKG2_G08_052_2018_2 -               82     821      64     799      44     814    1521    +    9.4e-195  647.4  16.9  -
Oxalobacteraceae_Telluria                        -          LKAP-TSAKG2_G08_052_2018_2 -               60     834      26     802      19     823    1469    +    1.3e-194  646.8  17.1  -
Oxalobacteraceae_Herminiimonas                   -          LKAP-TSAKG2_G08_052_2018_2 -               15     792      25     802      17     822    1430    +    1.3e-194  647.0  17.1  -
Vibrionaceae_Salinivibrio                        -          LKAP-TSAKG2_G08_052_2018_2 -               52     836      26     793      18     815    1502    +    1.5e-194  646.2  16.7  -
Pasteurellaceae_Haemophilus                      -          LKAP-TSAKG2_G08_052_2018_2 -               33     810      26     799      20     814    1450    +    1.5e-194  646.7  16.7  -
Chromobacteriaceae_Pseudogulbenkiania            -          LKAP-TSAKG2_G08_052_2018_2 -               38     809      26     799       9     815    1464    +    2.1e-194  646.1  17.2  -
