# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_H09_065_2018_2 -               18     877      14     872       7     872    1504    +           0 1083.1  18.5  -
Planococcaceae_Paenisporosarcina                 -          LKAP-TSAKG2_H09_065_2018_2 -               10     872      15     872       8     872    1481    +    3.8e-305 1013.2  18.5  -
Peptococcaceae_Desulfitispora                    -          LKAP-TSAKG2_H09_065_2018_2 -               40     856      63     871      43     872    1479    +    2.2e-203  676.0  18.7  -
Geobacteraceae_Geobacter                         -          LKAP-TSAKG2_H09_065_2018_2 -               19     882      15     871       7     872    1470    +    2.7e-203  675.7  18.4  -
Desulfuromonadaceae_Desulfuromonas               -          LKAP-TSAKG2_H09_065_2018_2 -               29     895      16     872       8     872    1512    +    3.5e-203  675.3  18.4  -
Sporolactobacillaceae_Tuberibacillus             -          LKAP-TSAKG2_H09_065_2018_2 -               19     889      15     871       6     872    1486    +      5e-203  674.6  18.6  -
Veillonellaceae_Dialister                        -          LKAP-TSAKG2_H09_065_2018_2 -               21     888      18     869       7     872    1502    +    1.4e-202  673.3  19.1  -
Clostridiales_Sedimentibacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               18     880      14     871       8     872    1478    +    2.7e-202  671.6  18.1  -
Rubrobacteraceae_Rubrobacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               23     874      18     872       6     872    1495    +    3.4e-202  672.1  18.2  -
Carnobacteriaceae_Isobaculum                     -          LKAP-TSAKG2_H09_065_2018_2 -               19     889      15     871       6     872    1515    +    3.5e-202  671.6  18.5  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-TSAKG2_H09_065_2018_2 -               38     915      14     872       8     872    1546    +    6.4e-202  671.0  18.7  -
Peptoniphilaceae_Peptoniphilus                   -          LKAP-TSAKG2_H09_065_2018_2 -               56     824      63     869      41     872    1433    +      7e-202  671.3  18.4  -
Clostridiales_Tissierella                        -          LKAP-TSAKG2_H09_065_2018_2 -               37     872      16     869       7     872    1415    +    9.1e-202  670.7  18.4  -
Paenibacillaceae_Oxalophagus                     -          LKAP-TSAKG2_H09_065_2018_2 -               21     868      15     872       5     872    1497    +    1.4e-201  669.9  18.7  -
Sporomusaceae_Pelosinus                          -          LKAP-TSAKG2_H09_065_2018_2 -               37     898      15     872       6     872    1550    +    1.5e-201  669.2  17.7  -
Selenomonadaceae_Mitsuokella                     -          LKAP-TSAKG2_H09_065_2018_2 -               38     902      19     872       8     872    1543    +    1.7e-201  669.6  19.0  -
Desulfuromonadaceae_Pelobacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               38     903      15     872       8     872    1542    +    3.7e-201  668.7  18.4  -
Peptostreptococcaceae_Filifactor                 -          LKAP-TSAKG2_H09_065_2018_2 -               23     851      18     869       6     872    1450    +    5.2e-201  668.1  18.2  -
Lachnospiraceae_Butyrivibrio                     -          LKAP-TSAKG2_H09_065_2018_2 -               37     890      14     869       7     872    1518    +    7.2e-201  667.6  18.3  -
Eubacteriaceae_Acetobacterium                    -          LKAP-TSAKG2_H09_065_2018_2 -               22     846      19     871      10     872    1470    +    7.5e-201  667.7  19.1  -
Streptococcaceae_Faecalicoccus                   -          LKAP-TSAKG2_H09_065_2018_2 -               38     887      14     868       8     871    1380    +      1e-200  667.5  19.0  -
Clostridiaceae_Sporosalibacterium                -          LKAP-TSAKG2_H09_065_2018_2 -               39     876      15     871       8     872    1521    +    1.4e-200  666.6  18.3  -
Clostridiaceae_Youngiibacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               37     863      14     871       8     872    1466    +    1.8e-200  666.4  18.4  -
Enterococcaceae_Catellicoccus                    -          LKAP-TSAKG2_H09_065_2018_2 -                3     866      19     871      17     872    1480    +    1.9e-200  665.8  18.7  -
Leuconostocaceae_Oenococcus                      -          LKAP-TSAKG2_H09_065_2018_2 -               20     898      14     872       8     872    1496    +    2.3e-199  662.9  18.5  -
Sporomusaceae_Propionispora                      -          LKAP-TSAKG2_H09_065_2018_2 -               37     901      14     872       8     872    1548    +    2.9e-199  662.3  18.8  -
Clostridiaceae_Romboutsia                        -          LKAP-TSAKG2_H09_065_2018_2 -               36     844      15     869       6     872    1462    +    3.1e-199  662.1  16.7  -
Aerococcaceae_Globicatella                       -          LKAP-TSAKG2_H09_065_2018_2 -                9     867      16     871       9     872    1490    +    5.9e-199  660.9  18.5  -
Veillonellaceae_Veillonella                      -          LKAP-TSAKG2_H09_065_2018_2 -                9     846      46     872      37     872    1407    +    6.3e-199  661.3  18.3  -
Peptostreptococcaceae_Peptostreptococcus         -          LKAP-TSAKG2_H09_065_2018_2 -               18     844      14     869       8     872    1473    +    7.6e-199  660.8  17.7  -
Lachnospiraceae_Cellulosilyticum                 -          LKAP-TSAKG2_H09_065_2018_2 -               82     901      19     869       8     872    1547    +    1.4e-198  660.0  17.9  -
Carnobacteriaceae_Atopobacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               26     896      15     872       5     872    1511    +    1.4e-198  659.7  18.5  -
Thermoanaerobacteraceae_Thermoanaerobacter       -          LKAP-TSAKG2_H09_065_2018_2 -               34     870      14     872       7     872    1525    +    1.6e-198  659.5  19.4  -
Selenomonadaceae_Propionispira                   -          LKAP-TSAKG2_H09_065_2018_2 -                1     819      63     872      63     872    1448    +    3.1e-198  658.9  19.1  -
Clostridiales_Acetoanaerobium                    -          LKAP-TSAKG2_H09_065_2018_2 -                2     805      29     869      28     872    1343    +    3.5e-198  658.6  18.8  -
Clostridiaceae_Tepidimicrobium                   -          LKAP-TSAKG2_H09_065_2018_2 -               38     879      14     870       8     872    1528    +    4.7e-198  658.4  18.4  -
Geobacteraceae_Geoalkalibacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               38     907      14     872       8     872    1556    +    5.3e-198  658.0  18.4  -
Natranaerobiaceae_Natranaerobius                 -          LKAP-TSAKG2_H09_065_2018_2 -               59     839      63     871      43     872    1424    +    1.8e-197  656.4  18.0  -
Bacillaceae_Caldibacillus                        -          LKAP-TSAKG2_H09_065_2018_2 -               19     885      15     872       6     872    1512    +      2e-197  656.2  18.6  -
Selenomonadaceae_Pectinatus                      -          LKAP-TSAKG2_H09_065_2018_2 -               44     896      19     872       8     872    1511    +    2.2e-197  656.1  18.2  -
Heliobacteriaceae_Heliorestis                    -          LKAP-TSAKG2_H09_065_2018_2 -               38     871      14     872       8     872    1517    +    3.6e-197  655.6  17.8  -
Aerococcaceae_Eremococcus                        -          LKAP-TSAKG2_H09_065_2018_2 -               14     868      18     871       8     872    1385    +    4.1e-197  654.9  18.8  -
Thermoanaerobacteraceae_Thermanaeromonas         -          LKAP-TSAKG2_H09_065_2018_2 -               31     879      14     872       8     872    1506    +    6.8e-197  654.5  18.2  -
Clostridiaceae_Tindallia                         -          LKAP-TSAKG2_H09_065_2018_2 -               18     854      14     869       8     872    1474    +    1.2e-196  653.6  18.3  -
Symbiobacteriaceae_Symbiobacterium               -          LKAP-TSAKG2_H09_065_2018_2 -               11     876      13     872       5     872    1468    +    1.4e-196  653.8  18.4  -
Enterococcaceae_Melissococcus                    -          LKAP-TSAKG2_H09_065_2018_2 -                1     791      80     871      80     872    1401    +    2.1e-196  652.6  16.8  -
Desulfobacteraceae_Desulfobacterium              -          LKAP-TSAKG2_H09_065_2018_2 -               41     904      19     871      10     872    1522    +    3.8e-196  651.9  18.4  -
Haliangiaceae_Haliangium                         -          LKAP-TSAKG2_H09_065_2018_2 -               40     900      19     872      10     872    1507    +      4e-196  652.1  18.9  -
Clostridiaceae_Sarcina                           -          LKAP-TSAKG2_H09_065_2018_2 -               24     838      19     871       8     872    1461    +    4.9e-196  651.6  18.1  -
Thermoanaerobacteraceae_Caldanaerobacter         -          LKAP-TSAKG2_H09_065_2018_2 -               25     856      14     872       7     872    1449    +    8.7e-196  650.9  19.4  -
Acidaminococcaceae_Phascolarctobacterium         -          LKAP-TSAKG2_H09_065_2018_2 -              164     984      61     872      40     872    1610    +    1.6e-195  649.8  18.2  -
Thermoanaerobacteraceae_Carboxydothermus         -          LKAP-TSAKG2_H09_065_2018_2 -               25     895      16     872       8     872    1499    +    2.5e-195  649.2  19.6  -
Aerococcaceae_Dolosicoccus                       -          LKAP-TSAKG2_H09_065_2018_2 -               19     886      15     871       6     872    1510    +    2.8e-195  648.8  18.4  -
Lachnospiraceae_Coprococcus                      -          LKAP-TSAKG2_H09_065_2018_2 -               20     843      16     869       8     872    1440    +    3.8e-195  648.9  18.1  -
Lachnospiraceae_Anaerocolumna                    -          LKAP-TSAKG2_H09_065_2018_2 -               33     865      19     869       7     872    1478    +    6.6e-195  647.8  18.2  -
Lactobacillaceae_Paralactobacillus               -          LKAP-TSAKG2_H09_065_2018_2 -               24     885      15     871       5     872    1495    +    6.6e-195  647.6  18.7  -
Thermoactinomycetaceae_Salinithrix               -          LKAP-TSAKG2_H09_065_2018_2 -               39     898      15     872       5     872    1509    +    6.9e-195  647.9  18.5  -
Defluviitaleaceae_Defluviitalea                  -          LKAP-TSAKG2_H09_065_2018_2 -               15     836      19     869       8     872    1413    +    1.7e-194  646.6  18.9  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-TSAKG2_H09_065_2018_2 -               18     879      14     871       7     872    1495    +    2.5e-194  646.0  19.1  -
Clostridiaceae_Terrisporobacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               15     823      15     869       8     872    1459    +    2.7e-194  645.8  16.7  -
Clostridiales_Fusibacter                         -          LKAP-TSAKG2_H09_065_2018_2 -               30     868      14     869       8     872    1518    +      4e-194  645.4  18.0  -
Thermoanaerobacteraceae_Ammonifex                -          LKAP-TSAKG2_H09_065_2018_2 -               38     909      14     872       8     872    1571    +    6.2e-194  645.0  18.6  -
Clostridiales_Anaerobranca                       -          LKAP-TSAKG2_H09_065_2018_2 -               41     873      15     869       8     871    1467    +      9e-194  644.3  18.4  -
Thermoactinomycetaceae_Paludifilum               -          LKAP-TSAKG2_H09_065_2018_2 -               19     881      15     872       6     872    1362    +      9e-194  644.2  18.5  -
Clostridiaceae_Paraclostridium                   -          LKAP-TSAKG2_H09_065_2018_2 -               38     845      14     869       8     872    1490    +    1.2e-193  643.8  18.0  -
Clostridiaceae_Clostridioides                    -          LKAP-TSAKG2_H09_065_2018_2 -               35     844      14     869       8     872    1493    +    2.6e-193  642.5  17.2  -
Acidaminococcaceae_Acidaminococcus               -          LKAP-TSAKG2_H09_065_2018_2 -               19     840      57     869      41     872    1439    +      3e-193  642.5  18.0  -
Pseudomonadaceae_Pseudomonas                     -          LKAP-TSAKG2_H09_065_2018_2 -               30     874      18     872       8     872    1502    +    4.6e-193  641.8  19.3  -
Clostridiales_Blautia                            -          LKAP-TSAKG2_H09_065_2018_2 -               21     854      18     869       7     872    1453    +    4.7e-193  641.7  18.4  -
Thermoanaerobacteraceae_Caldanaerobius           -          LKAP-TSAKG2_H09_065_2018_2 -               33     856      15     872       6     872    1448    +    1.6e-192  640.2  19.1  -
